CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
48268K101,KT,KT CORP,10707076,2836834,121.42M,32.17M,+36%,12.6%
845467109,SWN,SOUTHWESTERN ENERGY CO,21025014,5287850,105.13M,26.44M,+33.6%,10.9%
75281A109,RRC,RANGE RES CORP,3534893,256217,93.57M,6.78M,+7.8%,9.7%
80013R206,SAND,SANDSTORM GOLD LTD,1326040,1076497,7.7M,6.25M,+431.4%,0.8%
91822M502,VEON,VEON LTD,243415,243415,4.29M,4.29M,NEW,0.45%
413216300,HMY,HARMONY GOLD MINING CO LTD,17459280,213920,71.58M,877.07K,+1.2%,7.5%
46578C108,IE,IVANHOE ELECTRIC INC,1177368,63251,14.31M,768.5K,+5.7%,1.5%
830879102,SKYW,SKYWEST INC,2558153,26845,56.71M,595.15K,+1.1%,5.9%
66987E206,NG,NOVAGOLD RES INC,8840561,86388,54.99M,537.33K,+1%,5.7%
811916105,SA,SEABRIDGE GOLD INC,2713816,38122,35.14M,493.68K,+1.4%,3.7%
66510M204,NAK,NORTHERN DYNASTY MINERALS LT,32070691,65358,7.66M,15.61K,+0.2%,0.8%
714266103,PPTA,PERPETUA RESOURCES CORP,5250591,0,23.37M,0,NO CHANGE,2.4%
500631106,KEP,KOREA ELEC PWR CORP,1660792,0,11.53M,0,NO CHANGE,1.2%
46050R102,THM,INTERNATIONAL TOWER HILL MIN,14047222,0,8.43M,0,NO CHANGE,0.88%
N00985106,AER,AERCAP HOLDINGS NV,52267,0,2.94M,0,NO CHANGE,0.31%
927926303,VGZ,VISTA GOLD CORP,2916361,0,1.76M,0,NO CHANGE,0.18%
644535106,NGD,NEW GOLD INC CDA,0,-2044962,0,-2M,CLOSE,0%
78573M203,,SABRE CORP,94700,-35800,5.94M,-2.24M,-27.4%,0.62%
962879102,WPM,WHEATON PRECIOUS METALS CORP,2573597,-52928,123.94M,-2.55M,-2%,12.9%
780287108,RGLD,ROYAL GOLD INC,602831,-21804,78.19M,-2.83M,-3.5%,8.1%
78573M104,SABR,SABRE CORP,3397132,-924999,14.57M,-3.97M,-21.4%,1.5%
00912X302,AL,AIR LEASE CORP,274218,-117807,10.8M,-4.64M,-30.1%,1.1%
01609W102,BABA,ALIBABA GROUP HLDG LTD,19900,-56105,2.03M,-5.73M,-73.8%,0.21%
91822M106,,VEON LTD,0,-16018241,0,-7.85M,CLOSE,0%
449172105,HY,HYSTER YALE MATLS HANDLING I,0,-333117,0,-8.43M,CLOSE,0%
92189F106,GDX,VANECK ETF TRUST,0,-321592,0,-9.22M,CLOSE,0%
450913108,IAG,IAMGOLD CORP,18361305,-5681124,49.76M,-15.4M,-23.6%,5.2%
852066208,SII,SPROTT INC,0,-622482,0,-20.71M,CLOSE,0%
225401108,CS,CREDIT SUISSE GROUP,0,-9736174,0,-29.6M,CLOSE,0%
13321L108,CCJ,CAMECO CORP,2094022,-1803093,54.8M,-47.19M,-46.3%,5.7%
Total,,,,,960.55M,-83.13M,-8.4%,100%
