CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
594918104,MSFT,MICROSOFT CORP,29750,29750,8.58M,8.58M,NEW,7.7%
74967X103,RH,RH,23000,23000,5.6M,5.6M,NEW,5%
74275K108,PCOR,PROCORE TECHNOLOGIES INC,235000,37500,14.72M,2.35M,+19%,13.1%
852234103,XYZ,BLOCK INC,181500,28000,12.46M,1.92M,+18.2%,11.1%
26603R106,DUOL,DUOLINGO INC,124000,-5500,17.68M,-784.25K,-4.2%,15.8%
18915M107,NET,CLOUDFLARE INC,499000,-31000,30.77M,-1.91M,-5.8%,27.5%
03783C100,APPF,APPFOLIO INC,156500,-35500,19.48M,-4.42M,-18.5%,17.4%
833445109,SNOW,SNOWFLAKE INC,18000,-57000,2.78M,-8.79M,-76%,2.5%
23804L103,DDOG,DATADOG INC,0,-131500,0,-9.67M,CLOSE,0%
Total,,,,,112.06M,-7.13M,-7.7%,100%
