CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
464287234,EEM,ISHARES TR,179142,179142,7.07M,7.07M,NEW,5.7%
G98239109,XP,XP INC,4855213,551929,57.63M,6.55M,+12.8%,46.8%
78462F103,SPY,SPDR S&P 500 ETF TR,12227,12227,5.01M,5.01M,NEW,4.1%
G02532110,AMBWQ,AMBIPAR EMERGENCY RESPONSE,1075000,1075000,344K,344K,NEW,0.28%
G9460N106,,VALOR LATITUDE ACQUISITN COR,1100000,0,11.26M,0,NO CHANGE,9.1%
G5S74L106,,MELI KASZEK PIONEER CORP,300000,0,3.06M,0,NO CHANGE,2.5%
G9460N122,,VALOR LATITUDE ACQUISITN COR,366666,0,14.67K,0,NO CHANGE,0.01%
G32219126,,HPX CORP,0,-1075000,0,-452K,CLOSE,0%
58733R102,MELI,MERCADOLIBRE INC,29461,-14290,38.83M,-18.84M,-32.7%,31.5%
Total,,,,,123.22M,-317.13K,-0.3%,100%
