CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
92840M102,VST,VISTRA CORP,219838,219838,5.28M,5.28M,NEW,5.5%
31946M103,FCNCA,FIRST CTZNS BANCSHARES INC N,3866,3866,3.76M,3.76M,NEW,3.9%
007903107,AMD,ADVANCED MICRO DEVICES INC,35320,25913,3.46M,2.54M,+275.5%,3.6%
595112103,MU,MICRON TECHNOLOGY INC.,30821,30821,1.86M,1.86M,NEW,1.9%
87484T108,TALO,TALOS ENERGY INC,223799,103645,3.32M,1.54M,+86.3%,3.4%
G75529100,,RICE ACQUISITION ACQ CORP,110047,110047,1.13M,1.13M,NEW,1.2%
03769M106,APO,APOLLO GLOBAL MGMT INC,75357,15050,4.76M,950.56K,+25%,4.9%
88033G407,THC,TENET HEALTHCARE CORP,127728,14890,7.59M,884.76K,+13.2%,7.9%
377320106,,GLATFELTER CORPORATION,1162534,272886,3.71M,870.51K,+30.7%,3.8%
674215207,CHRD,CHORD ENERGY CORPORATION,24715,5500,3.33M,740.3K,+28.6%,3.4%
G69451105,PAX,PATRIA INVESTMENTS LIMITED,263012,36739,3.89M,543.74K,+16.2%,4%
185899101,CLF,CLEVELAND-CLIFFS INC NEW,28515,28515,522.68K,522.68K,NEW,0.54%
G98239109,XP,XP INC,43712,43712,518.86K,518.86K,NEW,0.54%
302301106,EZPW,EZCORP INC,353702,41500,3.04M,356.9K,+13.3%,3.1%
29273V100,ET,ENERGY TRANSFER L P,428146,0,5.34M,0,NO CHANGE,5.5%
05722G100,BKR,BAKER HUGHES COMPANY,170323,0,4.92M,0,NO CHANGE,5.1%
85207H104,PHYS,SPROTT PHYSICAL GOLD TR,297107,0,4.59M,0,NO CHANGE,4.8%
011532108,AGI,ALAMOS GOLD INC NEW,341728,0,4.18M,0,NO CHANGE,4.3%
08579W103,BERY,BERRY GLOBAL GROUP INC,54200,0,3.19M,0,NO CHANGE,3.3%
008474108,AEM,AGNICO EAGLE MINES LTD,61915,0,3.16M,0,NO CHANGE,3.3%
G9460G101,VAL,VALARIS LIMITED,45104,0,2.93M,0,NO CHANGE,3%
651639106,NEM,NEWMONT CORP,59160,0,2.9M,0,NO CHANGE,3%
697900108,PAAS,PAN AMERN SILVER CORP,131162,0,2.39M,0,NO CHANGE,2.5%
165167735,EXE,CHESAPEAKE ENERGY CORP,26137,0,1.99M,0,NO CHANGE,2.1%
934423104,WBD,WARNER BROS DISCOVERY INC,3927,0,59.3K,0,NO CHANGE,0.06%
09257W100,BXMT,BLACKSTONE MTG TR INC,0,-185,0,-3.92K,CLOSE,0%
38173M102,GBDC,GOLUB CAP BDC INC,0,-672,0,-8.84K,CLOSE,0%
67074C103,NBB,NUVEEN TAXABLE MUNICPAL INM,0,-5046,0,-80.53K,CLOSE,0%
009066101,ABNB,AIRBNB INC,0,-4051,0,-346.36K,CLOSE,0%
74836W203,QRHC,QUEST RESOURCE HLDG CORP,0,-58006,0,-354.42K,CLOSE,0%
58733R102,MELI,MERCADOLIBRE INC,0,-954,0,-807.31K,CLOSE,0%
93627C101,HCC,WARRIOR MET COAL INC,29807,-36487,1.09M,-1.34M,-55%,1.1%
Y8162K204,SBLK,STAR BULK CARRIERS CORP.,13707,-89179,289.49K,-1.88M,-86.7%,0.3%
013872106,AA,ALCOA CORP,0,-45334,0,-2.06M,CLOSE,0%
H8817H100,RIG,TRANSOCEAN LTD,337806,-400000,2.15M,-2.54M,-54.2%,2.2%
17888H103,CIVI,CIVITAS RESOURCES INC,0,-49297,0,-2.86M,CLOSE,0%
067901108,B,BARRICK GOLD CORP,0,-169125,0,-2.91M,CLOSE,0%
88642R109,TDW,TIDEWATER INC NEW,173882,-94389,7.66M,-4.16M,-35.2%,7.9%
675232102,OII,OCEANEERING INTL INC,205096,-256179,3.62M,-4.52M,-55.5%,3.7%
89421B109,,TRAVELCENTERS OF AMERICA INC,0,-148254,0,-6.64M,CLOSE,0%
Total,,,,,96.62M,-9.02M,-9.1%,100%
