CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
30212P303,EXPE,EXPEDIA GROUP INC,213902,213902,20.75M,20.75M,NEW,5.2%
83088M102,SWKS,SKYWORKS SOLUTIONS INC,146977,146977,17.34M,17.34M,NEW,4.4%
30303M102,META,META PLATFORMS INC,51114,51114,10.83M,10.83M,NEW,2.7%
65249B109,NWSA,NEWS CORP NEW,1047907,599874,18.1M,10.36M,+133.9%,4.5%
127190304,CACI,CACI INTL INC,32936,32936,9.76M,9.76M,NEW,2.4%
92537N108,VRT,VERTIV HOLDINGS CO,339010,339010,4.85M,4.85M,NEW,1.2%
679295105,OKTA,OKTA INC,195264,45264,16.84M,3.9M,+30.2%,4.2%
70450Y103,PYPL,PAYPAL HLDGS INC,416181,35660,31.6M,2.71M,+9.4%,7.9%
92552R406,PRSU,VIAD CORP,1395717,73600,29.09M,1.53M,+5.6%,7.3%
136385101,CNQ,CANADIAN NAT RES LTD,161852,11852,8.96M,656.01K,+7.9%,2.2%
606710200,MITK,MITEK SYS INC,4130533,54314,39.61M,520.87K,+1.3%,9.9%
353469109,FC,FRANKLIN COVEY CO,332511,-5277,12.79M,-203.01K,-1.6%,3.2%
007903107,AMD,ADVANCED MICRO DEVICES INC,344118,-8153,33.73M,-799.08K,-2.3%,8.5%
29260Y109,EDR,ENDEAVOR GROUP HLDGS INC,935187,-35758,22.38M,-855.69K,-3.7%,5.6%
00091G104,ACVA,ACV AUCTIONS INC,1806073,-154730,23.32M,-2M,-7.9%,5.8%
71375U101,PRFT,PERFICIENT INC,638523,-29239,46.09M,-2.11M,-4.4%,11.6%
N20944109,CNH,CNH INDL N V,647922,-252078,9.89M,-3.85M,-28%,2.5%
03073E105,COR,AMERISOURCEBERGEN CORP,117876,-32124,18.87M,-5.14M,-21.4%,4.7%
91879Q109,MTN,VAIL RESORTS INC,0,-57000,0,-13.59M,CLOSE,0%
243537107,DECK,DECKERS OUTDOOR CORP,0,-46520,0,-18.57M,CLOSE,0%
46266C105,IQV,IQVIA HLDGS INC,36431,-104262,7.25M,-20.74M,-74.1%,1.8%
57667L107,MTCH,MATCH GROUP INC NEW,0,-521767,0,-21.65M,CLOSE,0%
92511U102,VRRM,VERRA MOBILITY CORP,977686,-2197500,16.54M,-37.18M,-69.2%,4.2%
Total,,,,,398.6M,-43.46M,-10.5%,100%
