CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
81282V100,PRKS,SEAWORLD ENTMT INC,1391507,716408,85.31M,43.92M,+106.1%,25.4%
67066G104,NVDA,NVIDIA CORPORATION,99701,58501,27.69M,16.25M,+142%,8.3%
74275K108,PCOR,PROCORE TECHNOLOGIES INC,232687,232687,14.57M,14.57M,NEW,4.3%
595112103,MU,MICRON TECHNOLOGY INC,237236,237236,14.31M,14.31M,NEW,4.3%
L8681T102,SPOT,SPOTIFY TECHNOLOGY S A,105505,105505,14.1M,14.1M,NEW,4.2%
654106103,NKE,NIKE INC,107678,107678,13.21M,13.21M,NEW,3.9%
852234103,XYZ,BLOCK INC,162041,162041,11.12M,11.12M,NEW,3.3%
339041105,,FLEETCOR TECHNOLOGIES INC,51820,51820,10.93M,10.93M,NEW,3.3%
053774105,CAR,AVIS BUDGET GROUP,54646,54646,10.65M,10.65M,NEW,3.2%
74967X103,RH,RH,42992,42992,10.47M,10.47M,NEW,3.1%
30303M102,META,META PLATFORMS INC,105466,46315,22.35M,9.82M,+78.3%,6.7%
16679L109,CHWY,CHEWY INC,223296,223296,8.35M,8.35M,NEW,2.5%
443573100,HUBS,HUBSPOT INC,16602,16602,7.12M,7.12M,NEW,2.1%
833445109,SNOW,SNOWFLAKE INC,24215,24215,3.74M,3.74M,NEW,1.1%
72352L106,PINS,PINTEREST INC,605068,72648,16.5M,1.98M,+13.6%,4.9%
573874104,MRVL,MARVELL TECHNOLOGY INC,30159,30159,1.31M,1.31M,NEW,0.39%
958102105,WDC,WESTERN DIGITAL CORP.,31541,31541,1.19M,1.19M,NEW,0.35%
25809K105,DASH,DOORDASH INC,3823,3823,242.99K,242.99K,NEW,0.07%
238337109,PLAY,DAVE & BUSTERS ENTMT INC,214348,-23222,7.89M,-854.34K,-9.8%,2.4%
45174J509,IHRT,IHEARTMEDIA INC,434430,-261466,1.69M,-1.02M,-37.6%,0.51%
48238T109,OPLN,KAR AUCTION SVCS INC,0,-154100,0,-2.01M,CLOSE,0%
25470M109,,DISH NETWORK CORPORATION,612138,-293114,5.71M,-2.73M,-32.4%,1.7%
874039100,TSM,TAIWAN SEMICONDUCTOR MFG LTD,0,-38101,0,-2.84M,CLOSE,0%
77543R102,ROKU,ROKU INC,0,-74314,0,-3.02M,CLOSE,0%
82509L107,SHOP,SHOPIFY INC,0,-113279,0,-3.93M,CLOSE,0%
338307101,FIVN,FIVE9 INC,0,-63519,0,-4.31M,CLOSE,0%
58733R102,MELI,MERCADOLIBRE INC,6556,-4512,8.64M,-5.95M,-40.8%,2.6%
64110L106,NFLX,NETFLIX INC,9568,-19284,3.31M,-6.66M,-66.8%,0.99%
98954M101,ZG,ZILLOW GROUP INC,8706,-266629,380.45K,-11.65M,-96.8%,0.11%
57667L107,MTCH,MATCH GROUP INC NEW,278761,-309543,10.7M,-11.88M,-52.6%,3.2%
26142V105,DKNG,DRAFTKINGS INC NEW,233053,-619014,4.51M,-11.98M,-72.6%,1.3%
461202103,INTU,INTUIT,3064,-28906,1.37M,-12.89M,-90.4%,0.41%
18915M107,NET,CLOUDFLARE INC,28917,-298228,1.78M,-18.39M,-91.2%,0.53%
023135106,AMZN,AMAZON COM INC,127570,-220540,13.18M,-22.78M,-63.4%,3.9%
02079K305,GOOGL,ALPHABET INC,0,-303845,0,-26.81M,CLOSE,0%
88339J105,TTD,THE TRADE DESK INC,51071,-454453,3.11M,-27.68M,-89.9%,0.93%
Total,,,,,335.42M,15.87M,+5.9%,100%
