CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
N07059210,ASML,ASML HOLDING N V,40467,40467,27.55M,27.55M,NEW,13.1%
30212P303,EXPE,EXPEDIA GROUP INC,186173,186173,18.06M,18.06M,NEW,8.6%
43300A203,HLT,HILTON WORLDWIDE HLDGS INC,123623,123623,17.41M,17.41M,NEW,8.3%
45866F104,ICE,INTERCONTINENTAL EXCHANGE IN,166501,166501,17.36M,17.36M,NEW,8.3%
09857L108,BKNG,BOOKING HOLDINGS INC,4915,4915,13.04M,13.04M,NEW,6.2%
803054204,SAP,SAP SE,100802,100802,12.76M,12.76M,NEW,6.1%
009066101,ABNB,AIRBNB INC,62312,62312,7.75M,7.75M,NEW,3.7%
46120E602,ISRG,INTUITIVE SURGICAL INC,30096,30096,7.69M,7.69M,NEW,3.7%
594918104,MSFT,MICROSOFT CORP,35860,16300,10.34M,4.7M,+83.3%,4.9%
00724F101,ADBE,ADOBE SYSTEMS INCORPORATED,78154,6155,30.12M,2.37M,+8.5%,14.4%
852234103,XYZ,BLOCK INC,30793,30793,2.11M,2.11M,NEW,1%
461202103,INTU,INTUIT,3692,3692,1.65M,1.65M,NEW,0.79%
67066G104,NVDA,NVIDIA CORPORATION,1532,1532,425.54K,425.54K,NEW,0.2%
09260D107,BX,BLACKSTONE INC,323776,0,28.44M,0,NO CHANGE,13.6%
74275K108,PCOR,PROCORE TECHNOLOGIES INC,92113,0,5.77M,0,NO CHANGE,2.8%
26603R106,DUOL,DUOLINGO INC,38632,0,5.51M,0,NO CHANGE,2.6%
90138F102,TWLO,TWILIO INC,32116,0,2.14M,0,NO CHANGE,1%
683712103,OPEN,OPENDOOR TECHNOLOGIES INC,775434,0,1.36M,0,NO CHANGE,0.65%
98954M200,Z,ZILLOW GROUP INC,0,-7073095,0,-227.82M,CLOSE,0%
Total,,,,,209.49M,-94.94M,-32.7%,100%
