CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
722304102,PDD,PDD HOLDINGS INC,435000,435000,33.02M,33.02M,NEW,12.3%
055622104,BP,BP PLC-SPONS ADR,865625,865625,32.84M,32.84M,NEW,12.3%
98980A105,ZTO,ZTO EXPRESS CAYMAN INC-ADR,760951,760951,21.81M,21.81M,NEW,8.1%
67066G104,NVDA,NVIDIA CORP,45000,45000,12.5M,12.5M,NEW,4.7%
852312305,STAA,STAAR SURGICAL CO,160000,160000,10.23M,10.23M,NEW,3.8%
44332N106,HTHT,H WORLD GROUP LTD-ADR,380000,130000,18.61M,6.37M,+52%,7%
Y41053102,INSW,INTERNATIONAL SEAWAYS INC,269617,0,11.24M,0,NO CHANGE,4.2%
Y7542C130,STNG,SCORPIO TANKERS INC,655000,-231628,36.88M,-13.04M,-26.1%,13.8%
007903107,AMD,ADVANCED MICRO DEVICES,695000,-232828,68.12M,-22.82M,-25.1%,25.4%
674599105,OXY,OCCIDENTAL PETROLEUM CORP,360000,-572939,22.47M,-35.77M,-61.4%,8.4%
406216101,HAL,HALLIBURTON CO,0,-1195686,0,-47.05M,CLOSE,0%
15135U109,CVE,CENOVUS ENERGY INC,0,-3288106,0,-63.82M,CLOSE,0%
Total,,,,,267.72M,-65.74M,-22.1%,100%
