CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
82509L107,SHOP,Shopify Inc,25000,25000,1.95M,1.95M,NEW,1.4%
88160R101,TSLA,Tesla Inc,6000,6000,1.49M,1.49M,NEW,1.1%
00217D100,ASTS,AST Spacemobile Inc,755100,188800,4.55M,1.14M,+33.3%,3.3%
00827B106,AFRM,Affirm Holdings Inc,84400,13900,4.15M,683.05K,+19.7%,3%
773122106,RKLB,Rocket Lab Corporation,294500,84900,1.63M,469.5K,+40.5%,1.2%
771049103,RBLX,Roblox Corp,100000,5700,4.57M,260.6K,+6%,3.3%
83406F102,SOFI,SoFi Technologies Inc,350000,25200,3.48M,250.74K,+7.8%,2.5%
81730H109,S,Sentinelone Inc,130000,6500,3.57M,178.36K,+5.3%,2.6%
67066G104,NVDA,NVIDIA Corporation,48200,0,23.87M,0,NO CHANGE,17.2%
037833100,AAPL,Apple Inc,63450,0,12.22M,0,NO CHANGE,8.8%
594918104,MSFT,Microsoft Corp,27400,0,10.3M,0,NO CHANGE,7.4%
023135106,AMZN,Amazon Com Inc,53900,0,8.19M,0,NO CHANGE,5.9%
573874104,MRVL,Marvell Technology Inc,130100,0,7.85M,0,NO CHANGE,5.6%
72352L106,PINS,Pinterest Inc,206700,0,7.66M,0,NO CHANGE,5.5%
L8681T102,SPOT,Spotify Technology SA,40100,0,7.54M,0,NO CHANGE,5.4%
22788C105,CRWD,CrowdStrike Holdings Inc,29300,0,7.48M,0,NO CHANGE,5.4%
79466L302,CRM,Salesforce Inc,20800,0,5.47M,0,NO CHANGE,3.9%
833445109,SNOW,Snowflake Inc,25000,0,4.97M,0,NO CHANGE,3.6%
26142V105,DKNG,DraftKings Inc,85300,0,3.01M,0,NO CHANGE,2.2%
92766K106,SPCE.MX,VIRGIN GALACTIC HOLDINGS INC,836600,0,2.05M,0,NO CHANGE,1.5%
08862E109,BYND,Beyond Meat Inc,64300,0,572.27K,0,NO CHANGE,0.41%
87918A105,TDOC,Teladoc Health Inc,23500,0,506.43K,0,NO CHANGE,0.36%
60879E200,MNTS,Momentus Inc,2498,0,4.32K,0,NO CHANGE,<.01%
007903107,AMD,Advanced Micro Devices Inc,81800,-5400,12.06M,-796.01K,-6.2%,8.7%
Total,,,,,139.13M,5.62M,+5.3%,100%
