CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
12008R107,BLDR,BUILDERS FIRSTSOURCE INC,73000,73000,12.19M,12.19M,NEW,13.2%
690742101,OC,OWENS CORNING NEW,73000,73000,10.82M,10.82M,NEW,11.7%
07556Q881,BZH,BEAZER HOMES USA INC,300000,300000,10.14M,10.14M,NEW,11%
L02235106,AMBP,ARDAGH METAL PACKAGING S A,2235000,2235000,8.58M,8.58M,NEW,9.3%
073685109,BECN,BEACON ROOFING SUPPLY INC,96000,96000,8.35M,8.35M,NEW,9.1%
761624105,REX,REX AMERICAN RES CORP,168000,168000,7.95M,7.95M,NEW,8.6%
095306106,BLBD,BLUE BIRD CORP,270000,270000,7.28M,7.28M,NEW,7.9%
69036R863,SFGRX,OVERSEAS SHIPHOLDING GROUP I,560000,560000,2.95M,2.95M,NEW,3.2%
57638P104,MBC,MASTERBRAND INC,963000,28000,14.3M,415.8K,+3%,15.5%
F21107101,CSTM,CONSTELLIUM SE,482000,0,9.62M,0,NO CHANGE,10.4%
444144109,HDSN,HUDSON TECHNOLOGIES INC,0,-140000,0,-1.86M,CLOSE,0%
575385109,,MASONITE INTL CORP,0,-26000,0,-2.42M,CLOSE,0%
Total,,,,,92.18M,64.39M,+263.7%,100%
