CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
M87915274,TSEM,TOWER SEMICONDUCTOR LTD,447034,447034,13.64M,13.64M,NEW,3.2%
040413106,,ARISTA NETWORKS INC,53188,53188,12.53M,12.53M,NEW,2.9%
413160102,HLIT,HARMONIC INC,727617,727617,9.49M,9.49M,NEW,2.2%
G8060N102,ST,SENSATA TECHNOLOGIES HLDG PL,208747,208747,7.84M,7.84M,NEW,1.8%
01749D105,ALGM,ALLEGRO MICROSYSTEMS INC,408127,174459,12.35M,5.28M,+74.7%,2.9%
171779309,CIEN,CIENA CORP,405246,115603,18.24M,5.2M,+39.9%,4.2%
482480100,KLAC,KLA CORP,36096,7099,20.98M,4.13M,+24.5%,4.9%
861012102,STM,STMICROELECTRONICS N V,511565,79658,25.64M,3.99M,+18.4%,5.9%
74624M102,P,PURE STORAGE INC,304166,108807,10.85M,3.88M,+55.7%,2.5%
874039100,TSM,TAIWAN SEMICONDUCTOR MFG LTD,232424,26553,24.17M,2.76M,+12.9%,5.6%
609839105,MPWR,MONOLITHIC PWR SYS INC,34693,4342,21.88M,2.74M,+14.3%,5.1%
55405Y100,MTSI,MACOM TECH SOLUTIONS HLDGS I,283835,-2377,26.38M,-220.94K,-0.8%,6.1%
16119P108,CHTR,CHARTER COMMUNICATIONS INC N,8445,-2918,3.28M,-1.13M,-25.7%,0.76%
13100M509,CALX,CALIX INC,277536,-34412,12.13M,-1.5M,-11%,2.8%
682189105,ON,ON SEMICONDUCTOR CORP,309938,-27356,25.89M,-2.29M,-8.1%,6%
86800U104,SUPER,SUPER MICRO COMPUTER INC,68889,-10784,19.58M,-3.07M,-13.5%,4.5%
038222105,AMAT,APPLIED MATLS INC,179472,-22129,29.09M,-3.59M,-11%,6.7%
037833100,AAPL,APPLE INC,0,-24072,0,-4.12M,CLOSE,0%
871607107,SNPS,SYNOPSYS INC,39904,-8407,20.55M,-4.33M,-17.4%,4.8%
G3323L100,FN,FABRINET,127011,-31423,24.17M,-5.98M,-19.8%,5.6%
595017104,MCHP,MICROCHIP TECHNOLOGY INC.,79443,-76144,7.16M,-6.87M,-48.9%,1.7%
67066G104,NVDA,NVIDIA CORPORATION,60871,-14117,30.14M,-6.99M,-18.8%,7%
007903107,AMD,ADVANCED MICRO DEVICES INC,209006,-77837,30.81M,-11.47M,-27.1%,7.1%
11135F101,AVGO,BROADCOM INC,22998,-13613,25.67M,-15.2M,-37.2%,5.9%
Total,,,,,432.48M,4.73M,+1.3%,100%
