CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
24703L202,DELL,DELL TECHNOLOGIES INC,675000,675000,51.64M,51.64M,NEW,27.6%
67066G104,NVDA,NVIDIA CORPORATION,60500,60500,29.96M,29.96M,NEW,16%
654106103,NKE,NIKE INC,130000,130000,14.11M,14.11M,NEW,7.5%
861012102,STM,STMICROELECTRONICS N V,280000,280000,14.04M,14.04M,NEW,7.5%
11135F101,AVGO,BROADCOM INC,12000,12000,13.39M,13.39M,NEW,7.2%
Y8162K204,SBLK,STAR BULK CARRIERS CORP.,600000,600000,12.76M,12.76M,NEW,6.8%
682189105,ON,ON SEMICONDUCTOR CORP,150000,150000,12.53M,12.53M,NEW,6.7%
573874104,MRVL,MARVELL TECHNOLOGY INC,180000,180000,10.86M,10.86M,NEW,5.8%
N6596X109,NXPI,NXP SEMICONDUCTORS N V,45000,45000,10.34M,10.34M,NEW,5.5%
88160R101,TSLA,TESLA INC,30000,30000,7.45M,7.45M,NEW,4%
29355A107,ENPH,ENPHASE ENERGY INC,37000,37000,4.89M,4.89M,NEW,2.6%
86800U104,SUPER,SUPER MICRO COMPUTER INC,10000,10000,2.84M,2.84M,NEW,1.5%
722304102,PDD,PDD HOLDINGS INC,16150,16150,2.36M,2.36M,NEW,1.3%
Total,,,,,187.17M,187.17M,+100%,100%
