CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
G3730V105,FTAI,FTAI AVIATION LTD,628158,628158,29.15M,29.15M,NEW,25.8%
44952J104,CRGY,CRESCENT ENERGY COMPANY,1328835,1328835,17.55M,17.55M,NEW,15.5%
35953C106,FIP,FTAI INFRASTRUCTURE INC,1568707,1568707,6.1M,6.1M,NEW,5.4%
127097103,CTRA,COTERRA ENERGY INC,154748,154748,3.95M,3.95M,NEW,3.5%
097023105,BA,BOEING CO,10107,10107,2.63M,2.63M,NEW,2.3%
01609W102,BABA,ALIBABA GROUP HLDG LTD,23483,23483,1.82M,1.82M,NEW,1.6%
00971T101,AKAM,AKAMAI TECHNOLOGIES INC,15007,15007,1.78M,1.78M,NEW,1.6%
35671D857,FCX,FREEPORT-MCMORAN INC,37300,37300,1.59M,1.59M,NEW,1.4%
29273V100,ET,ENERGY TRANSFER L P,114552,114552,1.58M,1.58M,NEW,1.4%
254687106,DIS,DISNEY WALT CO,16482,16482,1.49M,1.49M,NEW,1.3%
037833100,AAPL,APPLE INC,7618,7618,1.47M,1.47M,NEW,1.3%
798241105,SJT,SAN JUAN BASIN RTY TR,285788,285788,1.45M,1.45M,NEW,1.3%
58933Y105,MRK,MERCK & CO INC,13120,13120,1.43M,1.43M,NEW,1.3%
00206R102,T,AT&T INC,82713,82713,1.39M,1.39M,NEW,1.2%
459200101,IBM,INTERNATIONAL BUSINESS MACHS,8160,8160,1.33M,1.33M,NEW,1.2%
71425H100,PVL,PERMIANVILLE RTY TR,910208,910208,1.31M,1.31M,NEW,1.2%
780259305,SHEL,SHELL PLC,19845,19845,1.31M,1.31M,NEW,1.2%
30231G102,XOM,EXXON MOBIL CORP,12636,12636,1.26M,1.26M,NEW,1.1%
55336V100,MPLX,MPLX LP,34123,34123,1.25M,1.25M,NEW,1.1%
30303M102,META,META PLATFORMS INC,3460,3460,1.22M,1.22M,NEW,1.1%
25179M103,DVN,DEVON ENERGY CORP NEW,26440,26440,1.2M,1.2M,NEW,1.1%
49456B101,KMI,KINDER MORGAN INC DEL,66250,66250,1.17M,1.17M,NEW,1%
594918104,MSFT,MICROSOFT CORP,3042,3042,1.14M,1.14M,NEW,1%
532457108,LLY,ELI LILLY & CO,1900,1900,1.11M,1.11M,NEW,0.98%
651229106,NWL,NEWELL BRANDS INC,123624,123624,1.07M,1.07M,NEW,0.95%
110122108,BMY,BRISTOL-MYERS SQUIBB CO,20684,20684,1.06M,1.06M,NEW,0.94%
112463104,BKD,BROOKDALE SR LIVING INC,181684,181684,1.06M,1.06M,NEW,0.94%
931427108,WBA,WALGREENS BOOTS ALLIANCE INC,38878,38878,1.02M,1.02M,NEW,0.9%
717081103,PFE,PFIZER INC,34310,34310,987.78K,987.78K,NEW,0.87%
500754106,KHC,KRAFT HEINZ CO,24350,24350,900.46K,900.46K,NEW,0.8%
580135101,MCD,MCDONALDS CORP,3032,3032,899.02K,899.02K,NEW,0.8%
023135106,AMZN,AMAZON COM INC,5400,5400,820.48K,820.48K,NEW,0.73%
87612G101,TRGP,TARGA RES CORP,8600,8600,747.08K,747.08K,NEW,0.66%
478160104,JNJ,JOHNSON & JOHNSON,4656,4656,729.78K,729.78K,NEW,0.65%
49435R102,KRP,KIMBELL RTY PARTNERS LP,43972,43972,661.78K,661.78K,NEW,0.59%
166764100,CVX,CHEVRON CORP NEW,4253,4253,634.38K,634.38K,NEW,0.56%
49177J102,KVUE,KENVUE INC,29458,29458,634.23K,634.23K,NEW,0.56%
70450Y103,PYPL,PAYPAL HLDGS INC,10011,10011,614.78K,614.78K,NEW,0.54%
92556H305,,PARAMOUNT GLOBAL,28700,28700,536.69K,536.69K,NEW,0.47%
458140100,INTC,INTEL CORP,10330,10330,519.08K,519.08K,NEW,0.46%
742718109,PG,PROCTER AND GAMBLE CO,3497,3497,512.45K,512.45K,NEW,0.45%
644393100,NFE,NEW FORTRESS ENERGY INC,12835,12835,484.26K,484.26K,NEW,0.43%
92343V104,VZ,VERIZON COMMUNICATIONS INC,11872,11872,447.57K,447.57K,NEW,0.4%
060505104,BAC,BANK AMERICA CORP,12172,12172,409.83K,409.83K,NEW,0.36%
723787107,,PIONEER NAT RES CO,1820,1820,409.28K,409.28K,NEW,0.36%
713448108,PEP,PEPSICO INC,2383,2383,404.73K,404.73K,NEW,0.36%
437076102,HD,HOME DEPOT INC,1100,1100,381.2K,381.2K,NEW,0.34%
053015103,ADP,AUTOMATIC DATA PROCESSING IN,1600,1600,372.75K,372.75K,NEW,0.33%
00162Q452,AMLP,ALPS ETF TR,8528,8528,362.61K,362.61K,NEW,0.32%
02079K305,GOOGL,ALPHABET INC,2580,2580,360.4K,360.4K,NEW,0.32%
125523100,CI,THE CIGNA GROUP,1200,1200,359.34K,359.34K,NEW,0.32%
679295105,OKTA,OKTA INC,3865,3865,349.9K,349.9K,NEW,0.31%
36472T109,TDAY,GANNETT CO INC,148706,148706,342.02K,342.02K,NEW,0.3%
001055102,AFL,AFLAC INC,4000,4000,330K,330K,NEW,0.29%
42806J700,HTZ,HERTZ GLOBAL HLDGS INC,28820,28820,299.44K,299.44K,NEW,0.26%
844741108,LUV,SOUTHWEST AIRLS CO,10190,10190,294.29K,294.29K,NEW,0.26%
256163106,DOCU,DOCUSIGN INC,4600,4600,273.47K,273.47K,NEW,0.24%
02079K107,GOOG,ALPHABET INC,1900,1900,267.77K,267.77K,NEW,0.24%
007903107,AMD,ADVANCED MICRO DEVICES INC,1810,1810,266.81K,266.81K,NEW,0.24%
172967424,C,CITIGROUP INC,4960,4960,255.14K,255.14K,NEW,0.23%
703481101,PTEN,PATTERSON-UTI ENERGY INC,22703,22703,245.19K,245.19K,NEW,0.22%
65339F101,NEE,NEXTERA ENERGY INC,4000,4000,242.96K,242.96K,NEW,0.21%
206787103,CNDT,CONDUENT INC,64000,64000,233.6K,233.6K,NEW,0.21%
00287Y109,ABBV,ABBVIE INC,1450,1450,224.71K,224.71K,NEW,0.2%
149123101,CAT,CATERPILLAR INC,750,750,221.75K,221.75K,NEW,0.2%
74460D109,PSA,PUBLIC STORAGE,700,700,213.5K,213.5K,NEW,0.19%
726503105,PAA,PLAINS ALL AMERN PIPELINE L,13233,13233,200.48K,200.48K,NEW,0.18%
244199105,DE,DEERE & CO,500,500,199.94K,199.94K,NEW,0.18%
907818108,UNP,UNION PAC CORP,800,800,196.5K,196.5K,NEW,0.17%
855244109,SBUX,STARBUCKS CORP,2000,2000,192.02K,192.02K,NEW,0.17%
78467Y107,MDY,SPDR S&P MIDCAP 400 ETF TR,375,375,190.27K,190.27K,NEW,0.17%
624756102,MLI,MUELLER INDS INC,4000,4000,188.6K,188.6K,NEW,0.17%
438516106,HON,HONEYWELL INTL INC,886,886,185.8K,185.8K,NEW,0.16%
