CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
20717M103,CFLT,CONFLUENT INC,160000,160000,3.74M,3.74M,NEW,5%
418100103,HCP,HASHICORP INC,172500,143000,4.08M,3.38M,+484.7%,5.4%
852234103,XYZ,BLOCK INC,78700,38450,6.09M,2.97M,+95.5%,8.1%
22266T109,CPNG,COUPANG INC,378250,164250,6.12M,2.66M,+76.8%,8.1%
94419L101,W,WAYFAIR INC,52000,42000,3.21M,2.59M,+420%,4.2%
G6683N103,NU,NU HLDGS LTD,1222500,277500,10.18M,2.31M,+29.4%,13.5%
48553T106,BZ,KANZHUN LIMITED,330900,103100,5.5M,1.71M,+45.3%,7.3%
02079K305,GOOGL,ALPHABET INC,34100,12100,4.76M,1.69M,+55%,6.3%
30303M102,META,META PLATFORMS INC,14850,2500,5.26M,884.9K,+20.2%,7%
67066G104,NVDA,NVIDIA CORPORATION,1650,350,817.11K,173.33K,+26.9%,1.1%
35969L108,YMM,FULL TRUCK ALLIANCE CO LTD,520300,0,3.65M,0,NO CHANGE,4.8%
565394103,CART,MAPLEBEAR INC,15000,0,352.05K,0,NO CHANGE,0.47%
G4124C109,GRAB,GRAB HOLDINGS LIMITED,100000,0,337K,0,NO CHANGE,0.45%
23804L103,DDOG,DATADOG INC,0,-8250,0,-751.49K,CLOSE,0%
22788C105,CRWD,CROWDSTRIKE HLDGS INC,0,-4650,0,-778.32K,CLOSE,0%
G29018101,DLO,DLOCAL LTD,0,-54671,0,-1.05M,CLOSE,0%
58733R102,MELI,MERCADOLIBRE INC,0,-1370,0,-1.74M,CLOSE,0%
722304102,PDD,PDD HOLDINGS INC,0,-25500,0,-2.5M,CLOSE,0%
25809K105,DASH,DOORDASH INC,42300,-69300,4.18M,-6.85M,-62.1%,5.5%
023135106,AMZN,AMAZON COM INC,61400,-52650,9.33M,-8M,-46.2%,12.3%
90353T100,UBER,UBER TECHNOLOGIES INC,130000,-168000,8M,-10.34M,-56.4%,10.6%
Total,,,,,75.61M,-9.89M,-13.6%,100%
