CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
64110W102,NTES,NETEASE INC,996686,789499,92.85M,73.55M,+381.1%,11.7%
874039100,TSM,TAIWAN SEMICONDUCTOR MFG LTD,627900,627900,65.3M,65.3M,NEW,8.2%
747525103,QCOM,QUALCOMM INC,429014,429014,62.05M,62.05M,NEW,7.8%
833445109,SNOW,SNOWFLAKE INC,156200,156200,31.08M,31.08M,NEW,3.9%
595112103,MU,MICRON TECHNOLOGY INC,346589,346589,29.58M,29.58M,NEW,3.7%
88160R101,TSLA,TESLA INC,114000,114000,28.33M,28.33M,NEW,3.6%
040413106,,ARISTA NETWORKS INC,114000,114000,26.85M,26.85M,NEW,3.4%
26142V105,DKNG,DRAFTKINGS INC NEW,754800,754800,26.61M,26.61M,NEW,3.3%
92537N108,VRT,VERTIV HOLDINGS CO,509800,509800,24.49M,24.49M,NEW,3.1%
N07059210,ASML,ASML HOLDING N V,30700,30700,23.24M,23.24M,NEW,2.9%
874080104,TAL,TAL EDUCATION GROUP,3501979,1824094,44.23M,23.04M,+108.7%,5.6%
88034P109,TME,TENCENT MUSIC ENTMT GROUP,1035500,1035500,9.33M,9.33M,NEW,1.2%
G8068L108,SN,SHARKNINJA INC,64009,64009,3.28M,3.28M,NEW,0.41%
042068205,ARM,ARM HOLDINGS PLC,40000,40000,3.01M,3.01M,NEW,0.38%
90353T100,UBER,UBER TECHNOLOGIES INC,6500,6500,400.2K,400.2K,NEW,0.05%
L8681T102,SPOT,SPOTIFY TECHNOLOGY S A,2100,2100,394.61K,394.61K,NEW,0.05%
771049103,RBLX,ROBLOX CORP,8500,8500,388.62K,388.62K,NEW,0.05%
81141RAG5,SE,SEA LTD,9258000,0,7.6M,0,NO CHANGE,0.96%
090040AF3,BILI,BILIBILI INC,3246000,0,3M,0,NO CHANGE,0.38%
04965M106,ATAT,ATOUR LIFESTYLE HLDGS LTD,0,-34641,0,-652.98K,CLOSE,0%
25460G195,YINN,DIREXION SHS ETF TR,0,-50000,0,-1.45M,CLOSE,0%
98980A105,ZTO,ZTO EXPRESS CAYMAN INC,0,-96000,0,-2.32M,CLOSE,0%
01609W102,BABA,ALIBABA GROUP HLDG LTD,862429,-42013,66.85M,-3.26M,-4.6%,8.4%
66981J102,MNSO,MINISO GROUP HLDG LTD,0,-186451,0,-4.83M,CLOSE,0%
647581206,EDU,NEW ORIENTAL ED & TECHNOLOGY,1762644,-136484,129.17M,-10M,-7.2%,16.2%
02079K107,GOOG,ALPHABET INC,0,-230928,0,-30.45M,CLOSE,0%
89677Q107,TCOM,TRIP COM GROUP LTD,308222,-889568,11.1M,-32.03M,-74.3%,1.4%
30303M102,META,META PLATFORMS INC,124740,-117960,44.15M,-41.75M,-48.6%,5.5%
500767306,KWEB,KRANESHARES TR,0,-1571863,0,-43.02M,CLOSE,0%
67066G104,NVDA,NVIDIA CORPORATION,0,-119867,0,-52.14M,CLOSE,0%
023135106,AMZN,AMAZON COM INC,0,-417172,0,-53.03M,CLOSE,0%
50202M102,LI,LI AUTO INC,592000,-2019295,22.16M,-75.58M,-77.3%,2.8%
594918104,MSFT,MICROSOFT CORP,0,-335251,0,-105.86M,CLOSE,0%
722304102,PDD,PDD HOLDINGS INC,275130,-1384248,40.25M,-202.53M,-83.4%,5.1%
Total,,,,,795.68M,-228M,-25.3%,100%
