CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
888787108,TOST,TOAST INC,8841611,816075,161.45M,14.9M,+10.2%,18.8%
146869102,CVNA,CARVANA CO,6040032,0,319.76M,0,NO CHANGE,37.2%
22266T109,CPNG,COUPANG INC,8937768,0,144.7M,0,NO CHANGE,16.8%
023135106,AMZN,AMAZON COM INC,275000,0,41.78M,0,NO CHANGE,4.9%
650111107,NYT,NEW YORK TIMES CO,710000,0,34.78M,0,NO CHANGE,4%
833445109,SNOW,SNOWFLAKE INC,170000,0,33.83M,0,NO CHANGE,3.9%
81141R100,SE,SEA LTD,756942,0,30.66M,0,NO CHANGE,3.6%
98954M200,Z,ZILLOW GROUP INC,29511,0,1.71M,0,NO CHANGE,0.2%
98954M101,ZG,ZILLOW GROUP INC,27901,0,1.58M,0,NO CHANGE,0.18%
83542D300,SONDQ,SONDER HOLDINGS INC,50105,0,169.86K,0,NO CHANGE,0.02%
565394103,CART,MAPLEBEAR INC,758766,-50000,17.81M,-1.17M,-6.2%,2.1%
74275K108,PCOR,PROCORE TECHNOLOGIES INC,183450,-66550,12.7M,-4.61M,-26.6%,1.5%
83200N103,SMAR,SMARTSHEET INC,0,-148304,0,-6M,CLOSE,0%
49845K101,KVYO,KLAVIYO INC,0,-250000,0,-8.62M,CLOSE,0%
91688F104,UPWK,UPWORK INC,1277934,-632224,19M,-9.4M,-33.1%,2.2%
25809K105,DASH,DOORDASH INC,403253,-220139,39.88M,-21.77M,-35.3%,4.6%
Total,,,,,859.81M,-36.67M,-4.5%,100%
