CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
11135F101,AVGO,BROADCOM INC,4350,4350,3.61M,3.61M,NEW,2.8%
67066G104,NVDA,NVIDIA CORPORATION,77617,807,33.76M,351.04K,+1.1%,26.4%
30303M102,META,META PLATFORMS INC,4111,900,1.23M,270.19K,+28%,0.97%
25459W458,SOXL,DIREXION SHS ETF TR,188290,9500,3.55M,179.26K,+5.3%,2.8%
90353T100,UBER,UBER TECHNOLOGIES INC,49725,1250,2.29M,57.49K,+2.6%,1.8%
74347R206,QLD,PROSHARES TR,123536,800,7.33M,47.48K,+0.7%,5.7%
25459W847,TNA,DIREXION SHS ETF TR,56645,1250,1.63M,35.92K,+2.3%,1.3%
46090E103,QQQ,INVESCO QQQ TR,3665,85,1.31M,30.45K,+2.4%,1%
697435105,PANW,PALO ALTO NETWORKS INC,15168,100,3.56M,23.44K,+0.7%,2.8%
907818108,UNP,UNION PAC CORP,5825,0,1.19M,0,NO CHANGE,0.93%
464287556,IBB,ISHARES TR,8555,0,1.05M,0,NO CHANGE,0.82%
02079K107,GOOG,ALPHABET INC,7160,0,944.05K,0,NO CHANGE,0.74%
09260D107,BX,BLACKSTONE INC,7150,0,766.05K,0,NO CHANGE,0.6%
31428X106,FDX,FEDEX CORP,2640,0,699.39K,0,NO CHANGE,0.55%
007903107,AMD,ADVANCED MICRO DEVICES INC,4279,0,439.97K,0,NO CHANGE,0.34%
478160104,JNJ,JOHNSON & JOHNSON,2597,0,404.48K,0,NO CHANGE,0.32%
81762P102,NOW,SERVICENOW INC,625,0,349.35K,0,NO CHANGE,0.27%
25434V401,DFUS,DIMENSIONAL ETF TRUST,7420,0,345.4K,0,NO CHANGE,0.27%
37045V100,GM,GENERAL MTRS CO,10040,0,331.02K,0,NO CHANGE,0.26%
09062X103,BIIB,BIOGEN INC,1175,0,301.99K,0,NO CHANGE,0.24%
64110L106,NFLX,NETFLIX INC,578,0,218.25K,0,NO CHANGE,0.17%
29273V100,ET,ENERGY TRANSFER L P,13000,0,182.39K,0,NO CHANGE,0.14%
59134N104,,META MATERIALS INC,0,-100,0,-22,CLOSE,0%
464287721,IYW,ISHARES TR,12895,-10,1.35M,-1.05K,-0.1%,1.1%
747525103,QCOM,QUALCOMM INC,4083,-150,453.46K,-16.66K,-3.5%,0.35%
852234103,XYZ,BLOCK INC,8470,-530,374.88K,-23.46K,-5.9%,0.29%
654106103,NKE,NIKE INC,10952,-300,1.05M,-28.69K,-2.7%,0.82%
70450Y103,PYPL,PAYPAL HLDGS INC,3720,-500,217.47K,-29.23K,-11.8%,0.17%
78462F103,SPY,SPDR S&P 500 ETF TR,2656,-75,1.14M,-32.06K,-2.7%,0.89%
25459W862,SPXL,DIREXION SHS ETF TR,30700,-500,2.4M,-39.1K,-1.6%,1.9%
N6596X109,NXPI,NXP SEMICONDUCTORS N V,8005,-500,1.6M,-99.96K,-5.9%,1.3%
01609W102,BABA,ALIBABA GROUP HLDG LTD,7130,-1450,618.46K,-125.77K,-16.9%,0.48%
254687106,DIS,DISNEY WALT CO,5890,-1600,477.38K,-129.68K,-21.4%,0.37%
83304A106,SNAP,SNAP INC,0,-11960,0,-141.61K,CLOSE,0%
247361702,DAL,DELTA AIR LINES INC DEL,0,-4750,0,-225.81K,CLOSE,0%
60770K107,MRNA,MODERNA INC,0,-1900,0,-230.85K,CLOSE,0%
023135106,AMZN,AMAZON COM INC,31025,-1846,3.94M,-234.66K,-5.6%,3.1%
717081103,PFE,PFIZER INC,0,-7746,0,-284.12K,CLOSE,0%
92189F676,SMH,VANECK ETF TRUST,16340,-2110,2.37M,-305.91K,-11.4%,1.9%
594918104,MSFT,MICROSOFT CORP,24476,-1010,7.73M,-318.91K,-4%,6%
38141G104,GS,GOLDMAN SACHS GROUP INC,0,-1095,0,-353.18K,CLOSE,0%
46625H100,JPM,JPMORGAN CHASE & CO,3812,-3750,552.82K,-543.82K,-49.6%,0.43%
02079K305,GOOGL,ALPHABET INC,90765,-5075,11.88M,-664.11K,-5.3%,9.3%
037833100,AAPL,APPLE INC,152504,-8081,26.11M,-1.38M,-5%,20.4%
Total,,,,,127.75M,-603.92K,-0.5%,100%
