CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
25470MAF6,DISHB,DISH NETWORK CORPORATION,47815000,40815000,32.01M,27.32M,+583.1%,6%
N00985106,AER,AERCAP HOLDINGS NV,2142023,0,134.24M,0,NO CHANGE,25.2%
02156K103,OPTU,ALTICE USA INC,16024591,0,52.4M,0,NO CHANGE,9.8%
54150E104,LOMA,LOMA NEGRA C I A S A MTN 14,5873428,0,35.42M,0,NO CHANGE,6.7%
294600101,,EQUITRANS MIDSTREAM CORP,3130760,0,29.34M,0,NO CHANGE,5.5%
02005N100,ALLY,ALLY FINL INC,1077568,0,28.75M,0,NO CHANGE,5.4%
172967424,C,CITIGROUP INC,430500,0,17.71M,0,NO CHANGE,3.3%
879273209,TEO,TELECOM ARGENTINA SA,3585329,0,17.17M,0,NO CHANGE,3.2%
86389T106,MSC,STUDIO CITY INTL HLDGS LTD,3268870,0,16.44M,0,NO CHANGE,3.1%
588056101,MERC,MERCER INTL INC,1901159,0,16.31M,0,NO CHANGE,3.1%
G0084W101,ADNT,ADIENT PLC,424280,0,15.57M,0,NO CHANGE,2.9%
848574109,SPR,SPIRIT AEROSYSTEMS HLDGS INC,864079,0,13.95M,0,NO CHANGE,2.6%
02913V103,APEI,AMERICAN PUB ED INC,1411882,0,7.03M,0,NO CHANGE,1.3%
124830878,CBL,CBL & ASSOC PPTYS INC,115946,0,2.43M,0,NO CHANGE,0.46%
165167735,EXE,CHESAPEAKE ENERGY CORP,18824,0,1.62M,0,NO CHANGE,0.3%
18453H106,CCO,CLEAR CHANNEL OUTDOOR HLDGS,321006,0,507.19K,0,NO CHANGE,0.1%
23131L107,,CURO GROUP HOLDINGS CORP,123172,0,129.33K,0,NO CHANGE,0.02%
92918V109,,VROOM INC,0,-300000,0,-432K,CLOSE,0%
62886HBD2,NCLH,NCL CORP LTD,0,-3025000,0,-2.73M,CLOSE,0%
G27907107,DOLE,DOLE PLC,1955748,-282054,22.65M,-3.27M,-12.6%,4.3%
78573NAE2,SABR,SABRE GLBL INC,0,-5000000,0,-3.89M,CLOSE,0%
25470MAB5,,DISH NETWORK CORPORATION,820000,-11280000,491.18K,-6.76M,-93.2%,0.09%
143658300,CCL,CARNIVAL CORP,1124260,-850000,15.42M,-11.66M,-43.1%,2.9%
552848103,MTG,MGIC INVT CORP WIS,0,-820705,0,-12.96M,CLOSE,0%
91680MAB3,UPST,UPSTART HLDGS INC,43956000,-24750000,28.79M,-16.21M,-36%,5.4%
928563402,,VMWARE INC,123315,-123316,20.53M,-20.53M,-50%,3.9%
92918VAB5,VRMMQ,VROOM INC,0,-58930000,0,-27.7M,CLOSE,0%
19260QAB3,COIN,COINBASE GLOBAL INC,31162000,-45950000,23.49M,-34.63M,-59.6%,4.4%
Total,,,,,532.4M,-113.44M,-16.6%,100%
