CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
088929104,BGC,BGC GROUP INC,1495625,1495625,7.9M,7.9M,NEW,3.6%
384313508,EAF.MX,GRAFTECH INTL LTD,1534671,712547,5.88M,2.73M,+86.7%,2.7%
55826T102,SPHR,SPHERE ENTERTAINMENT CO,161100,71098,5.99M,2.64M,+79%,2.7%
55261F104,MTB,M & T BK CORP,39561,17278,5M,2.18M,+77.5%,2.3%
G54050102,LAZ,LAZARD LTD,213689,67086,6.63M,2.08M,+45.8%,3%
934423104,WBD,WARNER BROS DISCOVERY INC,747976,190707,8.12M,2.07M,+34.2%,3.7%
084670702,BRK.B,BERKSHIRE HATHAWAY INC DEL,23741,946,8.32M,331.38K,+4.2%,3.8%
718172109,PM,PHILIP MORRIS INTL INC,2437,2437,225.62K,225.62K,NEW,0.1%
907818108,UNP,UNION PAC CORP,11692,1102,2.38M,224.4K,+10.4%,1.1%
166764100,CVX,CHEVRON CORP NEW,1244,1244,209.76K,209.76K,NEW,0.1%
91324P102,UNH,UNITEDHEALTH GROUP INC,400,400,201.68K,201.68K,NEW,0.09%
747525103,QCOM,QUALCOMM INC,134175,1771,14.9M,196.69K,+1.3%,6.8%
858586100,SCL,STEPAN CO,59022,2073,4.42M,155.41K,+3.6%,2%
031162100,AMGN,AMGEN INC,48474,571,13.03M,153.46K,+1.2%,5.9%
93627C101,HCC,WARRIOR MET COAL INC,260575,2799,13.31M,142.97K,+1.1%,6.1%
33833Q106,FPH,FIVE POINT HOLDINGS LLC,1524172,41172,4.53M,122.28K,+2.8%,2.1%
87265H109,TPH,TRI POINTE HOMES INC,228594,2821,6.25M,77.15K,+1.2%,2.8%
962166104,WY,WEYERHAEUSER CO MTN BE,304132,1297,9.32M,39.77K,+0.4%,4.2%
46625H100,JPM,JPMORGAN CHASE & CO,4731,238,686.09K,34.51K,+5.3%,0.31%
20030N101,CMCSA,COMCAST CORP NEW,6007,756,266.35K,33.52K,+14.4%,0.12%
540424108,L,LOEWS CORP,166109,463,10.52M,29.31K,+0.3%,4.8%
717081103,PFE,PFIZER INC,8918,813,295.81K,26.97K,+10%,0.13%
594918104,MSFT,MICROSOFT CORP,1180,65,372.58K,20.52K,+5.8%,0.17%
254687106,DIS,DISNEY WALT CO,2689,200,217.94K,16.21K,+8%,0.1%
742718109,PG,PROCTER AND GAMBLE CO,2708,73,394.99K,10.65K,+2.8%,0.18%
580135101,MCD,MCDONALDS CORP,1323,23,348.53K,6.06K,+1.8%,0.16%
539439109,LYG,LLOYDS BANKING GROUP PLC,30003,2394,63.91K,5.1K,+8.7%,0.03%
037833100,AAPL,APPLE INC,1974,1,337.9K,171.18,+0.1%,0.15%
704326107,PAYX,PAYCHEX INC,8807,0,1.02M,0,NO CHANGE,0.46%
58933Y105,MRK,MERCK & CO INC,3716,0,382.51K,0,NO CHANGE,0.17%
74834L100,DGX,QUEST DIAGNOSTICS INC,2500,0,304.65K,0,NO CHANGE,0.14%
773903109,ROK,ROCKWELL AUTOMATION INC,800,0,228.7K,0,NO CHANGE,0.1%
452308109,ITW,ILLINOIS TOOL WKS INC,940,0,216.49K,0,NO CHANGE,0.1%
89656D101,TPHS,TRINITY PL HLDGS INC,441509,-5317,161.15K,-1.94K,-1.2%,0.07%
30231G102,XOM,EXXON MOBIL CORP,17661,-58,2.08M,-6.82K,-0.3%,0.95%
49446R109,KIM,KIMCO RLTY CORP,364911,-663,6.42M,-11.66K,-0.2%,2.9%
03743Q108,APA,APA CORPORATION,33163,-298,1.36M,-12.25K,-0.9%,0.62%
219350105,GLW,CORNING INC,295571,-586,9.01M,-17.86K,-0.2%,4.1%
718546104,PSX,PHILLIPS 66,24180,-194,2.91M,-23.31K,-0.8%,1.3%
25787G100,DFIN,DONNELLEY FINL SOLUTIONS INC,218430,-457,12.29M,-25.72K,-0.2%,5.6%
G0457F107,ARCO,ARCOS DORADOS HOLDINGS INC,498340,-2719,4.71M,-25.72K,-0.5%,2.1%
875465106,SKT,TANGER FACTORY OUTLET CTRS I,393799,-3711,8.9M,-83.87K,-0.9%,4.1%
478160104,JNJ,JOHNSON & JOHNSON,4095,-610,637.8K,-95.01K,-13%,0.29%
427825500,,HERSHA HOSPITALITY TR,0,-323662,0,-1.97M,CLOSE,0%
05541T101,,BGC PARTNERS INC,0,-1059946,0,-4.7M,CLOSE,0%
67066G104,NVDA,NVIDIA CORPORATION,89661,-72429,39M,-31.51M,-44.7%,17.7%
Total,,,,,219.74M,-16.61M,-7.1%,100%
