CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
69608A108,PLTR,PALANTIR TECHNOLOGIES INC,5285700,4011100,84.57M,64.18M,+314.7%,14%
874039100,TSM,TAIWAN SEMICONDUCTOR MFG LTD,899800,736500,78.19M,64M,+451%,12.9%
66981J102,MNSO,MINISO GROUP HLDG LTD,3224200,1002600,83.51M,25.97M,+45.1%,13.8%
722304102,PDD,PDD HOLDINGS INC,339700,258900,33.31M,25.39M,+320.4%,5.5%
02079K305,GOOGL,ALPHABET INC,239450,8100,31.33M,1.06M,+3.5%,5.2%
91332U101,U,UNITY SOFTWARE INC,879400,22900,27.6M,718.83K,+2.7%,4.6%
05278C107,ATHM,AUTOHOME INC,487700,0,14.8M,0,NO CHANGE,2.5%
594918104,MSFT,MICROSOFT CORP,87750,-120200,27.71M,-37.95M,-57.8%,4.6%
67066G104,NVDA,NVIDIA CORPORATION,183800,-201300,79.95M,-87.56M,-52.3%,13.2%
647581206,EDU,NEW ORIENTAL ED & TECHNOLOGY,2440640,-1531200,142.9M,-89.65M,-38.6%,23.7%
Total,,,,,603.88M,-33.85M,-6.2%,100%
