CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
83406F102,SOFI,SoFi Technologies Inc,324800,115600,2.6M,923.64K,+55.3%,2.5%
00217D100,ASTS,AST Spacemobile Inc,566300,234000,2.15M,889.2K,+70.4%,2%
92766K106,SPCE.MX,VIRGIN GALACTIC HOLDINGS INC,836600,402000,1.51M,723.6K,+92.5%,1.4%
007903107,AMD,Advanced Micro Devices Inc,87200,5400,8.97M,555.23K,+6.6%,8.5%
81730H109,S,Sentinelone Inc,123500,19500,2.08M,328.77K,+18.8%,2%
773122106,RKLB,Rocket Lab Corporation,209600,64000,918.05K,280.32K,+44%,0.87%
771049103,RBLX,Roblox Corp,94300,8900,2.73M,257.74K,+10.4%,2.6%
67066G104,NVDA,NVIDIA Corporation,48200,0,20.97M,0,NO CHANGE,19.9%
037833100,AAPL,Apple Inc,63450,0,10.86M,0,NO CHANGE,10.3%
594918104,MSFT,Microsoft Corp,27400,0,8.65M,0,NO CHANGE,8.2%
573874104,MRVL,Marvell Technology Inc,130100,0,7.04M,0,NO CHANGE,6.7%
023135106,AMZN,Amazon Com Inc,53900,0,6.85M,0,NO CHANGE,6.5%
L8681T102,SPOT,Spotify Technology SA,40100,0,6.2M,0,NO CHANGE,5.9%
72352L106,PINS,Pinterest Inc,206700,0,5.59M,0,NO CHANGE,5.3%
22788C105,CRWD,CrowdStrike Holdings Inc,29300,0,4.9M,0,NO CHANGE,4.7%
79466L302,CRM,Salesforce Inc,20800,0,4.22M,0,NO CHANGE,4%
833445109,SNOW,Snowflake Inc,25000,0,3.82M,0,NO CHANGE,3.6%
26142V105,DKNG,DraftKings Inc,85300,0,2.51M,0,NO CHANGE,2.4%
00827B106,AFRM,Affirm Holdings Inc,70500,0,1.5M,0,NO CHANGE,1.4%
08862E109,BYND,Beyond Meat Inc,64300,0,618.57K,0,NO CHANGE,0.59%
87918A105,TDOC,Teladoc Health Inc,23500,0,436.87K,0,NO CHANGE,0.42%
60879E200,MNTS,Momentus Inc,2498,-17174,5K,-34.35K,-87.3%,<.01%
Total,,,,,105.13M,3.92M,+3.7%,100%
