CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
92837L109,VIST,VISTA ENERGY S.A.B. DE C.V.,5370330,1166933,163.2M,35.46M,+27.8%,19.9%
984245100,YPF,YPF SOCIEDAD ANONIMA,11823432,1845105,144.84M,22.6M,+18.5%,17.7%
697660207,PAM,PAMPA ENERGIA S A,471566,145702,17.62M,5.44M,+44.7%,2.2%
284902509,EGO,ELDORADO GOLD CORP NEW,29438478,501488,262.3M,4.47M,+1.7%,32%
29278D105,ENIC,ENEL CHILE S.A.,1759444,798327,5.21M,2.36M,+83.1%,0.64%
29244A102,EDN,EMPRESA DIST Y COMERCIAL NOR,271739,155145,3.26M,1.86M,+133.1%,0.4%
P5626F128,IFS,INTERCORP FINL SVCS INC,101888,55550,2.29M,1.25M,+119.9%,0.28%
G17977110,BUR,BURFORD CAP LTD,1581929,86888,22.15M,1.22M,+5.8%,2.7%
450047204,,IRSA INVERSIONES Y REP S A,1206313,65312,7.07M,382.73K,+5.7%,0.86%
91822M502,VEON,VEON LTD,1031067,0,20.11M,0,NO CHANGE,2.5%
226406106,CRESY,CRESUD S A C I F Y A,496211,0,3.32M,0,NO CHANGE,0.41%
L00849106,AGRO,ADECOAGRO S A,1149675,-720032,13.44M,-8.42M,-38.5%,1.6%
L1995B107,CAAP,CORPORACION AMER ARPTS S A,7948368,-784111,106.03M,-10.46M,-9%,12.9%
152006102,CGAU,CENTERRA GOLD INC,8424169,-2435236,41.28M,-11.93M,-22.4%,5%
G7997W102,SDRL,SEADRILL 2021 LTD,160814,-340516,7.2M,-15.25M,-67.9%,0.88%
Total,,,,,819.31M,28.99M,+3.5%,100%
