CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
78463V107,GLD,SPDR GOLD TR,22684,22684,3.89M,3.89M,NEW,3.4%
25434V104,DFAU,DIMENSIONAL ETF TRUST,106657,93737,3.19M,2.81M,+725.5%,2.8%
922908363,VOO,VANGUARD INDEX FDS,6488,6488,2.55M,2.55M,NEW,2.2%
25434V799,DFIC,DIMENSIONAL ETF TRUST,160718,95667,3.75M,2.23M,+147.1%,3.3%
808524102,SCHB,SCHWAB STRATEGIC TR,46110,39012,2.3M,1.94M,+549.6%,2%
922908769,VTI,VANGUARD INDEX FDS,7027,7027,1.49M,1.49M,NEW,1.3%
037833100,AAPL,APPLE INC,7217,6169,1.24M,1.06M,+588.6%,1.1%
25434V609,DFAT,DIMENSIONAL ETF TRUST,187470,22176,8.57M,1.01M,+13.4%,7.5%
25434V708,DFAC,DIMENSIONAL ETF TRUST,575253,37718,15.07M,988.21K,+7%,13.2%
594918104,MSFT,MICROSOFT CORP,2581,2581,814.95K,814.95K,NEW,0.72%
023135106,AMZN,AMAZON COM INC,5714,5714,726.36K,726.36K,NEW,0.64%
922908744,VTV,VANGUARD INDEX FDS,6774,4774,934.34K,658.48K,+238.7%,0.82%
025072323,AVSC,AMERICAN CENTY ETF TR,19817,14607,877.28K,646.64K,+280.4%,0.77%
025072802,AVDV,AMERICAN CENTY ETF TR,25977,11110,1.5M,642.71K,+74.7%,1.3%
922908736,VUG,VANGUARD INDEX FDS,2333,2333,635.3K,635.3K,NEW,0.56%
025072877,AVUV,AMERICAN CENTY ETF TR,44149,6904,3.44M,538.17K,+18.5%,3%
02079K305,GOOGL,ALPHABET INC,3326,3326,435.24K,435.24K,NEW,0.38%
921937835,BND,VANGUARD BD INDEX FDS,5990,5990,418.01K,418.01K,NEW,0.37%
46432F842,IEFA,ISHARES TR,4559,4559,293.37K,293.37K,NEW,0.26%
025072604,AVEM,AMERICAN CENTY ETF TR,12235,5407,645.86K,285.43K,+79.2%,0.57%
025072885,AVUS,AMERICAN CENTY ETF TR,40812,3321,2.99M,243.3K,+8.9%,2.6%
02079K107,GOOG,ALPHABET INC,1778,1778,234.43K,234.43K,NEW,0.21%
30231G102,XOM,EXXON MOBIL CORP,1969,1969,231.52K,231.52K,NEW,0.2%
67066G104,NVDA,NVIDIA CORPORATION,469,469,204.01K,204.01K,NEW,0.18%
067901108,B,BARRICK GOLD CORP,12530,12530,182.31K,182.31K,NEW,0.16%
30303M102,META,META PLATFORMS INC,4360,578,1.31M,173.52K,+15.3%,1.1%
88160R101,TSLA,TESLA INC,15404,659,3.85M,164.89K,+4.5%,3.4%
464286475,EEMS,ISHARES INC,40625,825,2.22M,45.05K,+2.1%,1.9%
025072372,AVES,AMERICAN CENTY ETF TR,5567,790,241.84K,34.32K,+16.5%,0.21%
025072703,AVDE,AMERICAN CENTY ETF TR,34291,442,1.91M,24.6K,+1.3%,1.7%
191216100,KO,COCA COLA CO,12743,85,713.33K,4.76K,+0.7%,0.63%
922908629,VO,VANGUARD INDEX FDS,5859,14,1.22M,2.92K,+0.2%,1.1%
25434V203,DFAI,DIMENSIONAL ETF TRUST,12918,2,337.28K,52.22,+0%,0.3%
68373J104,LPRO,OPEN LENDING CORP,107000,0,783.24K,0,NO CHANGE,0.69%
91332U101,U,UNITY SOFTWARE INC,21500,0,674.88K,0,NO CHANGE,0.59%
114082209,ERNA,ETERNA THERAPEUTICS INC,94375,0,205.74K,0,NO CHANGE,0.18%
770700102,HOOD,ROBINHOOD MKTS INC,129807,-717,1.27M,-7.03K,-0.5%,1.1%
577096100,MTTR,MATTERPORT INC,369639,-3774,802.12K,-8.19K,-1%,0.7%
464286533,EEMV,ISHARES INC,11115,-175,592.99K,-9.34K,-1.6%,0.52%
69608A108,PLTR,PALANTIR TECHNOLOGIES INC,1537735,-637,24.6M,-10.19K,-0%,21.6%
46434V647,REET,ISHARES TR,19000,-950,402.23K,-20.11K,-4.8%,0.35%
25434V658,DFGR,DIMENSIONAL ETF TRUST,18035,-2075,404.16K,-46.5K,-10.3%,0.35%
45409F827,MMIT,INDEXIQ ACTIVE ETF TR,90913,-2249,2.14M,-52.85K,-2.4%,1.9%
09077J206,,BIRD GLOBAL INC,0,-29501,0,-59.59K,CLOSE,0%
464288521,USRT,ISHARES TR,7515,-1791,354.56K,-84.5K,-19.2%,0.31%
025072349,AVLV,AMERICAN CENTY ETF TR,30970,-2006,1.63M,-105.68K,-6.1%,1.4%
92203C303,VUSB,VANGUARD BD INDEX FDS,36394,-2810,1.79M,-138.22K,-7.2%,1.6%
025072364,AVIV,AMERICAN CENTY ETF TR,27249,-2904,1.31M,-139.81K,-9.6%,1.2%
921946406,VYM,VANGUARD WHITEHALL FDS,20427,-3000,2.11M,-309.96K,-12.8%,1.9%
888787108,TOST,TOAST INC,0,-15346,0,-346.36K,CLOSE,0%
922042676,VNQI,VANGUARD INTL EQUITY INDEX F,64771,-9257,2.52M,-360.38K,-12.5%,2.2%
09352U108,BLND,BLEND LABS INC,156266,-273805,214.09K,-375.11K,-63.7%,0.19%
808524847,SCHH,SCHWAB STRATEGIC TR,147673,-25199,2.62M,-447.28K,-14.6%,2.3%
00827B106,AFRM,AFFIRM HLDGS INC,47382,-43936,1.01M,-934.52K,-48.1%,0.89%
G6683N103,NU,NU HLDGS LTD,0,-141534,0,-1.12M,CLOSE,0%
Total,,,,,113.86M,21.04M,+22.4%,100%
