CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
922042718,VSS,VANGUARD INTL EQUITY INDEX F,45702,45702,14.73M,14.73M,NEW,17.2%
464287200,IVV,ISHARES TR,52454,28686,22.53M,12.32M,+120.7%,26.3%
46090E103,QQQ,INVESCO QQQ TR,33740,20016,12.09M,7.17M,+145.8%,14.1%
29357K103,ENVA,ENOVA INTL INC,94118,57005,4.79M,2.9M,+153.6%,5.6%
464288869,IWC,ISHARES INC,138467,27701,13.86M,2.77M,+25%,16.2%
88160R101,TSLA,TESLA INC,4000,4000,1M,1M,NEW,1.2%
37950E101,NORW,GLOBAL X FDS,312180,0,7.29M,0,NO CHANGE,8.5%
46434G772,EWT,ISHARES INC,120000,0,5.35M,0,NO CHANGE,6.2%
105532105,BAK,BRASKEM S A,0,-27276,0,-317.76K,CLOSE,0%
292554102,ECPG,ENCORE CAPITAL GROUP INC,0,-11577,0,-562.87K,CLOSE,0%
46434G814,EWM,ISHARES INC,0,-53670,0,-1.07M,CLOSE,0%
46434G780,EWS,ISHARES INC,0,-60168,0,-1.11M,CLOSE,0%
464286749,EWL,ISHARES INC,0,-65949,0,-3.05M,CLOSE,0%
46429B614,SMIN,ISHARES INC,0,-55338,0,-3.22M,CLOSE,0%
98459U103,YALA,YALLA GROUP LTD,781122,-833414,4.09M,-4.37M,-51.6%,4.8%
422819102,HSII,HEIDRICK & STRUGGLES INTL IN,0,-176480,0,-4.67M,CLOSE,0%
464286400,EWZ,ISHARES INC,0,-180300,0,-5.85M,CLOSE,0%
Total,,,,,85.73M,16.68M,+24%,100%
