CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
70614W100,PTON,PELOTON INTERACTIVE INC,970125,970125,4.9M,4.9M,NEW,3.9%
76954A103,RIVN,RIVIAN AUTOMOTIVE INC,155000,155000,3.76M,3.76M,NEW,3%
85859N102,,STEM INC,260000,180000,1.1M,763.2K,+225%,0.87%
12769G100,CZR,CAESARS ENTERTAINMENT INC NE,10000,10000,463.5K,463.5K,NEW,0.36%
457642205,INOD,INNODATA INC,390000,40000,3.33M,341.2K,+11.4%,2.6%
65345N106,NN,NEXTNAV INC,2200000,65000,11.31M,334.1K,+3%,8.9%
69608A108,PLTR,PALANTIR TECHNOLOGIES INC,275000,10000,4.4M,160K,+3.8%,3.5%
48253L205,KLXE,KLX ENERGY SERVICS HOLDNGS I,520000,0,6.16M,0,NO CHANGE,4.8%
293594107,ENVX,ENOVIX CORPORATION,485000,0,6.09M,0,NO CHANGE,4.8%
25278X109,FANG,DIAMONDBACK ENERGY INC,25000,0,3.87M,0,NO CHANGE,3%
75281A109,RRC,RANGE RES CORP,70000,0,2.27M,0,NO CHANGE,1.8%
293594AD9,ENVX,ENOVIX CORPORATION,2000000,0,2.14M,0,NO CHANGE,1.7%
69318G106,PBF,PBF ENERGY INC,10000,0,535.3K,0,NO CHANGE,0.42%
185899101,CLF,CLEVELAND-CLIFFS INC NEW,535000,-10000,8.36M,-156.3K,-1.8%,6.6%
38500T200,GTE,GRAN TIERRA ENERGY INC,0,-40000,0,-196.4K,CLOSE,0%
34379V103,FLNC,FLUENCE ENERGY INC,190000,-10000,4.37M,-229.9K,-5%,3.4%
704551100,BTU,PEABODY ENERGY CORP,260000,-10000,6.76M,-259.9K,-3.7%,5.3%
038169207,APLD,APPLIED DIGITAL CORP,420000,-95000,2.62M,-592.8K,-18.4%,2.1%
378973408,GSAT,GLOBALSTAR INC,9499000,-501000,12.44M,-656.31K,-5%,9.8%
25470M109,,DISH NETWORK CORPORATION,0,-100000,0,-659K,CLOSE,0%
G9460G101,VAL,VALARIS LTD,80000,-10000,6M,-749.8K,-11.1%,4.7%
03674X106,AR,ANTERO RESOURCES CORP,915200,-35000,23.23M,-888.3K,-3.7%,18.3%
093712107,BE,BLOOM ENERGY CORP,0,-60000,0,-981K,CLOSE,0%
53115L104,LBRT,LIBERTY ENERGY INC,0,-80000,0,-1.07M,CLOSE,0%
878742204,TECK,TECK RESOURCES LTD,270000,-38880,11.63M,-1.68M,-12.6%,9.1%
24790A101,,DENBURY INC,15000,-20000,1.47M,-1.96M,-57.1%,1.2%
Total,,,,,127.21M,649.68K,+0.5%,100%
