CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
46434V761,UAE,ISHARES TR,1190955,1190955,22.21M,22.21M,NEW,25.4%
M4R82T106,FVRR,FIVERR,939088,939088,9.41M,9.41M,NEW,10.8%
91531W106,TIGR,UP FINTECH HLDG LTD,5808267,482607,36.59M,3.04M,+9.1%,41.8%
26622P107,DOCS,DOXIMITY INC,126266,126266,2.94M,2.94M,NEW,3.4%
830940102,SKWD,SKYWARD SPECIALTY INS GROUP,32005,32005,1.4M,1.4M,NEW,1.6%
M7518J104,ODD,ODDITY TECH LTD,80883,80883,1.08M,1.08M,NEW,1.2%
45841N107,IBKR,INTERACTIVE BROKERS GROUP IN,14000,14000,938.98K,938.98K,NEW,1.1%
464286624,THD,ISHARES TR,12100,12100,839.5K,839.5K,NEW,0.96%
70450Y103,PYPL,PAY PAL HLDGS INC,120276,0,5.44M,0,NO CHANGE,6.2%
40054A108,SUPV,GRUPO SUPERVIELLE S.A,0,-76339,0,-902.33K,CLOSE,0%
722304102,PDD,PDD HOLDINGS INC,0,-8371,0,-949.19K,CLOSE,0%
G5S37H101,MRX,MAREX GROUP PLC,0,-32581,0,-1.25M,CLOSE,0%
29357K103,ENVA,ENOVA INTL INC,0,-12468,0,-1.96M,CLOSE,0%
52567D107,LMND,LEMONADE INC,105728,-63610,6.63M,-3.99M,-37.6%,7.6%
M9T951109,ZIM,ZIM INTEGRATED SHIPPING SERV,0,-961950,0,-20.42M,CLOSE,0%
L00849106,AGRO,ADECOAGRO S A,0,-2200278,0,-21.41M,CLOSE,0%
Total,,,,,87.48M,-9.02M,-7.7%,100%
