CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
166764100,CVX,Chevron Corp,150166,150166,31.07M,31.07M,NEW,11%
008474108,AEM,Agnico Eagle Mines Ltd,141052,141052,28.63M,28.63M,NEW,10.1%
25179M103,DVN,Devon Energy Corp,487349,487349,24.52M,24.52M,NEW,8.7%
806857108,SLB,Slb NV,475000,475000,24.41M,24.41M,NEW,8.6%
67077M108,NTR,Nutrien Ltd,274543,274543,20.72M,20.72M,NEW,7.3%
25278X109,FANG,Diamondback Energy Inc,75070,75070,14.85M,14.85M,NEW,5.3%
13321L108,CCJ,Cameco Corp,96896,96896,10.52M,10.52M,NEW,3.7%
878742204,TECK,Teck Resources Ltd,421602,-24321,21.82M,-1.26M,-5.5%,7.7%
65340P106,NXE,Nexgen Energy Ltd,447407,-131657,5.19M,-1.53M,-22.7%,1.8%
156431108,CENX,Century Aluminum Co,281092,-32284,16.5M,-1.89M,-10.3%,5.8%
573284106,MLM,Martin Marietta Materials Inc,26170,-5830,15.41M,-3.43M,-18.2%,5.4%
201723103,CMC,Commercial Metals Co,0,-215166,0,-14.89M,CLOSE,0%
22052L104,CTVA,Corteva Inc,0,-383610,0,-25.71M,CLOSE,0%
30231G102,XOM,Exxon Mobil Corp,0,-215230,0,-25.9M,CLOSE,0%
013872106,AA,Alcoa Corp,478526,-581997,31.74M,-38.6M,-54.9%,11.2%
26614N102,DD,Dupont De Nemours Inc,226912,-980481,10.39M,-44.91M,-81.2%,3.7%
35671D857,FCX,Freeport-McMoRan Inc,458532,-855420,26.95M,-50.28M,-65.1%,9.5%
06849F108,B,Barrick Mining Corp,0,-1384920,0,-60.31M,CLOSE,0%
Total,,,,,282.72M,-114M,-31.9%,100%
