CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
594918104,MSFT,MICROSOFT CORP,30300,5650,11.25M,2.1M,+22.9%,5.8%
023135106,AMZN,AMAZON COM INC,36700,9000,7.64M,1.87M,+32.5%,3.9%
461202103,INTU,INTUIT,4000,4000,1.73M,1.73M,NEW,0.89%
049468101,TEAM,ATLASSIAN CORPORATION,20000,20000,1.36M,1.36M,NEW,0.7%
22788C105,CRWD,CROWDSTRIKE HLDGS INC,10700,2800,4.18M,1.09M,+35.4%,2.2%
101137107,BSX,BOSTON SCIENTIFIC CORP,38000,16000,2.38M,1M,+72.7%,1.2%
874054109,TTWO,TAKE-TWO INTERACTIVE SOFTWAR,10091,4691,1.99M,926.47K,+86.9%,1%
437076102,HD,HOME DEPOT INC,2600,2600,855.11K,855.11K,NEW,0.44%
81762P102,NOW,SERVICENOW INC,44000,8000,4.6M,836.4K,+22.2%,2.4%
67066G104,NVDA,NVIDIA CORPORATION,59500,4700,10.38M,819.68K,+8.6%,5.4%
443573100,HUBS,HUBSPOT INC,14900,3100,3.64M,756.71K,+26.3%,1.9%
M7S64H106,MNDY,MONDAY COM LTD,28000,9500,1.94M,656.54K,+51.4%,1%
11135F101,AVGO,BROADCOM INC,5300,2000,1.64M,619.02K,+60.6%,0.85%
007903107,AMD,ADVANCED MICRO DEVICES INC,24100,2500,4.9M,508.57K,+11.6%,2.5%
888787108,TOST,TOAST INC,89000,16000,2.36M,424.16K,+21.9%,1.2%
18915M107,NET,CLOUDFLARE INC,10000,1500,2.06M,309.51K,+17.6%,1.1%
697435105,PANW,PALO ALTO NETWORKS INC,21500,1700,3.45M,272.54K,+8.6%,1.8%
833445109,SNOW,SNOWFLAKE INC,16900,1800,2.55M,271.48K,+11.9%,1.3%
453204109,PI,IMPINJ INC,13500,2500,1.39M,256.75K,+22.7%,0.72%
090043100,BILL,BILL HOLDINGS INC,34000,5000,1.3M,191.5K,+17.2%,0.67%
911363109,URI,UNITED RENTALS INC,650,250,473.56K,182.14K,+62.5%,0.24%
92826C839,V,VISA INC,3400,600,1.03M,181.34K,+21.4%,0.53%
026874784,AIG,AMERICAN INTL GROUP INC,4000,2000,301K,150.5K,+100%,0.16%
60937P106,MDB,MONGODB INC,7400,600,1.81M,146.86K,+8.8%,0.93%
747525103,QCOM,QUALCOMM INC,4200,1000,540.88K,128.78K,+31.2%,0.28%
37045V100,GM,GENERAL MTRS CO,12200,1700,908.9K,126.65K,+16.2%,0.47%
64110L106,NFLX,NETFLIX INC.,9100,1300,874.97K,125K,+16.7%,0.45%
