CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
N14506104,ESTC,ELASTIC N V,157000,137000,12.05M,10.52M,+685%,15.9%
72352L106,PINS,PINTEREST INC,269000,269000,8.71M,8.71M,NEW,11.5%
G25457105,CRDO,CREDO TECHNOLOGY GROUP HOLDI,276000,213000,8.5M,6.56M,+338.1%,11.2%
86800U104,SUPER,SUPER MICRO COMPUTER INC,13000,13000,5.41M,5.41M,NEW,7.2%
594972408,MSTR,MICROSTRATEGY INC,25000,25000,4.21M,4.21M,NEW,5.6%
N07059210,ASML,ASML HOLDING N V,4200,4200,3.5M,3.5M,NEW,4.6%
874039100,TSM,TAIWAN SEMICONDUCTOR MFG LTD,17000,17000,2.95M,2.95M,NEW,3.9%
512807108,LRCX.MX,LAM RESEARCH CORP,3600,3600,2.94M,2.94M,NEW,3.9%
007903107,AMD,ADVANCED MICRO DEVICES INC,61000,15705,10.01M,2.58M,+34.7%,13.2%
88160R101,TSLA,TESLA INC,7000,7000,1.83M,1.83M,NEW,2.4%
67066G104,NVDA,NVIDIA CORPORATION,14000,14000,1.7M,1.7M,NEW,2.2%
02079K107,GOOG,ALPHABET INC,10000,10000,1.67M,1.67M,NEW,2.2%
11135F101,AVGO,BROADCOM INC,6000,6000,1.03M,1.03M,NEW,1.4%
60937P106,MDB,MONGODB INC,0,-4000,0,-999.84K,CLOSE,0%
023135106,AMZN,AMAZON COM INC,17000,-5500,3.17M,-1.02M,-24.4%,4.2%
268150109,DT,DYNATRACE INC,0,-30000,0,-1.34M,CLOSE,0%
040413106,,ARISTA NETWORKS INC,9000,-3600,3.45M,-1.38M,-28.6%,4.6%
833445109,SNOW,SNOWFLAKE INC,0,-14000,0,-1.89M,CLOSE,0%
83200N103,SMAR,SMARTSHEET INC,0,-45000,0,-1.98M,CLOSE,0%
79589L106,IOT,SAMSARA INC,0,-60000,0,-2.02M,CLOSE,0%
042068205,ARM,ARM HOLDINGS PLC,0,-12600,0,-2.06M,CLOSE,0%
81730H109,S,SENTINELONE INC,102000,-123000,2.44M,-2.94M,-54.7%,3.2%
34959E109,FTNT,FORTINET INC,0,-54000,0,-3.25M,CLOSE,0%
880770102,TER,TERADYNE INC,15000,-25500,2.01M,-3.42M,-63%,2.7%
747525103,QCOM,QUALCOMM INC,0,-19800,0,-3.94M,CLOSE,0%
64110D104,NTAP,NETAPP INC,0,-32400,0,-4.17M,CLOSE,0%
81762P102,NOW,SERVICENOW INC,0,-5400,0,-4.25M,CLOSE,0%
573874104,MRVL,MARVELL TECHNOLOGY INC,0,-67500,0,-4.72M,CLOSE,0%
18915M107,NET,CLOUDFLARE INC,0,-57600,0,-4.77M,CLOSE,0%
30303M102,META,META PLATFORMS INC,0,-10800,0,-5.45M,CLOSE,0%
Total,,,,,75.6M,4M,+5.6%,100%
