CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
70450Y103,PYPL,PAYPAL HLDGS INC,140000,140000,10.92M,10.92M,NEW,3.8%
882508104,TXN,TEXAS INSTRS INC,40000,40000,8.26M,8.26M,NEW,2.9%
874054109,TTWO,TAKE-TWO INTERACTIVE SOFTWAR,45500,45500,6.99M,6.99M,NEW,2.5%
458140100,INTC,INTEL CORP,293000,293000,6.87M,6.87M,NEW,2.4%
22788C105,CRWD,CROWDSTRIKE HLDGS INC,23000,23000,6.45M,6.45M,NEW,2.3%
34959E109,FTNT,FORTINET INC,82500,82500,6.4M,6.4M,NEW,2.2%
049468101,TEAM,ATLASSIAN CORPORATION,40000,40000,6.35M,6.35M,NEW,2.2%
17275R102,CSCO,CISCO SYS INC,100000,100000,5.32M,5.32M,NEW,1.9%
81762P102,NOW,SERVICENOW INC,16500,5763,14.76M,5.15M,+53.7%,5.2%
565394103,CART,MAPLEBEAR INC,125000,125000,5.09M,5.09M,NEW,1.8%
72352L106,PINS,PINTEREST INC,150000,150000,4.86M,4.86M,NEW,1.7%
75734B100,RDDT,REDDIT INC,70000,70000,4.61M,4.61M,NEW,1.6%
682189105,ON,ON SEMICONDUCTOR CORP,105000,55000,7.62M,3.99M,+110%,2.7%
040413106,,ARISTA NETWORKS INC,25000,10000,9.6M,3.84M,+66.7%,3.4%
L8681T102,SPOT,SPOTIFY TECHNOLOGY S A,28000,10000,10.32M,3.69M,+55.6%,3.6%
26142V105,DKNG,DRAFTKINGS INC NEW,90000,90000,3.53M,3.53M,NEW,1.2%
68389X105,ORCL,ORACLE CORP,20000,20000,3.41M,3.41M,NEW,1.2%
94419L101,W,WAYFAIR INC,60000,60000,3.37M,3.37M,NEW,1.2%
192446102,CTSH,COGNIZANT TECHNOLOGY SOLUTIO,42500,42500,3.28M,3.28M,NEW,1.2%
038222105,AMAT,APPLIED MATLS INC,52000,16000,10.51M,3.23M,+44.4%,3.7%
268150109,DT,DYNATRACE INC,60000,60000,3.21M,3.21M,NEW,1.1%
595112103,MU,MICRON TECHNOLOGY INC,30000,30000,3.11M,3.11M,NEW,1.1%
37940X102,GPN,GLOBAL PMTS INC,42000,29500,4.3M,3.02M,+236%,1.5%
052769106,ADSK,AUTODESK INC,10000,10000,2.75M,2.75M,NEW,0.97%
219350105,GLW,CORNING INC,60000,60000,2.71M,2.71M,NEW,0.95%
874039100,TSM,TAIWAN SEMICONDUCTOR MFG LTD,13900,13900,2.41M,2.41M,NEW,0.85%
803054204,SAP,SAP SE,42500,10226,9.74M,2.34M,+31.7%,3.4%
056752108,BIDU,BAIDU INC,21500,21500,2.26M,2.26M,NEW,0.8%
89677Q107,TCOM,TRIP COM GROUP LTD,85000,32683,5.05M,1.94M,+62.5%,1.8%
007903107,AMD,ADVANCED MICRO DEVICES INC,61500,10500,10.09M,1.72M,+20.6%,3.5%
888787108,TOST,TOAST INC,60000,60000,1.7M,1.7M,NEW,0.6%
67066G104,NVDA,NVIDIA CORPORATION,50000,12500,6.07M,1.52M,+33.3%,2.1%
91332U101,U,UNITY SOFTWARE INC,65000,65000,1.47M,1.47M,NEW,0.52%
58733R102,MELI,MERCADOLIBRE INC,650,650,1.33M,1.33M,NEW,0.47%
171779309,CIEN,CIENA CORP,20000,20000,1.23M,1.23M,NEW,0.43%
60937P106,MDB,MONGODB INC,21000,4000,5.68M,1.08M,+23.5%,2%
24703L202,DELL,DELL TECHNOLOGIES INC,47000,9000,5.57M,1.07M,+23.7%,2%
443573100,HUBS,HUBSPOT INC,7000,1200,3.72M,637.92K,+20.7%,1.3%
23804L103,DDOG,DATADOG INC,55000,5000,6.33M,575.3K,+10%,2.2%
679295105,OKTA,OKTA INC,42000,4726,3.12M,351.33K,+12.7%,1.1%
G39387108,GFS,GLOBALFOUNDRIES INC,85000,5000,3.42M,201.25K,+6.2%,1.2%
98954M200,Z,ZILLOW GROUP INC,150000,-5000,9.58M,-319.25K,-3.2%,3.4%
30212P303,EXPE,EXPEDIA GROUP INC,52500,-2500,7.77M,-370.05K,-4.5%,2.7%
81730H109,S,SENTINELONE INC,150000,-30000,3.59M,-717.6K,-16.7%,1.3%
922280102,VRNS,VARONIS SYS INC,0,-18100,0,-868.26K,CLOSE,0%
N6596X109,NXPI,NXP SEMICONDUCTORS N V,35000,-3736,8.4M,-896.68K,-9.6%,3%
722304102,PDD,PDD HOLDINGS INC,0,-10000,0,-1.33M,CLOSE,0%
02079K305,GOOGL,ALPHABET INC,0,-10000,0,-1.82M,CLOSE,0%
15677J108,DAY,DAYFORCE INC,0,-50790,0,-2.52M,CLOSE,0%
42824C109,HPE,HEWLETT PACKARD ENTERPRISE C,135000,-125000,2.76M,-2.56M,-48.1%,0.97%
G1151C101,ACN,ACCENTURE PLC IRELAND,0,-9000,0,-2.73M,CLOSE,0%
30303M102,META,META PLATFORMS INC,26800,-5200,15.34M,-2.98M,-16.2%,5.4%
47215P106,JD,JD.COM INC,90000,-90721,3.6M,-3.63M,-50.2%,1.3%
M2682V108,CYBR,CYBERARK SOFTWARE LTD,0,-14200,0,-3.88M,CLOSE,0%
64110L106,NFLX,NETFLIX INC,0,-6040,0,-4.08M,CLOSE,0%
18915M107,NET,CLOUDFLARE INC,60000,-57500,4.85M,-4.65M,-48.9%,1.7%
697435105,PANW,PALO ALTO NETWORKS INC,0,-15500,0,-5.25M,CLOSE,0%
037833100,AAPL,APPLE INC,0,-25000,0,-5.27M,CLOSE,0%
009066101,ABNB,AIRBNB INC,0,-35658,0,-5.41M,CLOSE,0%
74736K101,QRVO,QORVO INC,0,-49000,0,-5.69M,CLOSE,0%
92826C839,V,VISA INC,17000,-21000,4.67M,-5.77M,-55.3%,1.6%
871607107,SNPS,SYNOPSYS INC,0,-10329,0,-6.15M,CLOSE,0%
98980G102,ZS,ZSCALER INC,0,-33500,0,-6.44M,CLOSE,0%
88339J105,TTD,THE TRADE DESK INC,0,-68000,0,-6.64M,CLOSE,0%
852234103,XYZ,BLOCK INC,0,-105000,0,-6.77M,CLOSE,0%
79466L302,CRM,SALESFORCE INC,0,-26981,0,-6.94M,CLOSE,0%
958102105,WDC,WESTERN DIGITAL CORP.,0,-95000,0,-7.2M,CLOSE,0%
461202103,INTU,INTUIT,0,-11120,0,-7.31M,CLOSE,0%
90353T100,UBER,UBER TECHNOLOGIES INC,0,-103278,0,-7.51M,CLOSE,0%
032654105,ADI,ANALOG DEVICES INC,0,-34767,0,-7.94M,CLOSE,0%
11135F101,AVGO,BROADCOM INC,0,-6500,0,-10.44M,CLOSE,0%
512807108,LRCX.MX,LAM RESEARCH CORP,0,-11294,0,-12.03M,CLOSE,0%
Total,,,,,284.39M,-3.79M,-1.4%,100%
