CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
11135F101,AVGO,BROADCOM INC,41480,37330,7.16M,6.44M,+899.5%,2.4%
042068205,ARM,ARM HOLDINGS PLC,9462,7028,1.35M,1.01M,+288.7%,0.46%
22788C105,CRWD,CROWDSTRIKE HLDGS INC,8254,2957,2.31M,829.35K,+55.8%,0.78%
007903107,AMD,ADVANCED MICRO DEVICES INC,26625,4921,4.37M,807.44K,+22.7%,1.5%
74762E102,PWR,QUANTA SVCS INC,3693,1963,1.1M,585.34K,+113.5%,0.37%
00039J509,FWD,AB ACTIVE ETFS INC,76083,6889,5.96M,539.44K,+10%,2%
92686J106,VKTX,VIKING THERAPEUTICS INC,84084,7161,5.32M,453.36K,+9.3%,1.8%
69374H881,COWZ,PACER FDS TR,7355,7355,425.34K,425.34K,NEW,0.14%
833445109,SNOW,SNOWFLAKE INC,14003,3655,1.61M,419.81K,+35.3%,0.54%
67066G104,NVDA,NVIDIA CORPORATION,109571,2937,13.31M,356.67K,+2.8%,4.5%
963320106,WHR,WHIRLPOOL CORP,8585,2565,918.6K,274.45K,+42.6%,0.31%
502431109,LHX,L3HARRIS TECHNOLOGIES INC,1142,1142,271.65K,271.65K,NEW,0.09%
595112103,MU,MICRON TECHNOLOGY INC,2606,2606,270.27K,270.27K,NEW,0.09%
874039100,TSM,TAIWAN SEMICONDUCTOR MFG LTD,11573,1368,2.01M,237.58K,+13.4%,0.68%
29109X106,AZPN,ASPEN TECHNOLOGY INC,984,984,235K,235K,NEW,0.08%
00039J806,BUFC,AB ACTIVE ETFS INC,17000,6000,656.37K,231.66K,+54.5%,0.22%
92537N108,VRT,VERTIV HOLDINGS CO,5438,2316,541.03K,230.42K,+74.2%,0.18%
00039J707,LRGC,AB ACTIVE ETFS INC,15341,3426,1.02M,227.9K,+28.8%,0.35%
92337F107,VCYT,VERACYTE INC,6625,6625,225.51K,225.51K,NEW,0.08%
538034109,LYV,LIVE NATION ENTERTAINMENT IN,2046,2046,224.02K,224.02K,NEW,0.08%
83422E204,SLDB,SOLID BIOSCIENCES INC,31533,31533,219.79K,219.79K,NEW,0.07%
110122108,BMY,BRISTOL-MYERS SQUIBB CO,4124,4124,213.38K,213.38K,NEW,0.07%
194162103,CL,COLGATE PALMOLIVE CO,2000,2000,207.62K,207.62K,NEW,0.07%
760759100,RSG,REPUBLIC SVCS INC,1000,1000,200.84K,200.84K,NEW,0.07%
594918104,MSFT,MICROSOFT CORP,44482,450,19.14M,193.63K,+1%,6.5%
28036F105,EWTX,EDGEWISE THERAPEUTICS INC,73424,6650,1.96M,177.49K,+10%,0.66%
636274409,NGG,NATIONAL GRID PLC,8376,1985,583.53K,138.29K,+31.1%,0.2%
532457108,LLY,ELI LILLY & CO,696,150,617.05K,132.99K,+27.5%,0.21%
68389X105,ORCL,ORACLE CORP,3334,625,568.17K,106.51K,+23.1%,0.19%
031162100,AMGN,AMGEN INC,3245,313,1.05M,100.85K,+10.7%,0.35%
666807102,NOC,NORTHROP GRUMMAN CORP,2857,160,1.51M,84.49K,+5.9%,0.51%
81758H106,SERV,SERVE ROBOTICS INC,10000,10000,79.5K,79.5K,NEW,0.03%
877619106,TSHA,TAYSHA GENE THERAPIES INC,767616,37096,1.54M,74.56K,+5.1%,0.52%
14448C104,CARR,CARRIER GLOBAL CORPORATION,23019,702,1.85M,56.5K,+3.1%,0.63%
464287598,IWD,ISHARES TR,2436,242,462.35K,45.93K,+11%,0.16%
86800U104,SUPER,SUPER MICRO COMPUTER INC,495,95,206.12K,39.56K,+23.8%,0.07%
464287614,IWF,ISHARES TR,1197,90,449.33K,33.78K,+8.1%,0.15%
921937819,BIV,VANGUARD BD INDEX FDS,16812,412,1.32M,32.29K,+2.5%,0.45%
88339P101,REAL,THE REALREAL INC,173248,10000,544K,31.4K,+6.1%,0.18%
46116X101,ITCI,INTRA-CELLULAR THERAPIES INC,38661,400,2.83M,29.27K,+1%,0.96%
92204A702,VGT,VANGUARD WORLD FD,1030,30,604.12K,17.6K,+3%,0.2%
G1110E107,BHVN,BIOHAVEN LTD,31056,200,1.55M,9.99K,+0.6%,0.53%
69608A108,PLTR,PALANTIR TECHNOLOGIES INC,23257,250,865.16K,9.3K,+1.1%,0.29%
293792107,EPD,ENTERPRISE PRODS PARTNERS L,48762,270,1.42M,7.86K,+0.6%,0.48%
88322Q108,TGTX,TG THERAPEUTICS INC,103804,200,2.43M,4.68K,+0.2%,0.82%
201723103,CMC,COMMERCIAL METALS CO,10994,76,604.23K,4.18K,+0.7%,0.2%
00724F101,ADBE,ADOBE INC,1568,5,811.73K,2.59K,+0.3%,0.27%
33733E302,FDN,FIRST TR EXCHANGE-TRADED FD,7564,10,1.6M,2.12K,+0.1%,0.54%
78462F103,SPY,SPDR S&P 500 ETF TR,4364,0,2.5M,0,NO CHANGE,0.85%
29084Q100,EME,EMCOR GROUP INC,5388,0,2.32M,0,NO CHANGE,0.79%
78467Y107,MDY,SPDR S&P MIDCAP 400 ETF TR,3655,0,2.08M,0,NO CHANGE,0.7%
46090E103,QQQ,INVESCO QQQ TR,3965,0,1.94M,0,NO CHANGE,0.66%
860630102,SF,STIFEL FINL CORP,14901,0,1.4M,0,NO CHANGE,0.47%
501147102,KRYS,KRYSTAL BIOTECH INC,7205,0,1.31M,0,NO CHANGE,0.44%
N6596X109,NXPI,NXP SEMICONDUCTORS N V,5113,0,1.23M,0,NO CHANGE,0.42%
74164M108,PRI,PRIMERICA INC,4470,0,1.19M,0,NO CHANGE,0.4%
35671D857,FCX,FREEPORT-MCMORAN INC,21960,0,1.1M,0,NO CHANGE,0.37%
562750109,MANH,MANHATTAN ASSOCIATES INC,3795,0,1.07M,0,NO CHANGE,0.36%
91324P102,UNH,UNITEDHEALTH GROUP INC,1792,0,1.05M,0,NO CHANGE,0.35%
90384S303,ULTA,ULTA BEAUTY INC,2651,0,1.03M,0,NO CHANGE,0.35%
464288752,ITB,ISHARES TR,7780,0,988.86K,0,NO CHANGE,0.33%
829073105,SSD,SIMPSON MFG INC,5039,0,963.81K,0,NO CHANGE,0.33%
438516106,HON,HONEYWELL INTL INC,4457,0,921.3K,0,NO CHANGE,0.31%
742718109,PG,PROCTER AND GAMBLE CO,4912,0,850.77K,0,NO CHANGE,0.29%
60786M105,MC,MOELIS & CO,11752,0,805.12K,0,NO CHANGE,0.27%
