CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
46090E103,QQQ,INVESCO QQQ TR,26500,8800,12.93M,4.3M,+49.7%,7.2%
500767306,KWEB,KRANESHARES TRUST,305000,74000,10.38M,2.52M,+32%,5.8%
05961W105,BMA,BANCO MACRO SA,247099,32095,15.69M,2.04M,+14.9%,8.7%
058934100,BBAR,BANCO BBVA ARGENTINA S A,1383600,162700,14.35M,1.69M,+13.3%,8%
02079K305,GOOGL,ALPHABET INC,5000,5000,829.25K,829.25K,NEW,0.46%
464287184,FXI,ISHARES TR,101500,20500,3.23M,651.49K,+25.3%,1.8%
40054A108,SUPV,GRUPO SUPERVIELLE S.A.,397000,75800,2.82M,538.94K,+23.6%,1.6%
67066G104,NVDA,NVIDIA CORPORATION,4000,4000,485.76K,485.76K,NEW,0.27%
090040106,BILI,BILIBILI INC,20000,20000,467.6K,467.6K,NEW,0.26%
464287465,EFA,ISHARES TR,5200,5200,434.88K,434.88K,NEW,0.24%
155038201,CEPU,CENTRAL PUERTO S A,82000,39000,776.54K,369.33K,+90.7%,0.43%
674599105,OXY,OCCIDENTAL PETE CORP,14000,7000,721.56K,360.78K,+100%,0.4%
012653101,ALB,ALBEMARLE CORP,3500,3500,331.49K,331.49K,NEW,0.18%
464286822,EWW,ISHARES INC,5800,5800,311.52K,311.52K,NEW,0.17%
088606108,BHP,BHP GROUP LTD,5000,5000,310.55K,310.55K,NEW,0.17%
50202M102,LI,LI AUTO INC,10500,10500,269.32K,269.32K,NEW,0.15%
64110W102,NTES,NETEASE INC,2500,2500,233.78K,233.78K,NEW,0.13%
055622104,BP,BP PLC,20000,7000,627.8K,219.73K,+53.8%,0.35%
450047303,IRS,IRSA INVERSIONES Y REP S A,50300,18000,572.41K,204.84K,+55.7%,0.32%
226406106,CRESY,CRESUD S A C I F Y A,115000,21000,993.6K,181.44K,+22.3%,0.55%
N20944109,CNH,CNH INDL N V,15000,15000,166.5K,166.5K,NEW,0.09%
88160R101,TSLA,TESLA INC,4700,500,1.23M,130.81K,+11.9%,0.68%
254687106,DIS,DISNEY WALT CO,3800,1300,365.52K,125.05K,+52%,0.2%
097023105,BA,BOEING CO,5000,700,760.2K,106.43K,+16.3%,0.42%
L1995B107,CAAP,CORPORACION AMER ARPTS S A,29000,6000,506.34K,104.76K,+26.1%,0.28%
00214Q302,ARKG,ARK ETF TR,14000,3900,358.4K,99.84K,+38.6%,0.2%
279158109,EC,ECOPETROL S A,48000,10000,428.64K,89.3K,+26.3%,0.24%
717081103,PFE,PFIZER INC,14000,3000,405.16K,86.82K,+27.3%,0.23%
399909100,GGAL,GRUPO FINANCIERO GALICIA S.A,774100,1500,32.58M,63.14K,+0.2%,18.1%
