CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
29290D117,NDOI,ENDO INC Common,847612,5856,21.6B,149.21M,+0.7%,23.5%
60743G118,MOBXW,MOBIX LABS INC,375000,375000,55.78M,55.78M,NEW,0.06%
G33856108,GSM,FERROGLOBE PLC,190000,0,881.6M,0,NO CHANGE,0.96%
72703X106,PL,PLANET LABS PBC,154431,0,344.38M,0,NO CHANGE,0.38%
G4412G101,HLF,HERBALIFE LTD,34210,0,245.97M,0,NO CHANGE,0.27%
G0713X132,AVAW,AVATION PLC WARRANTS,667014,0,245.26M,0,NO CHANGE,0.27%
L01800116,ALVOW,ALVOTECH,60714,0,185.18M,0,NO CHANGE,0.2%
G5924V106,MCDIF,MCDERMOTT INTERNATIONAL ORD (PNK),915916,0,183.18M,0,NO CHANGE,0.2%
M8744T106,TBLA,TABOOLA.COM LTD,51973,0,174.63M,0,NO CHANGE,0.19%
92552V100,VSAT,VIASAT INC,5400,0,64.48M,0,NO CHANGE,0.07%
362393308,GTTNQ,GTT COMMUNICATIONS INC ORD (OTC),3360,0,55.44M,0,NO CHANGE,0.06%
051774115,AUROW,AURORA INNOVATION INC,20288,0,16.82M,0,NO CHANGE,0.02%
H5870P110,OCSAW,OCULIS HOLDING AG,6518,0,13.69M,0,NO CHANGE,0.01%
654484153,NIOBW,NIOCORP DEVS LTD,78035,0,9.75M,0,NO CHANGE,0.01%
39957D110,GROVW,GROVE COLABORATIVE HOLD EQY WARRANT (PNK),99616,0,1.94M,0,NO CHANGE,<.01%
G29201111,ECXWW,ECARX HOLDINGS INC,48842,0,1.04M,0,NO CHANGE,<.01%
89601Y119,IRAAW,IRIS ACQUISITION EQY WARRANT (PNK),29166,0,948K,0,NO CHANGE,<.01%
G50737124,JWSWF,JAWS MUSTANG ACQUISITION COR,25000,0,813K,0,NO CHANGE,<.01%
457679116,CTV,INNOVID CORP,8450,0,340K,0,NO CHANGE,<.01%
06682J118,PARAW,BANZAI INTERNATIONAL INC,39028,0,316K,0,NO CHANGE,<.01%
02008G110,ALURWS,ALLURION TECHNOLOGIES INC,1813,0,73K,0,NO CHANGE,<.01%
051774107,AUR,AURORA INNOVATION INC,7,0,41K,0,NO CHANGE,<.01%
285046116,ELIWQ,ELECTRIQ POWER HOLDINGS EQY WARRANT (PNK),100000,0,30K,0,NO CHANGE,<.01%
082490111,BHLWQ,BENSON HILL EQY WARRANT (PNK),25000,0,26K,0,NO CHANGE,<.01%
G2007L113,,CAZOO GROUP EQY WARRANT (PNK),0,-36456,0,-55K,CLOSE,0%
66573W115,NTRS,NORTHERN STAR INVSTMNT CORP,0,-99998,0,-520K,CLOSE,0%
50535E116,,PROSOMNUS INC (PNK),0,-187500,0,-1.61M,CLOSE,0%
G5259L129,,KERNEL GROUP HOLDINGS INC,0,-205092,0,-26.74M,CLOSE,0%
70451X112,,PAYONEER GLOBAL INC,0,-133000,0,-30.7M,CLOSE,0%
72703X114,PLWS,PLANET LABS PBC,40084,-169221,8.33M,-35.18M,-80.8%,<.01%
256086109,DCGO,DOCGO INC,39870,-15592,132.37M,-51.77M,-28.1%,0.14%
G2058L111,,MOBIX LABS EQY WARRANT (NMS),0,-375000,0,-67.03M,CLOSE,0%
29290D109,,ENDO INC Restricted,0,-5856,0,-163.24M,CLOSE,0%
95082P303,,WESCO INTERL 1000 DS RP 1 SRS A PRF (NYS),0,-12097,0,-313.68M,CLOSE,0%
253651202,DBD,DIEBOLD NIXDORF INC,1512913,-58324,67.57B,-2.6B,-3.7%,73.6%
Total,,,,,91.79B,-3.09B,-3.5%,100%
