CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
N07059210,ASML,ASML HOLDING N V,20200,5200,16.83M,4.33M,+34.7%,11.9%
L7579L106,PRM.MX,PERIMETER SOLUTIONS SA,814000,239000,10.95M,3.21M,+41.6%,7.7%
651718504,NPKI,NEWPARK RES INC,990000,390000,6.86M,2.7M,+65%,4.8%
893641100,TDG,TRANSDIGM GROUP INC,8000,0,11.42M,0,NO CHANGE,8%
02079K305,GOOGL,ALPHABET INC,67000,0,11.11M,0,NO CHANGE,7.8%
594918104,MSFT,MICROSOFT CORP,25000,0,10.76M,0,NO CHANGE,7.6%
03674X106,AR,ANTERO RESOURCES CORP,456000,-44000,13.06M,-1.26M,-8.8%,9.2%
88337F105,ODP,THE ODP CORP,92905,-46095,2.76M,-1.37M,-33.2%,1.9%
023135106,AMZN,AMAZON COM INC,95500,-21500,17.79M,-4.01M,-18.4%,12.5%
278768106,ECHO,ECHOSTAR CORP,1624771,-601683,40.33M,-14.93M,-27%,28.4%
Total,,,,,141.88M,-11.32M,-7.9%,100%
