CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
552953101,MGM,MGM RESORTS INTERNATIONAL,421314,421314,16.47M,16.47M,NEW,7.4%
44952J104,CRGY,CRESCENT ENERGY COMPANY,579927,579927,6.35M,6.35M,NEW,2.8%
Y62267409,NMM,NAVIOS MARITIME PARTNERS L P,87684,71884,5.49M,4.5M,+455%,2.5%
644535106,NGD,NEW GOLD INC CDA,1365000,1365000,3.93M,3.93M,NEW,1.8%
85207Q104,SPPP,SPROTT PHYSICAL PLAT PALLAD,356189,240012,3.5M,2.36M,+206.6%,1.6%
578605107,MEC,MAYVILLE ENGR CO INC,121569,98609,2.56M,2.08M,+429.5%,1.1%
78574H104,SOC,SABLE OFFSHORE CORP,83005,83005,1.96M,1.96M,NEW,0.88%
78463V107,GLD,SPDR GOLD TR,7298,3000,1.77M,729.18K,+69.8%,0.79%
817323207,,SEQUANS COMMUNICATIONS S A,523300,523300,622.73K,622.73K,NEW,0.28%
03674X106,AR,ANTERO RESOURCES CORP,124755,14300,3.57M,409.7K,+12.9%,1.6%
G7997W102,SDRL,SEADRILL 2021 LTD,249304,4920,9.91M,195.52K,+2%,4.4%
55903Q104,MAG,MAG SILVER CORP,885043,8117,12.43M,113.96K,+0.9%,5.6%
443628102,HBM,HUDBAY MINERALS INC,608322,3300,5.59M,30.33K,+0.5%,2.5%
65340P106,NXE,NEXGEN ENERGY LTD,1248548,0,8.15M,0,NO CHANGE,3.6%
032108649,SILJ,AMPLIFY ETF TR,417847,0,5.39M,0,NO CHANGE,2.4%
92189F791,GDXJ,VANECK ETF TRUST,92515,0,4.52M,0,NO CHANGE,2%
00489Q102,ACR,ACRES COMMERCIAL REALTY CORP,261708,0,4.1M,0,NO CHANGE,1.8%
55445L100,MNR,MACH NATURAL RESOURCES LP,213253,0,3.41M,0,NO CHANGE,1.5%
77867R209,,ROTH CH ACQUISITION V CO,200100,0,2.36M,0,NO CHANGE,1.1%
577345101,MLP,MAUI LD & PINEAPPLE INC,91270,0,2.05M,0,NO CHANGE,0.92%
644393100,NFE,NEW FORTRESS ENERGY INC,215749,0,1.96M,0,NO CHANGE,0.88%
02157M207,AEAEU,ALTENERGY ACQUISITION CORP,168938,0,1.87M,0,NO CHANGE,0.84%
87266M107,TRTX,TPG RE FIN TR INC,174673,0,1.49M,0,NO CHANGE,0.67%
714266103,PPTA,PERPETUA RESOURCES CORP,97633,0,912.87K,0,NO CHANGE,0.41%
85208P303,URNM,SPROTT FDS TR,19662,0,902.09K,0,NO CHANGE,0.4%
85207K107,PSLV,SPROTT PHYSICAL SILVER TR,37800,0,395.01K,0,NO CHANGE,0.18%
83056P715,SKE,SKEENA RES LTD NEW,33600,0,284.26K,0,NO CHANGE,0.13%
60743G118,MOBXW,MOBIX LABS INC,30093,0,3.31K,0,NO CHANGE,<.01%
011532108,AGI,ALAMOS GOLD INC NEW,185380,-600,3.7M,-11.96K,-0.3%,1.7%
05580M108,RILY,B. RILEY FINANCIAL INC,50355,-2700,264.36K,-14.18K,-5.1%,0.12%
03940R107,ARCH,ARCH RESOURCES INC,22727,-707,3.14M,-97.68K,-3%,1.4%
39525U107,GFR,GREENFIRE RES LTD NEW,1185725,-22000,8.83M,-163.9K,-1.8%,3.9%
87313P103,TXO,TXO PARTNERS LP,164012,-8883,3.24M,-175.71K,-5.1%,1.5%
52110H100,GORV,LAZYDAYS HLDGS INC,377742,-131907,566.61K,-197.86K,-25.9%,0.25%
Y27183600,GSL,GLOBAL SHIP LEASE INC NEW,205406,-10000,5.47M,-266.5K,-4.6%,2.4%
92189F106,GDX,VANECK ETF TRUST,389526,-9534,15.51M,-379.64K,-2.4%,6.9%
29273V100,ET,ENERGY TRANSFER L P,53279,-25500,855.13K,-409.28K,-32.4%,0.38%
48251K100,KREF,KKR REAL ESTATE FIN TR INC,0,-61700,0,-558.38K,CLOSE,0%
156492100,CNTY,CENTURY CASINOS INC,2296939,-247752,5.88M,-634.25K,-9.7%,2.6%
07556Q881,BZH,BEAZER HOMES USA INC,407131,-19757,13.91M,-675.1K,-4.6%,6.2%
92840M102,VST,VISTRA CORP,21764,-7064,2.58M,-837.37K,-24.5%,1.2%
49435R102,KRP,KIMBELL RTY PARTNERS LP,116098,-70627,1.87M,-1.14M,-37.8%,0.84%
51509P103,LSEA,LANDSEA HOMES CORP,1084738,-109968,13.4M,-1.36M,-9.2%,6%
008474108,AEM,AGNICO EAGLE MINES LTD,105727,-17948,8.52M,-1.45M,-14.5%,3.8%
152006102,CGAU,CENTERRA GOLD INC,151483,-282075,1.08M,-2.02M,-65.1%,0.48%
L72967109,OEC,ORION S.A.,0,-147859,0,-3.24M,CLOSE,0%
73642K106,PTLO,PORTILLOS INC,0,-405032,0,-3.94M,CLOSE,0%
25278X109,FANG,DIAMONDBACK ENERGY INC,0,-31247,0,-6.26M,CLOSE,0%
038169207,APLD,APPLIED DIGITAL CORP,2776979,-2835406,22.91M,-23.39M,-50.5%,10.2%
Total,,,,,223.69M,-7.46M,-3.6%,100%
