CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
464287655,IWM,ISHARES TR,72480,72480,16.01M,16.01M,NEW,7.5%
031652100,AMKR,AMKOR TECHNOLOGY INC,341795,341795,10.46M,10.46M,NEW,4.9%
00215W100,ASX,ASE TECHNOLOGY HLDG CO LTD,975000,975000,9.52M,9.52M,NEW,4.5%
647581206,EDU,NEW ORIENTAL ED & TECHNOLOGY,311649,113680,23.64M,8.62M,+57.4%,11.1%
88160R101,TSLA,TESLA INC,29400,29400,7.69M,7.69M,NEW,3.6%
22788C105,CRWD,CROWDSTRIKE HLDGS INC,25295,25295,7.09M,7.09M,NEW,3.3%
30303M102,META,META PLATFORMS INC,16255,12010,9.31M,6.88M,+282.9%,4.4%
233051879,ASHR,DBX ETF TR,172000,172000,4.92M,4.92M,NEW,2.3%
36257Y109,GOTU,GAOTU TECHEDU INC,1606937,879137,6.3M,3.45M,+120.8%,3%
G11448100,BTDR,BITDEER TECHNOLOGIES GROUP,492340,405675,3.86M,3.18M,+468.1%,1.8%
91347P105,OLED,UNIVERSAL DISPLAY CORP,14240,14240,2.99M,2.99M,NEW,1.4%
037833100,AAPL,APPLE INC,12780,12780,2.98M,2.98M,NEW,1.4%
M98068105,WIX,WIX COM LTD,16070,16070,2.69M,2.69M,NEW,1.3%
337738108,FISV,FISERV INC,14250,14250,2.56M,2.56M,NEW,1.2%
44812J104,HUT,HUT 8 CORP,204200,204200,2.5M,2.5M,NEW,1.2%
70438V106,PCTY,PAYLOCITY HLDG CORP,13740,13740,2.27M,2.27M,NEW,1.1%
278642103,EBAY,EBAY INC.,29900,29900,1.95M,1.95M,NEW,0.92%
46138G706,TAN,INVESCO EXCH TRADED FD TR II,114930,107650,2.08M,1.94M,+1478.7%,0.98%
98138H101,WDAY,WORKDAY INC,7580,7580,1.85M,1.85M,NEW,0.87%
79466L302,CRM,SALESFORCE INC,6395,6395,1.75M,1.75M,NEW,0.82%
00724F101,ADBE,ADOBE INC,3230,3230,1.67M,1.67M,NEW,0.79%
37940X102,GPN,GLOBAL PMTS INC,15675,15675,1.61M,1.61M,NEW,0.76%
98954M200,Z,ZILLOW GROUP INC,20855,20855,1.33M,1.33M,NEW,0.63%
17253J106,CIFR,CIPHER MINING INC,313000,313000,1.21M,1.21M,NEW,0.57%
81762P102,NOW,SERVICENOW INC,3030,1292,2.71M,1.16M,+74.3%,1.3%
74275K108,PCOR,PROCORE TECHNOLOGIES INC,18175,18175,1.12M,1.12M,NEW,0.53%
70450Y103,PYPL,PAYPAL HLDGS INC,41800,13200,3.26M,1.03M,+46.2%,1.5%
443573100,HUBS,HUBSPOT INC,1775,1775,943.59K,943.59K,NEW,0.44%
37637K108,GTLB,GITLAB INC,15990,15990,824.12K,824.12K,NEW,0.39%
00827B106,AFRM,AFFIRM HLDGS INC,20000,20000,816.4K,816.4K,NEW,0.38%
