CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
83419D201,SLSR,SOLARIS RES INC,5454201,0,14.11M,0,NO CHANGE,87.7%
450913108,IAG,IAMGOLD CORP,0,-12000,0,-45K,CLOSE,0%
349942102,FSM,FORTUNA MNG CORP,0,-15179,0,-74.22K,CLOSE,0%
422704106,HL,HECLA MNG CO,0,-16074,0,-77.96K,CLOSE,0%
384313508,EAF.MX,GRAFTECH INTL LTD,0,-162026,0,-157.16K,CLOSE,0%
496902404,KGC,KINROSS GOLD CORP,0,-20160,0,-167.73K,CLOSE,0%
55903Q104,MAG,MAG SILVER CORP,0,-16996,0,-198.34K,CLOSE,0%
343412102,FLR,FLUOR CORP NEW,0,-5037,0,-219.36K,CLOSE,0%
16411R208,LNG,CHENIERE ENERGY INC,0,-1486,0,-259.8K,CLOSE,0%
443628102,HBM,HUDBAY MINERALS INC,0,-33040,0,-299.01K,CLOSE,0%
91688R108,URG,UR-ENERGY INC,0,-246366,0,-344.91K,CLOSE,0%
38071H106,GROY,GOLD ROYALTY CORP,1450000,-1456977,1.97M,-1.98M,-50.1%,12.3%
46655E100,DC,DAKOTA GOLD CORP,0,-9011503,0,-22.98M,CLOSE,0%
46578C108,IE,IVANHOE ELECTRIC INC,0,-2775000,0,-26.03M,CLOSE,0%
44955L106,IAUX,I-80 GOLD CORP,0,-25917576,0,-27.99M,CLOSE,0%
83056P715,SKE,SKEENA RES LTD NEW,0,-15440679,0,-82.92M,CLOSE,0%
29446Y502,EQX,EQUINOX GOLD CORP,0,-42000000,0,-219.66M,CLOSE,0%
80013R206,SAND,SANDSTORM GOLD LTD,0,-47971171,0,-260.96M,CLOSE,0%
Total,,,,,16.09M,-644.36M,-97.4%,100%
