CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
722304102,PDD,PDD HOLDINGS INC,1271145,960101,171.36M,129.43M,+308.7%,12.5%
98850P109,YUMC,YUM CHINA HLDGS INC,2213760,2213760,99.66M,99.66M,NEW,7.3%
89677Q107,TCOM,TRIP COM GROUP LTD,1555580,1550416,92.45M,92.14M,+30023.5%,6.8%
531229755,FWONK,LIBERTY MEDIA CORP DEL,973791,917997,75.4M,71.08M,+1645.3%,5.5%
67066G104,NVDA,NVIDIA CORPORATION,1535134,412079,186.43M,50.04M,+36.7%,13.6%
85914M107,STEP,STEPSTONE GROUP INC,565801,565801,32.15M,32.15M,NEW,2.4%
303250104,FICO,FAIR ISAAC CORP,8247,8247,16.03M,16.03M,NEW,1.2%
81141R100,SE,SEA LTD,840175,148655,79.21M,14.02M,+21.5%,5.8%
V7780T103,RCL,ROYAL CARIBBEAN GROUP,68271,68271,12.11M,12.11M,NEW,0.89%
30303M102,META,META PLATFORMS INC,285183,19011,163.25M,10.88M,+7.1%,11.9%
743315103,PGR,PROGRESSIVE CORP,38834,35788,9.85M,9.08M,+1174.9%,0.72%
11135F101,AVGO,BROADCOM INC,47205,43148,8.14M,7.44M,+1063.5%,0.6%
233051879,ASHR,DBX ETF TR,224800,224800,6.43M,6.43M,NEW,0.47%
00827B106,AFRM,AFFIRM HLDGS INC,129432,129432,5.28M,5.28M,NEW,0.39%
464287507,IJH,ISHARES TR,64240,64240,4M,4M,NEW,0.29%
44332N106,HTHT,H WORLD GROUP LTD,102000,102000,3.79M,3.79M,NEW,0.28%
64110L106,NFLX,NETFLIX INC,5094,5094,3.61M,3.61M,NEW,0.26%
36828A101,GEV,GE VERNOVA INC,42008,12536,10.71M,3.2M,+42.5%,0.78%
22160N109,CSGP,COSTAR GROUP INC,37324,37324,2.82M,2.82M,NEW,0.21%
009066101,ABNB,AIRBNB INC,23101,20923,2.93M,2.65M,+960.7%,0.21%
22788C105,CRWD,CROWDSTRIKE HLDGS INC,8529,8529,2.39M,2.39M,NEW,0.17%
874039100,TSM,TAIWAN SEMICONDUCTOR MFG LTD,35736,13504,6.21M,2.35M,+60.7%,0.45%
91332U101,U,UNITY SOFTWARE INC,98243,98243,2.22M,2.22M,NEW,0.16%
052769106,ADSK,AUTODESK INC,7685,7685,2.12M,2.12M,NEW,0.15%
40415F101,HDB,HDFC BANK LTD,726064,29811,45.42M,1.86M,+4.3%,3.3%
443573100,HUBS,HUBSPOT INC,3036,3036,1.61M,1.61M,NEW,0.12%
243537107,DECK,DECKERS OUTDOOR CORP,13882,9300,2.21M,1.48M,+203%,0.16%
631103108,NDAQ,NASDAQ INC,20014,20014,1.46M,1.46M,NEW,0.11%
09075V102,BNTX,BIONTECH SE,10678,10678,1.27M,1.27M,NEW,0.09%
881624209,TEVA,TEVA PHARMACEUTICAL INDS LTD,58557,58557,1.06M,1.06M,NEW,0.08%
55354G100,MSCI,MSCI INC,6212,1597,3.62M,930.94K,+34.6%,0.26%
25809K105,DASH,DOORDASH INC,6107,6107,871.65K,871.65K,NEW,0.06%
01609W102,BABA,ALIBABA GROUP HLDG LTD,7220,7220,766.19K,766.19K,NEW,0.06%
532457108,LLY,ELI LILLY & CO,793,793,702.55K,702.55K,NEW,0.05%
136375102,CNI,CANADIAN NATL RY CO,35687,5537,4.18M,648.66K,+18.4%,0.31%
595112103,MU,MICRON TECHNOLOGY INC,31969,3380,3.32M,350.54K,+11.8%,0.24%
50202M102,LI,LI AUTO INC,12208,12208,313.13K,313.13K,NEW,0.02%
L44385109,GLOB,GLOBANT S A,1268,1268,251.24K,251.24K,NEW,0.02%
84265V105,SCCO,SOUTHERN COPPER CORP,2016,2016,233.19K,233.19K,NEW,0.02%
500767306,KWEB,KRANESHARES TRUST,6093,6093,207.28K,207.28K,NEW,0.02%
902252105,TYL,TYLER TECHNOLOGIES INC,347,347,202.55K,202.55K,NEW,0.01%
91531W106,TIGR,UP FINTECH HLDG LTD,10395,10395,55.51K,55.51K,NEW,<.01%
464287184,FXI,ISHARES TR,1566,1566,49.77K,49.77K,NEW,<.01%
Y2065G121,DHT,DHT HOLDINGS INC,13780,-341,151.99K,-3.76K,-2.4%,0.01%
82489W107,SHLS,SHOALS TECHNOLOGIES GROUP IN,0,-11320,0,-70.64K,CLOSE,0%
639057207,NWG,NATWEST GROUP PLC,10404,-10038,97.38K,-93.96K,-49.1%,<.01%
60937P106,MDB,MONGODB INC,7320,-652,1.98M,-176.27K,-8.2%,0.14%
48251W104,KKR,KKR & CO INC,4567,-1514,596.36K,-197.7K,-24.9%,0.04%
00724F101,ADBE,ADOBE INC,8391,-450,4.34M,-233K,-5.1%,0.32%
253868103,DLR,DIGITAL RLTY TR INC,0,-1607,0,-244.34K,CLOSE,0%
11271J107,BN,BROOKFIELD CORP,64433,-4850,3.42M,-257.78K,-7%,0.25%
92826C839,V,VISA INC,5742,-1150,1.58M,-316.19K,-16.7%,0.12%
759530108,RELX,RELX PLC,34050,-9974,1.62M,-473.37K,-22.7%,0.12%
18915M107,NET,CLOUDFLARE INC,0,-6231,0,-516.11K,CLOSE,0%
02005N100,ALLY,ALLY FINL INC,0,-13999,0,-555.34K,CLOSE,0%
70432V102,PAYC,PAYCOM SOFTWARE INC,0,-5826,0,-833.35K,CLOSE,0%
70438V106,PCTY,PAYLOCITY HLDG CORP,0,-8717,0,-1.15M,CLOSE,0%
57636Q104,MA,MASTERCARD INCORPORATED,4786,-2849,2.36M,-1.41M,-37.3%,0.17%
98980G102,ZS,ZSCALER INC,10923,-8815,1.87M,-1.51M,-44.7%,0.14%
