CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
482497104,BEKE,KE HLDGS INC,680757,680757,13.55M,13.55M,NEW,5.1%
595112103,MU,MICRON TECHNOLOGY INC,486315,95643,50.44M,9.92M,+24.5%,18.9%
037833100,AAPL,APPLE INC,230030,29870,53.6M,6.96M,+14.9%,20.1%
056752108,BIDU,BAIDU INC,9289,0,978.04K,0,NO CHANGE,0.37%
47215P106,JD,JD.COM INC,11,0,440,0,NO CHANGE,<.01%
46267XAE8,IQ,IQIYI INC,0,-200000,0,-198.66K,CLOSE,0%
67066G104,NVDA,NVIDIA CORPORATION,66062,-16163,8.02M,-1.96M,-19.7%,3%
722304AC6,PDD,PDD HOLDINGS INC,0,-2000000,0,-1.96M,CLOSE,0%
01609W102,BABA,ALIBABA GROUP HLDG LTD,514922,-19802,54.64M,-2.1M,-3.7%,20.5%
747525103,QCOM,QUALCOMM INC,304619,-29240,51.8M,-4.97M,-8.8%,19.5%
92206C409,VCSH,VANGUARD SCOTTSDALE FDS,144516,-128000,11.48M,-10.17M,-47%,4.3%
88160R101,TSLA,TESLA INC,70059,-93659,18.33M,-24.5M,-57.2%,6.9%
42824C109,HPE,HEWLETT PACKARD ENTERPRISE C,164163,-1245083,3.36M,-25.47M,-88.4%,1.3%
Total,,,,,266.2M,-40.91M,-13.9%,100%
