CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
047649108,ATKR,ATKORE INC,321203,321203,27.22M,27.22M,NEW,0.85%
78464A698,KRE,SPDR S&P REGIONAL BANKING,683750,307023,38.7M,17.38M,+81.5%,1.2%
172967424,C,CITIGROUP INC,418651,258651,26.21M,16.19M,+161.7%,0.82%
G7997W102,SDRL,SEADRILL LIMITED,399817,399817,15.89M,15.89M,NEW,0.5%
88337F105,ODP,ODP CORP/THE,358570,320305,10.67M,9.53M,+837.1%,0.33%
87422Q109,TLN,TALEN ENERGY CORP,50000,50000,8.91M,8.91M,NEW,0.28%
45768S105,IOSP,INNOSPEC INC,113327,53481,12.82M,6.05M,+89.4%,0.4%
595112103,MU,MICRON TECHNOLOGY INC,40000,40000,4.15M,4.15M,NEW,0.13%
82846H405,QXO,QXO INC,292631,254260,4.61M,4.01M,+662.6%,0.14%
78468R556,XOP,SPDR S&P OIL & GAS EXP & PR,30000,30000,3.95M,3.95M,NEW,0.12%
H8817H100,RIG,TRANSOCEAN LTD,6607832,798735,28.08M,3.39M,+13.7%,0.88%
45784J303,VATE,INNOVATE CORP,406883,406883,1.51M,1.51M,NEW,0.05%
502160104,LXU,LSB INDUSTRIES INC,2578286,127790,20.73M,1.03M,+5.2%,0.65%
09624H208,BXC,BLUELINX HOLDINGS INC,494344,9182,52.11M,967.97K,+1.9%,1.6%
84445C100,SLND,SOUTHLAND HOLDINGS INC,314735,246570,1.16M,912.31K,+361.7%,0.04%
G29687103,AVDL,AVADEL PHARMACEUTICALS,5805440,65297,76.14M,856.37K,+1.1%,2.4%
26205E107,DTI,DRILLING TOOLS INTERNATIONAL,434934,147552,1.62M,550.37K,+51.3%,0.05%
023139884,OSG,AMBAC FINANCIAL GROUP INC,527538,48225,5.91M,540.6K,+10.1%,0.19%
03074A102,ASRV,AMERISERV FINANCIAL INC,1572987,157220,4.11M,410.34K,+11.1%,0.13%
G0585R106,AGO,ASSURED GUARANTY LTD,45102,5000,3.59M,397.6K,+12.5%,0.11%
83191H107,SND,SMART SAND INC,1218402,178013,2.4M,350.69K,+17.1%,0.08%
88162F105,TTI,TETRA TECHNOLOGIES INC,5244374,106628,16.26M,330.55K,+2.1%,0.51%
33744V103,FUSB,FIRST US BANCSHARES INC,361084,18061,3.99M,199.57K,+5.3%,0.13%
958102105,WDC,WESTERN DIGITAL CORP,262605,2605,17.93M,177.9K,+1%,0.56%
21867A105,CLB,CORE LABORATORIES INC,460722,9095,8.54M,168.53K,+2%,0.27%
44951J105,IROQ,IF BANCORP INC,326382,8134,6.58M,164.06K,+2.6%,0.21%
358435105,FRD,FRIEDMAN INDUSTRIES,453129,7463,7.26M,119.56K,+1.7%,0.23%
458140100,INTC,INTEL CORP,30000,5000,703.8K,117.3K,+20%,0.02%
05603E208,BVFL,BV FINANCIAL INC,141262,5011,2.17M,76.92K,+3.7%,0.07%
464287630,IWN,ISHARES RUSSELL 2000 VALUE E,121876,0,20.33M,0,NO CHANGE,0.64%
703343103,PATK,PATRICK INDUSTRIES INC,90059,0,12.82M,0,NO CHANGE,0.4%
760281204,RBCAA,REPUBLIC BANCORP INC-CLASS A,146709,0,9.58M,0,NO CHANGE,0.3%
48253L205,KLXE,KLX ENERGY SERVICES HOLDING,1673219,0,9.15M,0,NO CHANGE,0.29%
40424G108,,HMN FINANCIAL INC,323577,0,9.03M,0,NO CHANGE,0.28%
320866106,FMBH,FIRST MID BANCSHARES INC,215119,0,8.37M,0,NO CHANGE,0.26%
710577107,PEBK,PEOPLES BANCORP OF NC,217763,0,5.53M,0,NO CHANGE,0.17%
33741H107,FUNC,FIRST UNITED CORP,178352,0,5.32M,0,NO CHANGE,0.17%
G1466R173,BORR,BORR DRILLING LTD,850000,0,4.67M,0,NO CHANGE,0.15%
825107105,SHBI,SHORE BANCSHARES INC,283410,0,3.96M,0,NO CHANGE,0.12%
46138G474,PSCE,INVESCO S&P SMALLCAP ENERGY,78869,0,3.87M,0,NO CHANGE,0.12%
65441V101,NINE,NINE ENERGY SERVICE INC,3398424,0,3.84M,0,NO CHANGE,0.12%
174903104,CZWI,CITIZENS COMMUNITY BANCORP I,250959,0,3.56M,0,NO CHANGE,0.11%
86722A103,SXC,SUNCOKE ENERGY INC,272591,0,2.37M,0,NO CHANGE,0.07%
H42097107,UBS,UBS GROUP AG-REG,75000,0,2.32M,0,NO CHANGE,0.07%
31931U102,FRBA,FIRST BANK/HAMILTON NJ,70404,0,1.07M,0,NO CHANGE,0.03%
78408D105,SBFG,SB FINANCIAL GROUP INC,48823,0,1M,0,NO CHANGE,0.03%
