CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
35969L108,YMM,FULL TRUCK ALLIANCE CO LTD,13740729,13740729,123.8M,123.8M,NEW,9.1%
92763W103,VIPS,VIPSHOP HLDGS LTD,7640288,7640288,120.18M,120.18M,NEW,8.8%
722304102,PDD,PDD HOLDINGS INC,3554719,770539,479.21M,103.88M,+27.7%,35.2%
04965M106,ATAT,ATOUR LIFESTYLE HOLDINGS LTD,5639562,3588469,146.29M,93.08M,+175%,10.7%
090040106,BILI,BILIBILI INC,3793582,1860496,88.69M,43.5M,+96.2%,6.5%
423403104,MOMO,HELLO GROUP INC,4043817,4043817,30.77M,30.77M,NEW,2.3%
74969N103,RLX,RLX TECHNOLOGY INC,28440248,7159064,51.48M,12.96M,+33.6%,3.8%
65487X102,NOAH,NOAH HLDGS LTD,124149,124149,1.53M,1.53M,NEW,0.11%
25809K105,DASH,DOORDASH INC,178869,0,25.53M,0,NO CHANGE,1.9%
98923K103,ZK,ZEEKR INTELLIGENT TECHNOLOGY,12982,0,289.37K,0,NO CHANGE,0.02%
50202M102,LI,LI AUTO INC,1254400,-393662,32.18M,-10.1M,-23.9%,2.4%
88557W101,QFIN,QIFU TECHNOLOGY INC,763509,-1972771,22.76M,-58.81M,-72.1%,1.7%
81141R100,SE,SEA LTD,2537398,-2283682,239.23M,-215.31M,-47.4%,17.6%
Total,,,,,1.36B,245.5M,+26.6%,100%
