CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
037833100,AAPL,APPLE INC,60000,60000,13.98M,13.98M,NEW,9.3%
N07059210,ASML,ASML HOLDING N V,3000,3000,2.5M,2.5M,NEW,1.7%
647581206,EDU,NEW ORIENTAL ED & TECHNOLOGY,146150,3630,11.08M,275.3K,+2.5%,7.4%
Y8162K204,SBLK,STAR BULK CARRIERS CORP.,540000,0,12.79M,0,NO CHANGE,8.5%
N6596X109,NXPI,NXP SEMICONDUCTORS N V,15000,0,3.6M,0,NO CHANGE,2.4%
861012102,STM,STMICROELECTRONICS N V,70000,0,2.08M,0,NO CHANGE,1.4%
24703L202,DELL,DELL TECHNOLOGIES INC,330000,-10000,39.12M,-1.19M,-2.9%,26%
682189105,ON,ON SEMICONDUCTOR CORP,0,-25000,0,-1.71M,CLOSE,0%
29355A107,ENPH,ENPHASE ENERGY INC,0,-37000,0,-3.69M,CLOSE,0%
573874104,MRVL,MARVELL TECHNOLOGY INC,45000,-70000,3.25M,-5.05M,-60.9%,2.2%
67066G104,NVDA,NVIDIA CORPORATION,430000,-45000,52.22M,-5.46M,-9.5%,34.8%
92537N108,VRT,VERTIV HOLDINGS CO,0,-145000,0,-12.55M,CLOSE,0%
722304102,PDD,PDD HOLDINGS INC,71230,-111230,9.6M,-14.99M,-61%,6.4%
11135F101,AVGO,BROADCOM INC,0,-14000,0,-22.48M,CLOSE,0%
Total,,,,,150.22M,-50.37M,-24.1%,100%
