CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
852234103,XYZ,BLOCK INC,1001500,88000,67.23M,5.91M,+9.6%,4.5%
19260Q107,COIN,COINBASE GLOBAL INC,394100,17650,70.22M,3.14M,+4.7%,4.7%
770700102,HOOD,ROBINHOOD MKTS INC,36211623,4540,863.95M,108.32K,+0%,57.9%
G6683N103,NU,NU HLDGS LTD,20668753,0,282.13M,0,NO CHANGE,18.9%
81141R100,SE,SEA LTD,1100179,0,103.72M,0,NO CHANGE,7%
77664L207,ROOT,ROOT INC,1668003,0,63.02M,0,NO CHANGE,4.2%
G29018101,DLO,DLOCAL LTD,3891900,0,31.14M,0,NO CHANGE,2.1%
58733R102,MELI,MERCADOLIBRE INC,4633,0,9.51M,0,NO CHANGE,0.64%
389637109,GBTC,GRAYSCALE BITCOIN TR BTC,29309,0,1.48M,0,NO CHANGE,0.1%
Total,,,,,1.49B,9.16M,+0.6%,100%
