CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
03674X106,AR,ANTERO RESOURCES CORP,1126000,290000,32.26M,8.31M,+34.7%,9.6%
N07059210,ASML,ASML HOLDING N V,6500,6500,5.42M,5.42M,NEW,1.6%
L7579L106,PRM.MX,PERIMETER SOLUTIONS SA,2700000,400000,36.31M,5.38M,+17.4%,10.8%
92537N108,VRT,VERTIV HOLDINGS CO,160000,45000,15.92M,4.48M,+39.1%,4.7%
278768106,ECHO,ECHOSTAR CORP,2320837,167628,57.6M,4.16M,+7.8%,17.1%
Q4982L109,IREN,IRIS ENERGY LTD,940000,470000,7.93M,3.97M,+100%,2.4%
21874A106,CORZ,CORE SCIENTIFIC INC NEW,794813,294813,9.43M,3.5M,+59%,2.8%
36828A101,GEV,GE VERNOVA INC,60000,0,15.3M,0,NO CHANGE,4.6%
920253101,VMI,VALMONT INDS INC,40000,0,11.6M,0,NO CHANGE,3.5%
G4124C117,GRABW,GRAB HOLDINGS LIMITED,80000,0,19.13K,0,NO CHANGE,<.01%
09609G100,,BLUEBIRD BIO INC,0,-87400,0,-86.02K,CLOSE,0%
09075P105,BTAI,BIOXCEL THERAPEUTICS INC,0,-83900,0,-107.39K,CLOSE,0%
98943L107,ZNTL,ZENTALIS PHARMACEUTICALS INC,0,-32400,0,-132.52K,CLOSE,0%
019818103,ALVR,ALLOVIR INC,0,-215700,0,-156.02K,CLOSE,0%
01671P100,ALLK,ALLAKOS INC,0,-186100,0,-186.1K,CLOSE,0%
556099109,MGNX,MACROGENICS INC,0,-43800,0,-186.15K,CLOSE,0%
37427G101,GETR,GETAROUND INC,0,-1348153,0,-188.74K,CLOSE,0%
78667J108,SAGE,SAGE THERAPEUTICS INC,0,-17500,0,-190.05K,CLOSE,0%
20454B104,CMPX,COMPASS THERAPEUTICS INC,0,-199000,0,-199K,CLOSE,0%
81750R102,,SERES THERAPEUTICS INC,0,-292300,0,-211.57K,CLOSE,0%
N90064101,QURE,UNIQURE NV,0,-48500,0,-217.28K,CLOSE,0%
76029N106,REPL,REPLIMUNE GROUP INC,0,-30500,0,-274.5K,CLOSE,0%
75943R102,RLAY,RELAY THERAPEUTICS INC,0,-42400,0,-276.45K,CLOSE,0%
19249H103,CHRS,COHERUS BIOSCIENCES INC,0,-168100,0,-290.81K,CLOSE,0%
019770106,ALLO,ALLOGENE THERAPEUTICS INC,0,-128400,0,-299.17K,CLOSE,0%
03969T109,ARCT,ARCTURUS THERAPEUTICS HLDGS,0,-13100,0,-318.99K,CLOSE,0%
98985Y108,ZYME,ZYMEWORKS INC,0,-38700,0,-329.34K,CLOSE,0%
282559103,ETNB,89BIO INC,0,-44500,0,-356.44K,CLOSE,0%
03969F109,RCUS,ARCUS BIOSCIENCES INC,0,-23700,0,-360.95K,CLOSE,0%
29479A108,ERAS,ERASCA INC,0,-166200,0,-392.23K,CLOSE,0%
449585108,IGMS,IGM BIOSCIENCES INC,0,-64900,0,-445.86K,CLOSE,0%
29251M106,ENTA,ENANTA PHARMACEUTICALS INC,0,-35100,0,-455.25K,CLOSE,0%
89422G107,TVTX,TRAVERE THERAPEUTICS INC,0,-55800,0,-458.68K,CLOSE,0%
31189P102,FATE,FATE THERAPEUTICS INC,0,-146100,0,-479.21K,CLOSE,0%
00847X104,AGIO,AGIOS PHARMACEUTICALS INC,0,-15100,0,-651.11K,CLOSE,0%
31572Q808,,FIBROGEN INC,0,-768400,0,-685.64K,CLOSE,0%
02155H200,ALT,ALTIMMUNE INC,0,-109800,0,-730.17K,CLOSE,0%
670002401,NVAX,NOVAVAX INC,0,-60300,0,-763.4K,CLOSE,0%
67080M103,NRIX,NURIX THERAPEUTICS INC,0,-56800,0,-1.19M,CLOSE,0%
03969K108,ARQT,ARCUTIS BIOTHERAPEUTICS INC,0,-170900,0,-1.59M,CLOSE,0%
02079K305,GOOGL,ALPHABET INC,153000,-30000,25.38M,-4.98M,-16.4%,7.6%
595112103,MU,MICRON TECHNOLOGY INC,340432,-90568,35.31M,-9.39M,-21%,10.5%
023135106,AMZN,AMAZON COM INC,182000,-58000,33.91M,-10.81M,-24.2%,10.1%
594918104,MSFT,MICROSOFT CORP,51000,-29000,21.95M,-12.48M,-36.2%,6.5%
88337F105,ODP,THE ODP CORP,0,-400000,0,-15.71M,CLOSE,0%
893641100,TDG,TRANSDIGM GROUP INC,19371,-13000,27.64M,-18.55M,-40.2%,8.2%
Total,,,,,335.97M,-48.91M,-13.4%,100%
