CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
11135F101,AVGO,BROADCOM INC,59500,54025,10.26M,9.32M,+986.8%,4%
30303M102,META,META PLATFORMS INC,31436,4845,18M,2.77M,+18.2%,7.1%
037833100,AAPL,APPLE INC,142501,10275,33.2M,2.39M,+7.8%,13%
594918104,MSFT,MICROSOFT CORP,30452,2830,13.1M,1.22M,+10.2%,5.1%
25459W458,SOXL,DIREXION SHS ETF TR,256720,29750,9.42M,1.09M,+13.1%,3.7%
532457108,LLY,ELI LILLY & CO,2910,970,2.58M,859.36K,+50%,1%
64110L106,NFLX,NETFLIX INC,1554,534,1.1M,378.75K,+52.4%,0.43%
464287556,IBB,ISHARES TR,14500,2175,2.11M,316.68K,+17.6%,0.83%
74347R206,QLD,PROSHARES TR,131860,2850,13.28M,287K,+2.2%,5.2%
88160R101,TSLA,TESLA INC,1085,1085,283.87K,283.87K,NEW,0.11%
74347R214,BIB,PROSHARES TR,14000,4000,892.57K,255.02K,+40%,0.35%
G1151C101,ACN,ACCENTURE PLC IRELAND,600,600,212.09K,212.09K,NEW,0.08%
25459W862,SPXL,DIREXION SHS ETF TR,33975,800,5.57M,131.16K,+2.4%,2.2%
46090E103,QQQ,INVESCO QQQ TR,4920,235,2.4M,114.7K,+5%,0.94%
81762P102,NOW,SERVICENOW INC,700,100,626.07K,89.44K,+16.7%,0.25%
007903107,AMD,ADVANCED MICRO DEVICES INC,4643,364,761.82K,59.73K,+8.5%,0.3%
02079K305,GOOGL,ALPHABET INC,62226,119,10.32M,19.74K,+0.2%,4%
29273V100,ET,ENERGY TRANSFER L P,15500,500,248.78K,8.03K,+3.3%,0.1%
46625H100,JPM,JPMORGAN CHASE & CO.,2803,16,591.04K,3.37K,+0.6%,0.23%
247361702,DAL,DELTA AIR LINES INC DEL,4845,45,246.08K,2.29K,+0.9%,0.1%
02079K107,GOOG,ALPHABET INC,6653,13,1.11M,2.17K,+0.2%,0.44%
478160104,JNJ,JOHNSON & JOHNSON,1960,13,317.64K,2.11K,+0.7%,0.12%
N6596X109,NXPI,NXP SEMICONDUCTORS N V,8830,0,2.12M,0,NO CHANGE,0.83%
78462F103,SPY,SPDR S&P 500 ETF TR,2251,0,1.29M,0,NO CHANGE,0.51%
25434V401,DFUS,DIMENSIONAL ETF TRUST,7420,0,461.52K,0,NO CHANGE,0.18%
023135106,AMZN,AMAZON COM INC,35187,-83,6.56M,-15.47K,-0.2%,2.6%
852234103,XYZ,BLOCK INC,3210,-350,215.49K,-23.5K,-9.8%,0.08%
907818108,UNP,UNION PAC CORP,5435,-100,1.34M,-24.65K,-1.8%,0.53%
464287721,IYW,ISHARES TR,11775,-275,1.79M,-41.7K,-2.3%,0.7%
747525103,QCOM,QUALCOMM INC,2249,-459,382.44K,-78.05K,-16.9%,0.15%
654106103,NKE,NIKE INC,7311,-991,646.29K,-87.6K,-11.9%,0.25%
09260D107,BX,BLACKSTONE INC,6175,-1000,945.58K,-153.13K,-13.9%,0.37%
31428X106,FDX,FEDEX CORP,1730,-700,473.47K,-191.58K,-28.8%,0.19%
25459W847,TNA,DIREXION SHS ETF TR,93080,-5650,4.13M,-250.52K,-5.7%,1.6%
697435105,PANW,PALO ALTO NETWORKS INC,13678,-1075,4.68M,-367.43K,-7.3%,1.8%
92189F676,SMH,VANECK ETF TRUST,15790,-1500,3.88M,-368.18K,-8.7%,1.5%
254687106,DIS,DISNEY WALT CO,0,-4570,0,-453.75K,CLOSE,0%
90353T100,UBER,UBER TECHNOLOGIES INC,41275,-8475,3.1M,-636.98K,-17%,1.2%
86800U104,SUPER,SUPER MICRO COMPUTER INC,0,-1750,0,-1.43M,CLOSE,0%
042068205,ARM,ARM HOLDINGS PLC,9725,-13950,1.39M,-1.99M,-58.9%,0.55%
67066G104,NVDA,NVIDIA CORPORATION,782796,-18324,95.06M,-2.23M,-2.3%,37.3%
Total,,,,,255.09M,11.47M,+4.5%,100%
