CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
443573100,HUBS,HUBSPOT INC,21500,21500,12.68M,12.68M,NEW,7.8%
53229C107,LSPD,LIGHTSPEED COMMERCE INC,675000,675000,9.24M,9.24M,NEW,5.7%
15101Q207,CLS,CELESTICA INC,140000,140000,8.03M,8.03M,NEW,4.9%
92340V107,VRN,VEREN INC,901800,901800,7.1M,7.1M,NEW,4.3%
G16258108,BEP,BROOKFIELD RENEWABLE PARTNER,250000,250000,6.19M,6.19M,NEW,3.8%
747525103,QCOM,QUALCOMM INC,26600,26600,5.3M,5.3M,NEW,3.2%
443628102,HBM,HUDBAY MINERALS INC,500000,500000,4.53M,4.53M,NEW,2.8%
848560306,SPIR,SPIRE GLOBAL INC,405000,325000,4.39M,3.52M,+406.2%,2.7%
706327103,PBA,PEMBINA PIPELINE,78900,78900,2.93M,2.93M,NEW,1.8%
00217D100,ASTS,AST SPACEMOBILE INC,250000,250000,2.9M,2.9M,NEW,1.8%
44955L106,IAUX,I-80 GOLD CORP,1669800,1669800,1.8M,1.8M,NEW,1.1%
39525U107,GFR,GREENFIRE RESOURCES LTD,130000,130000,877.5K,877.5K,NEW,0.54%
12685JAG0,CABO,CABLE ONE INC,1000000,1000000,745.97K,745.97K,NEW,0.46%
87241L109,TFII,TFI INTERNATIONAL INC,20000,1000,2.9M,145.16K,+5.3%,1.8%
15135U109,CVE,CENOVUS ENERGY INC,320000,5000,6.29M,98.3K,+1.6%,3.9%
192108504,CDE,COEUR MINING INC,7704725,0,43.3M,0,NO CHANGE,26.5%
05534B760,BCE,BCE INC,140000,0,4.53M,0,NO CHANGE,2.8%
29250N105,ENB,ENBRIDGE INC,115000,0,4.09M,0,NO CHANGE,2.5%
74022D407,PDS,PRECISION DRILLING CORP,52770,0,3.71M,0,NO CHANGE,2.3%
879512309,TSAT,TELESAT CORP,0,-50000,0,-426K,CLOSE,0%
656811106,NOA,NORTH AMERICAN CONSTRUCTION,377907,-25000,7.29M,-482K,-6.2%,4.5%
10170A100,BOLD,BOUNDLESS BIO INC,0,-50000,0,-712.5K,CLOSE,0%
13321L108,CCJ,CAMECO CORP,45000,-15500,2.21M,-762.6K,-25.6%,1.4%
68620P705,OGI.TO,ORGANIGRAM HOLDINGS INC,0,-575000,0,-1.24M,CLOSE,0%
750491102,RDNT,RADNET INC,40000,-25000,2.5M,-1.56M,-38.5%,1.5%
780087102,RY,ROYAL BANK OF CANADA,35000,-15000,3.72M,-1.6M,-30%,2.3%
29786A106,ETSY,ETSY INC,0,-29700,0,-2.04M,CLOSE,0%
29269R105,EFXT,ENERFLEX LTD,1379900,-400000,7.45M,-2.16M,-22.5%,4.6%
04916EAB0,,ATLANTICA JERSEY LTD,0,-2950000,0,-2.84M,CLOSE,0%
375916103,GIL,GILDAN ACTIVEWEAR INC,0,-77400,0,-2.87M,CLOSE,0%
74167P108,PRMW,PRIMO WATER CORP,0,-215000,0,-3.92M,CLOSE,0%
74880P104,QIPT,QUIPT HOME MEDICAL CORP,0,-955700,0,-4.18M,CLOSE,0%
878742204,TECK,TECK RESOURCES LTD-CLS B,179306,-112200,8.59M,-5.37M,-38.5%,5.3%
22576C101,,CRESCENT POINT ENERGY CORP,0,-726800,0,-5.95M,CLOSE,0%
67079A102,,NUVEI CORP,0,-275980,0,-8.73M,CLOSE,0%
683715106,OTEX,OPEN TEXT CORP,0,-285345,0,-11.08M,CLOSE,0%
15101Q108,,CELESTICA INC,0,-282500,0,-12.7M,CLOSE,0%
351858105,FNV,FRANCO NEVADA CORP,0,-129400,0,-15.42M,CLOSE,0%
11284V105,BEPC.TO,BROOKFIELD RENEWABLE CORP,0,-762800,0,-18.74M,CLOSE,0%
Total,,,,,163.3M,-36.7M,-19.7%,100%
