CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
59522J103,MAA,Mid-Amer Apt Cmntys Inc,644190,644190,91.87M,91.87M,NEW,3.3%
718172109,PM,Philip Morris Intl Inc,889355,889355,90.12M,90.12M,NEW,3.2%
19247G107,COHR,Coherent Corp,3589540,1064470,260.1M,77.13M,+42.2%,9.2%
133131102,CPT,Camden Ppty Tr,577915,577915,63.06M,63.06M,NEW,2.2%
G3643J108,FLUT,Flutter Entmt Plc,335076,335076,61.17M,61.17M,NEW,2.2%
58733R102,MELI,Mercadolibre Inc,36493,36493,59.97M,59.97M,NEW,2.1%
49456B101,KMI,Kinder Morgan Inc Del,6753165,2872665,134.19M,57.08M,+74%,4.8%
36828A101,GEV,Ge Vernova Inc,297068,297068,50.95M,50.95M,NEW,1.8%
85205L107,SWTX,Springworks Therapeutics Inc,1021367,1021367,38.48M,38.48M,NEW,1.4%
68404L201,OPCH,Option Care Health Inc,1871818,1185613,51.85M,32.84M,+172.8%,1.8%
G7997R103,STX,Seagate Technology Hldngs Pl,1755278,316295,181.27M,32.66M,+22%,6.4%
00724F101,ADBE,Adobe Inc,36685,36685,20.38M,20.38M,NEW,0.72%
984245100,YPF,Ypf Sociedad Anonima,638435,638435,12.85M,12.85M,NEW,0.46%
06738E204,BCS,Barclays Plc,2075455,1024100,22.23M,10.97M,+97.4%,0.79%
538034109,LYV,Live Nation Entertainment In,103100,103100,9.66M,9.66M,NEW,0.34%
88080T104,WULF,Terawulf Inc,2090000,2090000,9.3M,9.3M,NEW,0.33%
234264109,DAKT,Daktronics Inc,2493605,420161,34.79M,5.86M,+20.3%,1.2%
37950E259,ARGT,Global X Fds,282000,88100,16.02M,5M,+45.4%,0.57%
632307104,NTRA,Natera Inc,1974880,45500,213.86M,4.93M,+2.4%,7.6%
88023U101,SGI,Tempur Sealy Intl Inc,103100,103100,4.88M,4.88M,NEW,0.17%
81141R100,SE,Sea Ltd,66900,66900,4.78M,4.78M,NEW,0.17%
67066G104,NVDA,Nvidia Corporation,214060,38117,26.45M,4.71M,+21.7%,0.94%
399909100,GGAL,Grupo Financiero Galicia S.A,475763,153900,14.54M,4.7M,+47.8%,0.52%
26884L109,EQT,Eqt Corp,121000,121000,4.47M,4.47M,NEW,0.16%
12008R107,BLDR,Builders Firstsource Inc,29385,29385,4.07M,4.07M,NEW,0.14%
05961W105,BMA,Banco Macro Sa,273130,64400,15.66M,3.69M,+30.9%,0.56%
558256103,MSGE,Madison Square Garden Entmt,694225,54425,23.76M,1.86M,+8.5%,0.84%
86366E106,GPCR,Structure Therapeutics Inc,37700,37700,1.48M,1.48M,NEW,0.05%
457669307,INSM,Insmed Inc,20000,20000,1.34M,1.34M,NEW,0.05%
00534A102,IVVD,Invivyd Inc,571425,571425,629K,629K,NEW,0.02%
89680M101,TLSI,Trisalus Life Sciences Inc,426921,110966,2.36M,612.64K,+35.1%,0.08%
92840M102,VST,Vistra Corp,2625231,0,225.72M,0,NO CHANGE,8%
980745103,WWD,Woodward Inc,954230,0,166.4M,0,NO CHANGE,5.9%
98980F104,GTM,Zoominfo Technologies Inc,5881906,0,75.11M,0,NO CHANGE,2.7%
69608A108,PLTR,Palantir Technologies Inc,769965,0,19.5M,0,NO CHANGE,0.69%
22663K107,CRNX,Crinetics Pharmaceuticals In,309000,0,13.84M,0,NO CHANGE,0.49%
099502106,BAH,Booz Allen Hamilton Hldg Cor,83841,0,12.9M,0,NO CHANGE,0.46%
46266C105,IQV,Iqvia Hldgs Inc,60360,0,12.76M,0,NO CHANGE,0.45%
82686Q101,SLN,Silence Therapeutics Plc,387400,0,7.36M,0,NO CHANGE,0.26%
92337F107,VCYT,Veracyte Inc,259944,0,5.63M,0,NO CHANGE,0.2%
00130H105,AES,Aes Corp,314750,0,5.53M,0,NO CHANGE,0.2%
G61188101,LBTYA,Liberty Global Ltd,275275,0,4.8M,0,NO CHANGE,0.17%
G61188127,LBTYK,Liberty Global Ltd,261875,0,4.67M,0,NO CHANGE,0.17%
03940C100,ACLX,Arcellx Inc,74100,0,4.09M,0,NO CHANGE,0.15%
088786108,BCYC,Bicycle Therapeutics Plc,190200,0,3.85M,0,NO CHANGE,0.14%
G4701H109,IHS,Ihs Holding Limited,770310,0,2.46M,0,NO CHANGE,0.09%
879273209,TEO,Telecom Argentina Sa,143051,0,1.03M,0,NO CHANGE,0.04%
67080M103,NRIX,Nurix Therapeutics Inc,44200,0,922K,0,NO CHANGE,0.03%
G65163100,JOBY,Joby Aviation Inc,22492,0,115K,0,NO CHANGE,<.01%
G29183103,ETN,Eaton Corp Plc,0,-1090,0,-341K,CLOSE,0%
88322Q108,TGTX,Tg Therapeutics Inc,0,-280000,0,-4.26M,CLOSE,0%
61559X104,MLTX,Moonlake Immunotherapeutics,0,-87500,0,-4.39M,CLOSE,0%
M87915274,TSEM,Tower Semiconductor Ltd,0,-146400,0,-4.9M,CLOSE,0%
958102105,WDC,Western Digital Corp.,0,-73505,0,-5.02M,CLOSE,0%
65340P106,NXE,Nexgen Energy Ltd,0,-712000,0,-5.53M,CLOSE,0%
52490G102,LEGN,Legend Biotech Corp,0,-114500,0,-6.42M,CLOSE,0%
629377508,NRG,Nrg Energy Inc,0,-96885,0,-6.56M,CLOSE,0%
12674W109,CABA,Cabaletta Bio Inc,0,-417000,0,-7.11M,CLOSE,0%
21037T109,CEG,Constellation Energy Corp,0,-39081,0,-7.22M,CLOSE,0%
55826T102,SPHR,Sphere Entertainment Co,122411,-214414,4.29M,-7.52M,-63.7%,0.15%
874054109,TTWO,Take-Two Interactive Softwar,0,-55320,0,-8.21M,CLOSE,0%
36118A100,,Fusion Pharmaceuticals Inc,0,-399748,0,-8.52M,CLOSE,0%
75734B100,RDDT,Reddit Inc,0,-175000,0,-8.63M,CLOSE,0%
799566104,SANA,Sana Biotechnology Inc,0,-984000,0,-9.84M,CLOSE,0%
06417N103,OZK,Bank Ozk Little Rock Ark,0,-234200,0,-10.65M,CLOSE,0%
35671D857,FCX,Freeport-Mcmoran Inc,1153135,-225740,56.04M,-10.97M,-16.4%,2%
65249B208,NWS,News Corp New,635850,-418125,18.05M,-11.87M,-39.7%,0.64%
17243V102,CNK,Cinemark Hldgs Inc,400792,-677843,8.66M,-14.65M,-62.8%,0.31%
