CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
92556H206,PSKY,PARAMOUNT GLOBAL,29937007,25829185,311.05M,268.37M,+628.8%,10.5%
67066G104,NVDA,NVIDIA CORPORATION,578660,520794,71.49M,64.34M,+900%,2.4%
88023B103,TEM,TEMPUS AI INC,933859,933859,32.69M,32.69M,NEW,1.1%
75629V104,RXRX,RECURSION PHARMACEUTICALS IN,3675077,1500000,27.56M,11.25M,+69%,0.93%
874039100,TSM,TAIWAN SEMICONDUCTOR MFG LTD,185000,50000,32.15M,8.69M,+37%,1.1%
88160R101,TSLA,TESLA INC,75461,35000,14.93M,6.93M,+86.5%,0.5%
366505105,GTX,GARRETT MOTION INC,800000,800000,6.87M,6.87M,NEW,0.23%
146869102,CVNA,CARVANA CO,3776747,52833,486.14M,6.8M,+1.4%,16.3%
66987E206,NG,NOVAGOLD RES INC,19428261,1790528,67.22M,6.2M,+10.2%,2.3%
90353T100,UBER,UBER TECHNOLOGIES INC,78596,78596,5.71M,5.71M,NEW,0.19%
594918104,MSFT,MICROSOFT CORP,102560,12034,45.84M,5.38M,+13.3%,1.5%
60770K107,MRNA,MODERNA INC,348095,45000,41.34M,5.34M,+14.8%,1.4%
336433107,FSLR,FIRST SOLAR INC,23700,23700,5.34M,5.34M,NEW,0.18%
023135106,AMZN,AMAZON COM INC,25300,25300,4.89M,4.89M,NEW,0.16%
79466L302,CRM,SALESFORCE INC,13000,13000,3.34M,3.34M,NEW,0.11%
45784P101,PODD,INSULET CORP,16069,16069,3.24M,3.24M,NEW,0.11%
75281A109,RRC,RANGE RES CORP,6451726,93782,216.33M,3.14M,+1.5%,7.3%
12504L109,CBRE,CBRE GROUP INC,94065,33831,8.38M,3.01M,+56.2%,0.28%
883556102,TMO,THERMO FISHER SCIENTIFIC INC,5345,5345,2.96M,2.96M,NEW,0.1%
G9460G101,VAL,VALARIS LTD,3040610,36870,226.53M,2.75M,+1.2%,7.6%
13646K108,CP,CANADIAN PACIFIC KANSAS CITY,131608,32315,10.36M,2.54M,+32.5%,0.35%
615369105,MCO,MOODYS CORP,17453,5522,7.35M,2.32M,+46.3%,0.25%
11135F101,AVGO,BROADCOM INC,5000,1400,8.03M,2.25M,+38.9%,0.27%
806857108,SLB,SCHLUMBERGER LTD,2866040,46202,135.22M,2.18M,+1.6%,4.5%
