CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
67066G104,NVDA,NVIDIA CORPORATION,516795,483566,63.84M,59.74M,+1455.3%,44.6%
037833100,AAPL,APPLE INC,29553,18613,6.22M,3.92M,+170.1%,4.3%
532457108,LLY,ELI LILLY & CO,1200,1200,1.09M,1.09M,NEW,0.76%
74762E102,PWR,QUANTA SVCS INC,9923,352,2.52M,89.44K,+3.7%,1.8%
02079K305,GOOGL,ALPHABET INC,12508,111,2.28M,20.22K,+0.9%,1.6%
87265H109,TPH,TRI POINTE HOMES INC,11600,0,432.1K,0,NO CHANGE,0.3%
03073E105,COR,CENCORA INC,1314,0,296.04K,0,NO CHANGE,0.21%
893529107,TRNS,TRANSCAT INC,1836,0,219.73K,0,NO CHANGE,0.15%
69331C108,PCG,PG&E CORP,12216,0,213.29K,0,NO CHANGE,0.15%
91324P102,UNH,UNITEDHEALTH GROUP INC,972,-30,495K,-15.28K,-3%,0.35%
22160K105,COST,COSTCO WHSL CORP NEW,316,-60,268.6K,-51K,-16%,0.19%
92826C839,V,VISA INC,1995,-242,523.63K,-63.52K,-10.8%,0.37%
57636Q104,MA,MASTERCARD INCORPORATED,2089,-184,921.58K,-81.17K,-8.1%,0.64%
83406F102,SOFI,SOFI TECHNOLOGIES INC,0,-13900,0,-98.13K,CLOSE,0%
883556102,TMO,THERMO FISHER SCIENTIFIC INC,1894,-454,1.05M,-251.06K,-19.3%,0.73%
64110W102,NTES,NETEASE INC,0,-2900,0,-281.1K,CLOSE,0%
038222105,AMAT,APPLIED MATLS INC,37873,-1560,8.94M,-368.15K,-4%,6.2%
023135106,AMZN,AMAZON COM INC,48967,-2163,9.46M,-418K,-4.2%,6.6%
697435105,PANW,PALO ALTO NETWORKS INC,25429,-1262,8.62M,-427.83K,-4.7%,6%
670100205,NVO,NOVO-NORDISK A S,24445,-3329,3.49M,-475.18K,-12%,2.4%
512807108,LRCX.MX,LAM RESEARCH CORP,905,-476,963.69K,-506.87K,-34.5%,0.67%
36828A101,GEV,GE VERNOVA LLC,0,-3077,0,-514.97K,CLOSE,0%
00724F101,ADBE,ADOBE INC,2795,-1020,1.55M,-566.65K,-26.7%,1.1%
30303M102,META,META PLATFORMS INC,18149,-1634,9.15M,-823.9K,-8.3%,6.4%
594918104,MSFT,MICROSOFT CORP,15838,-1849,7.08M,-826.42K,-10.5%,4.9%
573874104,MRVL,MARVELL TECHNOLOGY INC,0,-12489,0,-857.75K,CLOSE,0%
836100107,SOUN,SOUNDHOUND AI INC,168525,-259170,665.67K,-1.02M,-60.6%,0.46%
609839105,MPWR,MONOLITHIC PWR SYS INC,2593,-1418,2.13M,-1.17M,-35.4%,1.5%
18915M107,NET,CLOUDFLARE INC,0,-16014,0,-1.19M,CLOSE,0%
871607107,SNPS,SYNOPSYS INC,5330,-2572,3.17M,-1.53M,-32.5%,2.2%
22788C105,CRWD,CROWDSTRIKE HLDGS INC,970,-4362,371.69K,-1.67M,-81.8%,0.26%
86800U104,SUPER,SUPER MICRO COMPUTER INC,3198,-3374,2.62M,-2.76M,-51.3%,1.8%
007903107,AMD,ADVANCED MICRO DEVICES INC,25792,-18268,4.18M,-2.96M,-41.5%,2.9%
369604301,GE,GE AEROSPACE,2833,-63573,450.36K,-10.11M,-95.7%,0.31%
Total,,,,,143.22M,35.82M,+27.9%,100%
