CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
12738K109,CDLR,CADELER A S,650000,650000,16.27M,16.27M,NEW,8.1%
343412102,FLR,FLUOR CORP NEW,365000,365000,15.9M,15.9M,NEW,7.9%
11040G103,VTOL,BRISTOW GROUP INC,410000,410000,13.75M,13.75M,NEW,6.8%
901109108,TPC,TUTOR PERINI CORP,531000,531000,11.57M,11.57M,NEW,5.7%
483007704,KALU,KAISER ALUMINUM CORP,99000,99000,8.7M,8.7M,NEW,4.3%
073685109,BECN,BEACON ROOFING SUPPLY INC,76000,76000,6.88M,6.88M,NEW,3.4%
87266J104,TPICQ,TPI COMPOSITES INC,1450000,1450000,5.79M,5.79M,NEW,2.9%
502160104,LXU,LSB INDS INC,300000,300000,2.45M,2.45M,NEW,1.2%
808541106,MATV,MATIV HOLDINGS INC,835000,85000,14.16M,1.44M,+11.3%,7%
F21107101,CSTM,CONSTELLIUM SE,711000,71000,13.4M,1.34M,+11.1%,6.7%
69036R863,SFGRX,OVERSEAS SHIPHOLDING GROUP I,2150000,130000,18.23M,1.1M,+6.4%,9%
442487401,HOV,HOVNANIAN ENTERPRISES INC,48000,3000,6.81M,425.76K,+6.7%,3.4%
07556Q881,BZH,BEAZER HOMES USA INC,488000,2000,13.41M,54.96K,+0.4%,6.7%
749527107,REVG,REV GROUP INC,647000,2000,16.1M,49.78K,+0.3%,8%
57638P104,MBC,MASTERBRAND INC,985000,3000,14.46M,44.04K,+0.3%,7.2%
12008R107,BLDR,BUILDERS FIRSTSOURCE INC,45000,0,6.23M,0,NO CHANGE,3.1%
377320106,,GLATFELTER CORPORATION,1137000,-31000,1.58M,-43.09K,-2.7%,0.78%
185899101,CLF,CLEVELAND-CLIFFS INC NEW,500000,-130000,7.7M,-2M,-20.6%,3.8%
L02235106,AMBP,ARDAGH METAL PACKAGING S A,0,-800000,0,-2.74M,CLOSE,0%
390607109,GLDD,GREAT LAKES DREDGE & DOCK CO,0,-440000,0,-3.85M,CLOSE,0%
095306106,BLBD,BLUE BIRD CORP,150000,-178000,8.08M,-9.59M,-54.3%,4%
143658300,CCL,CARNIVAL CORP,0,-655000,0,-10.7M,CLOSE,0%
690742101,OC,OWENS CORNING NEW,0,-81000,0,-13.51M,CLOSE,0%
Total,,,,,201.46M,43.32M,+26.1%,100%
