CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
83444M101,SOLV,SOLVENTUM CORP,2464934,2464934,130.35M,130.35M,NEW,16.5%
219798105,QDEL,QUIDELORTHO CORP,1497148,1497148,49.74M,49.74M,NEW,6.3%
379577208,GMED,GLOBUS MED INC,1416168,712892,96.99M,48.83M,+101.4%,12.3%
264147109,DCO,DUCOMMUN INC DEL,382495,382495,22.21M,22.21M,NEW,2.8%
384637104,GHC,GRAHAM HLDGS CO,233484,22767,163.33M,15.93M,+10.8%,20.6%
G8807B106,TBPH,THERAVANCE BIOPHARMA INC,8511350,1499124,72.18M,12.71M,+21.4%,9.1%
65249B109,NWSA,NEWS CORP NEW,428040,428040,11.8M,11.8M,NEW,1.5%
968223206,WLY,WILEY JOHN & SONS INC,1630517,263746,66.36M,10.73M,+19.3%,8.4%
04956D107,ATMU,ATMUS FILTRATION TECHNOLOGIES INC,415366,338634,11.95M,9.75M,+441.3%,1.5%
98888T107,ZIMV,ZIMVIE INC,270927,270927,4.94M,4.94M,NEW,0.62%
65249B208,NWS,NEWS CORP NEW,52534,52534,1.49M,1.49M,NEW,0.19%
G4766E116,INDV,INDIVIOR PLC,223432,60537,3.6M,975.86K,+37.2%,0.46%
901384107,TSVT,2SEVENTY BIO INC,2563222,130000,9.87M,500.5K,+5.3%,1.2%
690469101,OVID,OVID THERAPEUTICS INC,4082100,433591,3.14M,333.52K,+11.9%,0.4%
85256A109,STGW,STAGWELL INC,7147662,0,48.75M,0,NO CHANGE,6.2%
64031N108,NNI,NELNET INC,290213,0,29.27M,0,NO CHANGE,3.7%
35471R106,FSP,FRANKLIN STR PPTYS CORP,3291443,0,5.04M,0,NO CHANGE,0.64%
153436100,CEE,CENTRAL & EASTERN EUROPE FD,337046,-85777,3.59M,-914.38K,-20.3%,0.45%
38341P102,GOSS,GOSSAMER BIO INC,0,-4140773,0,-4.89M,CLOSE,0%
590328209,,MERRIMACK PHARMACEUTICALS INC,0,-387221,0,-5.72M,CLOSE,0%
43785V102,MCHB,HOMESTREET INC,240903,-664119,2.75M,-7.57M,-73.4%,0.35%
68629Y103,ONL,ORION GROUP HLDGS INC,0,-2618529,0,-9.19M,CLOSE,0%
42809H107,HES,HESS CORP,0,-300270,0,-45.83M,CLOSE,0%
G8068L108,SN,SHARKNINJA INC,721578,-1085659,54.23M,-81.59M,-60.1%,6.9%
Total,,,,,791.57M,164.58M,+26.6%,100%
