CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
67066G104,NVDA,NVIDIA CORPORATION,511500,460150,63.19M,56.85M,+896.1%,7.6%
037833100,AAPL,APPLE INC,213700,213700,45.01M,45.01M,NEW,5.4%
722304102,PDD,PDD HOLDINGS INC,543900,305400,72.31M,40.6M,+128.1%,8.7%
69608A108,PLTR,PALANTIR TECHNOLOGIES INC,7839400,1395200,198.57M,35.34M,+21.7%,24%
36257Y109,GOTU,GAOTU TECHEDU INC,29100,29100,142.59K,142.59K,NEW,0.02%
92763W103,VIPS,VIPSHOP HLDGS LTD,1531100,-8900,19.93M,-115.88K,-0.6%,2.4%
G29183103,ETN,EATON CORP PLC,1200,-400,376.26K,-125.42K,-25%,0.05%
594918104,MSFT,MICROSOFT CORP,2500,-1050,1.12M,-469.3K,-29.6%,0.14%
66981J102,MNSO,MINISO GROUP HLDG LTD,5187050,-36400,98.92M,-694.15K,-0.7%,12%
02079K305,GOOGL,ALPHABET INC,234300,-4050,42.68M,-737.71K,-1.7%,5.2%
05278C107,ATHM,AUTOHOME INC,0,-487700,0,-12.79M,CLOSE,0%
91332U101,U,UNITY SOFTWARE INC,0,-876300,0,-23.4M,CLOSE,0%
874039100,TSM,TAIWAN SEMICONDUCTOR MFG LTD,1208950,-179950,210.13M,-31.28M,-13%,25.4%
647581206,EDU,NEW ORIENTAL ED & TECHNOLOGY,962140,-413400,74.79M,-32.13M,-30.1%,9%
Total,,,,,827.16M,76.2M,+10.3%,100%
