CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
833445109,SNOW,SNOWFLAKE INC,76000,76000,10.27M,10.27M,NEW,10.3%
781154109,RBRK,RUBRIK INC.,161000,161000,4.94M,4.94M,NEW,5%
N07059210,ASML,ASML HOLDING N V,5350,4370,5.47M,4.47M,+445.9%,5.5%
30303M102,META,META PLATFORMS INC,10550,8725,5.32M,4.4M,+478.1%,5.3%
25809K105,DASH,DOORDASH INC,51700,35000,5.62M,3.81M,+209.6%,5.6%
G6683N103,NU,NU HLDGS LTD,1080000,295000,13.92M,3.8M,+37.6%,14%
94419L101,W,WAYFAIR INC,96000,65000,5.06M,3.43M,+209.7%,5.1%
90353T100,UBER,UBER TECHNOLOGIES INC,98500,44500,7.16M,3.23M,+82.4%,7.2%
58733R102,MELI,MERCADOLIBRE INC,1150,1150,1.89M,1.89M,NEW,1.9%
02079K305,GOOGL,ALPHABET INC,78300,4950,14.26M,901.64K,+6.7%,14.3%
22266T109,CPNG,COUPANG INC,378000,28000,7.92M,586.6K,+8%,7.9%
79589L106,IOT,SAMSARA INC,16250,16250,547.62K,547.62K,NEW,0.55%
60937P106,MDB,MONGODB INC,2100,2100,524.92K,524.92K,NEW,0.53%
67066G104,NVDA,NVIDIA CORPORATION,3500,2450,432.39K,302.67K,+233.3%,0.43%
023135106,AMZN,AMAZON COM INC,50900,700,9.84M,135.28K,+1.4%,9.9%
874039100,TSM,TAIWAN SEMICONDUCTOR MFG LTD,3000,-400,521.43K,-69.52K,-11.8%,0.52%
37637K108,GTLB,GITLAB INC,39800,-4350,1.98M,-216.28K,-9.9%,2%
G4124C109,GRAB,GRAB HOLDINGS LIMITED,0,-100000,0,-314K,CLOSE,0%
512807108,LRCX.MX,LAM RESEARCH CORP,490,-490,521.78K,-521.78K,-50%,0.52%
565394103,CART,MAPLEBEAR INC,0,-15000,0,-559.35K,CLOSE,0%
482480100,KLAC,KLA CORP,0,-1350,0,-943.07K,CLOSE,0%
35969L108,YMM,FULL TRUCK ALLIANCE CO LTD,432300,-133000,3.48M,-1.07M,-23.5%,3.5%
48553T106,BZ,KANZHUN LIMITED,0,-100000,0,-1.75M,CLOSE,0%
20717M103,CFLT,CONFLUENT INC,0,-69100,0,-2.11M,CLOSE,0%
852234103,XYZ,BLOCK INC,0,-86500,0,-7.32M,CLOSE,0%
Total,,,,,99.67M,28.36M,+41.6%,100%
