CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
651718504,NPKI,NEWPARK RES INC,600000,600000,4.99M,4.99M,NEW,3.5%
278768106,ECHO,ECHOSTAR CORP,2226454,0,39.65M,0,NO CHANGE,27.8%
023135106,AMZN,AMAZON COM INC,117000,0,22.61M,0,NO CHANGE,15.9%
03674X106,AR,ANTERO RESOURCES CORP,500000,0,16.32M,0,NO CHANGE,11.5%
N07059210,ASML,ASML HOLDING N V,15000,0,15.34M,0,NO CHANGE,10.8%
02079K305,GOOGL,ALPHABET INC,67000,0,12.2M,0,NO CHANGE,8.6%
594918104,MSFT,MICROSOFT CORP,25000,0,11.17M,0,NO CHANGE,7.8%
893641100,TDG,TRANSDIGM GROUP INC,8000,0,10.22M,0,NO CHANGE,7.2%
88337F105,ODP,THE ODP CORP,139000,0,5.46M,0,NO CHANGE,3.8%
L7579L106,PRM.MX,PERIMETER SOLUTIONS SA,575000,0,4.5M,0,NO CHANGE,3.2%
194014502,ENOV,ENOVIS CORPORATION,0,-143000,0,-8.93M,CLOSE,0%
Total,,,,,142.46M,-3.94M,-3%,100%
