CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
67066G104,NVDA,NVIDIA CORPORATION,445450,405395,55.03M,50.08M,+1012.1%,18%
042068205,ARM,ARM Holdings PLC,101980,101980,16.69M,16.69M,NEW,5.5%
595112103,MU,Micron Technology Inc,129400,104650,17.02M,13.76M,+422.8%,5.6%
G29183103,ETN,Eaton Corp PLC,31400,31050,9.85M,9.74M,+8871.4%,3.2%
36828A101,GEV,GE Vernova Inc,45700,45700,7.84M,7.84M,NEW,2.6%
11135F101,AVGO,Broadcom Inc,4740,4740,7.61M,7.61M,NEW,2.5%
037833100,AAPL,Apple Inc,34400,34400,7.25M,7.25M,NEW,2.4%
29084Q100,EME,EMCOR Group Inc,18900,18900,6.9M,6.9M,NEW,2.3%
21037T109,CEG,Constellation Energy Corp,74600,31400,14.94M,6.29M,+72.7%,4.9%
74762E102,PWR,QUANTA SVCS INC,24300,24300,6.17M,6.17M,NEW,2%
G6700G107,NVT,nVent Electric PLC,61700,61700,4.73M,4.73M,NEW,1.5%
571903202,MAR,MARRIOTT INTL INC NEW,29300,12050,7.08M,2.91M,+69.9%,2.3%
532457108,LLY,Eli Lilly & Co,15050,3100,13.63M,2.81M,+25.9%,4.5%
023135106,AMZN,AMAZON COM INC,58100,14100,11.23M,2.72M,+32%,3.7%
594918104,MSFT,Microsoft Corp,25780,5080,11.52M,2.27M,+24.5%,3.8%
02079K107,GOOG,Alphabet Inc,50200,10000,9.21M,1.83M,+24.9%,3%
30303M102,META,Meta Platforms Inc,36460,2430,18.38M,1.23M,+7.1%,6%
56585A102,MPC,MARATHON PETE CORP,3000,3000,520.44K,520.44K,NEW,0.17%
88160R101,TSLA,Tesla Inc,1900,1900,375.97K,375.97K,NEW,0.12%
46429B598,INDA,ISHARES TR,8300,6600,462.97K,368.15K,+388.2%,0.15%
97717W851,DXJ,WISDOMTREE TR,2500,2500,282.05K,282.05K,NEW,0.09%
00724F101,ADBE,Adobe Inc,500,500,277.77K,277.77K,NEW,0.09%
46434G772,EWT,ISHARES INC,4700,4550,254.69K,246.56K,+3033.3%,0.08%
09857L108,BKNG,Booking Holdings Inc,1600,60,6.34M,237.69K,+3.9%,2.1%
038222105,AMAT,APPLIED MATLS INC,1000,1000,235.99K,235.99K,NEW,0.08%
78464A870,XBI,SPDR SER TR,1400,1400,129.79K,129.79K,NEW,0.04%
22160K105,COST,COSTCO WHSL CORP NEW,730,130,620.49K,110.5K,+21.7%,0.2%
874039100,TSM,TAIWAN SEMICONDUCTOR MFG LTD,8280,450,1.44M,78.21K,+5.7%,0.47%
V5633W109,MMYT,MAKEMYTRIP LIMITED MAURITIUS,600,600,50.46K,50.46K,NEW,0.02%
824596100,SHG,Shinhan Financial Group Co L,1200,1200,41.77K,41.77K,NEW,0.01%
81141R100,SE,Sea Ltd,500,300,35.71K,21.43K,+150%,0.01%
22266T109,CPNG,Coupang Inc,1200,600,25.14K,12.57K,+100%,<.01%
22788C105,CRWD,CROWDSTRIKE HLDGS INC,19700,0,7.55M,0,NO CHANGE,2.5%
464286822,EWW,ISHARES INC,7000,0,396.27K,0,NO CHANGE,0.13%
92826C839,V,Visa Inc,1500,0,393.7K,0,NO CHANGE,0.13%
36118L106,FUTU,FUTU HLDGS LTD,6000,0,393.66K,0,NO CHANGE,0.13%
89677Q107,TCOM,Trip com Group Ltd,7000,0,329K,0,NO CHANGE,0.11%
654106103,NKE,NIKE Inc,3000,0,226.11K,0,NO CHANGE,0.07%
500767306,KWEB,KRANESHARES TRUST,8000,0,216.16K,0,NO CHANGE,0.07%
46625H100,JPM,JPMorgan Chase & Co,1000,0,202.26K,0,NO CHANGE,0.07%
00215W100,ASX,ASE Technology Hldg Co Ltd,0,-800,0,-8.79K,CLOSE,0%
233051879,ASHR,DBX ETF TR,0,-400,0,-9.63K,CLOSE,0%
500631106,KEP,Korea Elec Pwr Corp,0,-1800,0,-14.99K,CLOSE,0%
464286772,EWY,iShares Inc,0,-250,0,-16.78K,CLOSE,0%
44332N106,HTHT,H World Group Ltd,2500,-900,83.3K,-29.99K,-26.5%,0.03%
722304102,PDD,PDD Holdings Inc,1200,-300,159.54K,-39.88K,-20%,0.05%
45104G104,IBN,ICICI BANK LIMITED,700,-2700,20.17K,-77.79K,-79.4%,<.01%
N82405106,STLA,Stellantis N.V,0,-2800,0,-79.24K,CLOSE,0%
65535H208,NMR,Nomura Hldgs Inc,0,-24000,0,-154.08K,CLOSE,0%
493267108,KEY,KeyCorp,0,-10000,0,-158.1K,CLOSE,0%
437076102,HD,HOME DEPOT INC,500,-500,172.12K,-172.12K,-50%,0.06%
254687106,DIS,DISNEY WALT CO,2000,-3000,198.58K,-297.87K,-60%,0.06%
921910816,MGK,VANGUARD WORLD FD,1500,-1000,471.31K,-314.21K,-40%,0.15%
478160104,JNJ,Johnson & Johnson,0,-2000,0,-316.38K,CLOSE,0%
79466L302,CRM,Salesforce Inc,0,-1500,0,-451.77K,CLOSE,0%
03769M106,APO,APOLLO GLOBAL MGMT INC,36000,-11300,4.25M,-1.33M,-23.9%,1.4%
86800U104,SUPER,Super Micro Computer Inc,6330,-1700,5.19M,-1.39M,-21.2%,1.7%
92537N108,VRT,Vertiv Holdings Co,243500,-16200,21.08M,-1.4M,-6.2%,6.9%
92840M102,VST,Vistra Corp,182800,-17400,15.72M,-1.5M,-8.7%,5.1%
64110D104,NTAP,NetApp Inc,0,-24000,0,-2.52M,CLOSE,0%
892331307,TM,Toyota Motor Corp,0,-12840,0,-3.23M,CLOSE,0%
12008R107,BLDR,Builders FirstSource Inc,0,-17900,0,-3.73M,CLOSE,0%
60937P106,MDB,MongoDB Inc,0,-11900,0,-4.27M,CLOSE,0%
683344105,ONTO,Onto Innovation Inc,0,-23700,0,-4.29M,CLOSE,0%
26856L103,ELF,E L F Beauty Inc,36750,-22250,7.74M,-4.69M,-37.7%,2.5%
82509L107,SHOP,Shopify Inc,0,-66700,0,-5.15M,CLOSE,0%
G0450A105,ACGL,Arch Capital Group Ltd,0,-58300,0,-5.39M,CLOSE,0%
902973304,USB,US Bancorp Del,0,-130000,0,-5.81M,CLOSE,0%
81762P102,NOW,ServiceNow Inc,0,-7890,0,-6.02M,CLOSE,0%
90353T100,UBER,Uber Technologies Inc,3000,-104550,218.04K,-7.6M,-97.2%,0.07%
N07059210,ASML,ASML Holding N V,0,-8700,0,-8.44M,CLOSE,0%
040413106,,Arista Networks Inc,0,-33200,0,-9.63M,CLOSE,0%
007903107,AMD,Advanced Micro Devices Inc,1500,-59430,243.31K,-9.64M,-97.5%,0.08%
697435105,PANW,Palo Alto Networks Inc,0,-46600,0,-13.24M,CLOSE,0%
24703L202,DELL,Dell Technologies Inc,32060,-107960,4.42M,-14.89M,-77.1%,1.4%
Total,,,,,305.83M,37.52M,+13.1%,100%
