CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
45841N107,IBKR,INTERACTIVE BROKERS GROUP IN,83680,83680,10.26M,10.26M,NEW,9.1%
91531W106,TIGR,UP FINTECH HLDG LTD,1472832,1472832,6.19M,6.19M,NEW,5.5%
85208P881,COPP,SPROTT FDS TR,101424,101424,4.58M,4.58M,NEW,4.1%
770700102,HOOD,ROBINHOOD MKTS INC,161580,161580,3.67M,3.67M,NEW,3.3%
29357K103,ENVA,ENOVA INTL INC,333352,37558,20.75M,2.34M,+12.7%,18.5%
356390104,FRHC,FREEDOM HLDG CORP NEV,26478,26478,2M,2M,NEW,1.8%
36118L106,FUTU,FUTU HLDG LTD,27529,27529,1.81M,1.81M,NEW,1.6%
46090E103,QQQ,INVESCO QQQ TR,27417,0,13.14M,0,NO CHANGE,11.7%
46434G772,EWT,ISHARES INC,153944,0,8.34M,0,NO CHANGE,7.4%
37950E101,NORW,GLOBAL X FDS,312180,0,8.02M,0,NO CHANGE,7.1%
464286772,EWY,ISHARES INC,118100,0,7.81M,0,NO CHANGE,6.9%
023135106,AMZN,AMAZON COM INC,14625,0,2.83M,0,NO CHANGE,2.5%
464287200,IVV,ISHARES TR,42061,-12450,23.02M,-6.81M,-22.8%,20.5%
922042718,VSS,VANGUARD INTL EQUITY INDEX F,0,-104140,0,-12.17M,CLOSE,0%
464288224,ICLN,ISHARES TR,0,-1076300,0,-15.05M,CLOSE,0%
Total,,,,,112.39M,-3.2M,-2.8%,100%
