CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
59124U605,MTA,METALLA RTY & STREAMING LTD,450000,250000,1.25M,695K,+125%,1.4%
921078101,OUNZ,VANECK MERK GOLD TR,18800,18800,422.25K,422.25K,NEW,0.47%
68634K106,ORLA,ORLA MNG LTD NEW,6200000,0,23.81M,0,NO CHANGE,26.6%
011532108,AGI,ALAMOS GOLD INC NEW,1000000,0,15.68M,0,NO CHANGE,17.5%
067901108,B,BARRICK GOLD CORP,650000,0,10.84M,0,NO CHANGE,12.1%
008474108,AEM,AGNICO EAGLE MINES LTD,165000,0,10.79M,0,NO CHANGE,12%
38059T106,GFI,GOLD FIELDS LTD,600000,0,8.94M,0,NO CHANGE,10%
G0378L100,AU,ANGLOGOLD ASHANTI PLC,275000,0,6.91M,0,NO CHANGE,7.7%
11777Q209,BTG,B2GOLD CORP,2000000,0,5.4M,0,NO CHANGE,6%
45826T509,ITRG,INTEGRA RES CORP,4487472,0,4.15M,0,NO CHANGE,4.6%
03062D100,USAS,AMERICAS GOLD AND SILVER COR,2701028,0,660.36K,0,NO CHANGE,0.74%
714266103,PPTA,PERPETUA RESOURCES CORP,153484,-76499,798.12K,-397.79K,-33.3%,0.89%
82575P107,SBSW,SIBANYE STILLWATER LTD,0,-273043,0,-1.29M,CLOSE,0%
83056P715,SKE,SKEENA RES LTD NEW,0,-700000,0,-3.23M,CLOSE,0%
Total,,,,,89.65M,-3.8M,-4.2%,100%
