CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
52886X107,LXEO,LEXEO THERAPEUTICS INC,17851,7532,286.33K,120.81K,+73%,1.5%
501976104,KYTX,KYVERNA THERAPEUTICS INC,22981,7135,172.36K,53.51K,+45%,0.87%
21077P108,CNTX,CONTEXT THERAPEUTICS INC,18403,18403,36.9K,36.9K,NEW,0.19%
60255C885,DFTX,MIND MEDICINE INC,30383,1318,219.06K,9.5K,+4.5%,1.1%
78462F103,SPY,SPDR S&P 500 ETF TR,1869,13,1.02M,7.07K,+0.7%,5.2%
084670702,BRK.B,BERKSHIRE HATHAWAY INC DEL,1025,6,417.07K,2.44K,+0.6%,2.1%
98422E103,XERS,XERIS BIOPHARMA HOLDINGS INC,5113348,0,11.51M,0,NO CHANGE,58.3%
76200L309,RZLT,REZOLUTE INC,1318967,0,5.67M,0,NO CHANGE,28.7%
608550208,MTEMQ,MOLECULAR TEMPLATES INC,136866,0,157.4K,0,NO CHANGE,0.8%
20454B104,CMPX,COMPASS THERAPEUTICS INC,43465,0,43.47K,0,NO CHANGE,0.22%
007002108,ACET,ADICET BIO INC,17488,0,21.16K,0,NO CHANGE,0.11%
00370M103,ABVX,ABIVAX SA,13900,-1908,183.76K,-25.22K,-12.1%,0.93%
Total,,,,,19.73M,205.02K,+1.2%,100%
