CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
674599105,OXY,OCCIDENTAL PETE CORP,10575210,5870564,687.28M,381.53M,+124.8%,2.7%
G0403H108,AON,AON PLC,2789534,807945,930.92M,269.63M,+40.8%,3.6%
16119P108,CHTR,CHARTER COMMUNICATIONS INC N,1609432,876656,467.75M,254.78M,+119.6%,1.8%
444859102,HUM,HUMANA INC,687091,687091,238.23M,238.23M,NEW,0.92%
20825C104,COP,CONOCOPHILLIPS,14563893,1269914,1.85B,161.63M,+9.6%,7.2%
254709108,DFS,DISCOVER FINL SVCS,1037041,1037041,135.95M,135.95M,NEW,0.53%
78468R663,BIL,SPDR SER TR,2641034,797711,242.45M,73.23M,+43.3%,0.94%
874039100,TSM,TAIWAN SEMICONDUCTOR MFG LTD,6228707,468487,847.42M,63.74M,+8.1%,3.3%
20030N101,CMCSA,COMCAST CORP NEW,18922959,1335487,820.31M,57.89M,+7.6%,3.2%
053332102,AZO,AUTOZONE INC,1880,1880,5.93M,5.93M,NEW,0.02%
530307305,LBRDK,LIBERTY BROADBAND CORP,5958659,68983,341.01M,3.95M,+1.2%,1.3%
G3075P101,ESGR,ENSTAR GROUP LIMITED,2250,2250,699.21K,699.21K,NEW,<.01%
30231G102,XOM,EXXON MOBIL CORP,4204,4204,488.67K,488.67K,NEW,<.01%
806857108,SLB,SCHLUMBERGER LTD,7354,7354,403.07K,403.07K,NEW,<.01%
278768106,ECHO,ECHOSTAR CORP,24887,24887,354.64K,354.64K,NEW,<.01%
22266T109,CPNG,COUPANG INC,13378,13378,238K,238K,NEW,<.01%
68389X105,ORCL,ORACLE CORP,78494,0,9.86M,0,NO CHANGE,0.04%
084423102,WRB,BERKLEY W R CORP,82365,0,7.28M,0,NO CHANGE,0.03%
37045V100,GM,GENERAL MTRS CO,50000,0,2.27M,0,NO CHANGE,<.01%
36266G107,GEHC,GE HEALTHCARE TECHNOLOGIES I,19266,0,1.75M,0,NO CHANGE,<.01%
89417E109,TRV,TRAVELERS COMPANIES INC,6900,0,1.59M,0,NO CHANGE,<.01%
G61188127,LBTYK,LIBERTY GLOBAL LTD,68558,0,1.21M,0,NO CHANGE,<.01%
026874784,AIG,AMERICAN INTL GROUP INC,13200,0,1.03M,0,NO CHANGE,<.01%
459200101,IBM,INTERNATIONAL BUSINESS MACHS,2700,0,515.59K,0,NO CHANGE,<.01%
N53745100,LYB,LYONDELLBASELL INDUSTRIES N,4395,0,449.52K,0,NO CHANGE,<.01%
254687106,DIS,DISNEY WALT CO,3128,0,382.74K,0,NO CHANGE,<.01%
929740108,WAB,WABTEC,1714,0,249.7K,0,NO CHANGE,<.01%
278865100,ECL,ECOLAB INC,24595,-137,5.68M,-31.63K,-0.6%,0.02%
172967424,C,CITIGROUP INC,137740,-631,8.71M,-39.9K,-0.5%,0.03%
883556102,TMO,THERMO FISHER SCIENTIFIC INC,1107,-95,643.4K,-55.21K,-7.9%,<.01%
46625H100,JPM,JPMORGAN CHASE & CO,8146,-662,1.63M,-132.6K,-7.5%,<.01%
617446448,MS,MORGAN STANLEY,125918,-2899,11.86M,-272.97K,-2.3%,0.05%
25470M109,,DISH NETWORK CORPORATION,0,-70935,0,-409.3K,CLOSE,0%
530307107,LBRDA,LIBERTY BROADBAND CORP,520041,-32647,29.7M,-1.86M,-5.9%,0.11%
922908363,VOO,VANGUARD INDEX FDS,0,-6231,0,-2.72M,CLOSE,0%
084670702,BRK.B,BERKSHIRE HATHAWAY INC DEL,50820,-7446,21.37M,-3.13M,-12.8%,0.08%
464287598,IWD,ISHARES TR,0,-23724,0,-3.92M,CLOSE,0%
02079K305,GOOGL,ALPHABET INC,1124841,-72226,169.77M,-10.9M,-6%,0.66%
92826C839,V,VISA INC,1268223,-41747,353.94M,-11.65M,-3.2%,1.4%
980745103,WWD,WOODWARD INC,3835967,-91303,591.2M,-14.07M,-2.3%,2.3%
14040H105,COF,CAPITAL ONE FINL CORP,5380667,-127596,801.13M,-19M,-2.3%,3.1%
036752103,ELV,ELEVANCE HEALTH INC,1566236,-44233,812.16M,-22.94M,-2.7%,3.1%
78462F103,SPY,SPDR S&P 500 ETF TR,0,-63956,0,-30.4M,CLOSE,0%
803054204,SAP,SAP SE,4278770,-157954,834.49M,-30.81M,-3.6%,3.2%
N00985106,AER,AERCAP HOLDINGS NV,12271669,-356609,1.07B,-30.99M,-2.8%,4.1%
38141G104,GS,GOLDMAN SACHS GROUP INC,2504249,-76722,1.05B,-32.05M,-3%,4%
949746101,WFC,WELLS FARGO CO NEW,20706908,-636671,1.2B,-36.9M,-3%,4.6%
780259305,SHEL,SHELL PLC,15882173,-606851,1.06B,-40.68M,-3.7%,4.1%
023135106,AMZN,AMAZON COM INC,13276772,-351550,2.39B,-63.41M,-2.6%,9.3%
43300A203,HLT,HILTON WORLDWIDE HLDGS INC,2847531,-353704,607.41M,-75.45M,-11%,2.3%
91324P102,UNH,UNITEDHEALTH GROUP INC,1605629,-180898,794.3M,-89.49M,-10.1%,3.1%
02079K107,GOOG,ALPHABET INC,10309241,-1148801,1.57B,-174.92M,-10%,6.1%
594918104,MSFT,MICROSOFT CORP,4707147,-454954,1.98B,-191.41M,-8.8%,7.7%
571903202,MAR,MARRIOTT INTL INC NEW,1299132,-1189569,327.78M,-300.14M,-47.8%,1.3%
30303M102,META,META PLATFORMS INC,3554737,-757848,1.73B,-368M,-17.6%,6.7%
64110L106,NFLX,NETFLIX INC,1455873,-742391,884.2M,-450.88M,-33.8%,3.4%
369604301,GE,GENERAL ELECTRIC CO,5441271,-3274477,955.11M,-574.77M,-37.6%,3.7%
Total,,,,,25.86B,-932.76M,-4%,100%
