CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
025072158,AVLC,AMERICAN CENTY ETF TR,165882,165882,10.25M,10.25M,NEW,5.2%
25434V708,DFAC,DIMENSIONAL ETF TRUST,962143,319216,30.74M,10.2M,+49.7%,15.7%
30231G102,XOM,EXXON MOBIL CORP,58441,58441,6.79M,6.79M,NEW,3.5%
25434V799,DFIC,DIMENSIONAL ETF TRUST,297616,117064,7.96M,3.13M,+64.8%,4.1%
922908363,VOO,VANGUARD INDEX FDS,14350,4353,6.9M,2.09M,+43.5%,3.5%
25434V401,DFUS,DIMENSIONAL ETF TRUST,27900,27900,1.59M,1.59M,NEW,0.81%
922908769,VTI,VANGUARD INDEX FDS,24320,6006,6.32M,1.56M,+32.8%,3.2%
25434V104,DFAU,DIMENSIONAL ETF TRUST,131463,40995,4.8M,1.5M,+45.3%,2.5%
025072802,AVDV,AMERICAN CENTY ETF TR,52359,17865,3.45M,1.18M,+51.8%,1.8%
921937835,BND,VANGUARD BD INDEX FDS,20124,14321,1.46M,1.04M,+246.8%,0.75%
25434V625,DCOR,DIMENSIONAL ETF TRUST,23688,16894,1.39M,990.85K,+248.7%,0.71%
25434V302,DFAE,DIMENSIONAL ETF TRUST,39305,39305,971.61K,971.61K,NEW,0.5%
922042775,VEU,VANGUARD INTL EQUITY INDEX F,14634,14634,858.26K,858.26K,NEW,0.44%
025072604,AVEM,AMERICAN CENTY ETF TR,65099,14087,3.77M,816.48K,+27.6%,1.9%
25434V658,DFGR,DIMENSIONAL ETF TRUST,49883,30618,1.27M,781.68K,+158.9%,0.65%
921909768,VXUS,VANGUARD STAR FDS,25518,12718,1.54M,766.91K,+99.4%,0.79%
808524102,SCHB,SCHWAB STRATEGIC TR,68571,11880,4.19M,725.28K,+21%,2.1%
79466L302,CRM,SALESFORCE INC,1996,1996,601.16K,601.16K,NEW,0.31%
037833100,AAPL,APPLE INC,10271,3195,1.76M,547.88K,+45.2%,0.9%
