CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
25459W458,SOXL,DIREXION SHS ETF TR,218315,218315,10.16M,10.16M,NEW,5%
02079K305,GOOGL,ALPHABET INC,62800,62800,9.48M,9.48M,NEW,4.7%
30303M102,META,META PLATFORMS INC,24473,18322,11.88M,8.9M,+297.9%,5.8%
25459W847,TNA,DIREXION SHS ETF TR,127730,70825,5.48M,3.04M,+124.5%,2.7%
037833100,AAPL,APPLE INC,162748,11108,27.91M,1.9M,+7.3%,13.7%
532457108,LLY,ELI LILLY & CO,1615,1615,1.26M,1.26M,NEW,0.62%
594918104,MSFT,MICROSOFT CORP,26639,2428,11.21M,1.02M,+10%,5.5%
11135F101,AVGO,BROADCOM INC,5475,675,7.26M,894.65K,+14.1%,3.6%
023135106,AMZN,AMAZON COM INC,34221,4696,6.17M,847.06K,+15.9%,3%
007903107,AMD,ADVANCED MICRO DEVICES INC,4279,4279,772.32K,772.32K,NEW,0.38%
74347R214,BIB,PROSHARES TR,10000,10000,575.4K,575.4K,NEW,0.28%
25459W862,SPXL,DIREXION SHS ETF TR,33950,4200,4.55M,562.93K,+14.1%,2.2%
464287556,IBB,ISHARES TR,12475,4060,1.71M,557.11K,+48.2%,0.84%
64110L106,NFLX,NETFLIX INC,1020,517,619.48K,313.99K,+102.8%,0.3%
46090E103,QQQ,INVESCO QQQ TR,4145,530,1.84M,235.33K,+14.7%,0.9%
90353T100,UBER,UBER TECHNOLOGIES INC,49750,3050,3.83M,234.82K,+6.5%,1.9%
247361702,DAL,DELTA AIR LINES INC DEL,4800,4800,229.78K,229.78K,NEW,0.11%
N6596X109,NXPI,NXP SEMICONDUCTORS N V,8830,750,2.19M,185.83K,+9.3%,1.1%
74347R206,QLD,PROSHARES TR,124920,1240,10.93M,108.48K,+1%,5.4%
81762P102,NOW,SERVICENOW INC,600,75,457.44K,57.18K,+14.3%,0.22%
697435105,PANW,PALO ALTO NETWORKS INC,14978,50,4.26M,14.21K,+0.3%,2.1%
654106103,NKE,NIKE INC,10952,0,1.03M,0,NO CHANGE,0.51%
25434V401,DFUS,DIMENSIONAL ETF TRUST,7420,0,422.79K,0,NO CHANGE,0.21%
478160104,JNJ,JOHNSON & JOHNSON,2297,0,363.36K,0,NO CHANGE,0.18%
29273V100,ET,ENERGY TRANSFER L P,15000,0,235.95K,0,NO CHANGE,0.12%
907818108,UNP,UNION PAC CORP,5535,-40,1.36M,-9.84K,-0.7%,0.67%
46625H100,JPM,JPMORGAN CHASE & CO,2787,-100,558.24K,-20.03K,-3.5%,0.27%
254687106,DIS,DISNEY WALT CO,5370,-200,657.07K,-24.47K,-3.6%,0.32%
31428X106,FDX,FEDEX CORP,2435,-100,705.52K,-28.97K,-3.9%,0.35%
92189F676,SMH,VANECK ETF TRUST,15790,-200,3.55M,-45K,-1.3%,1.7%
02079K107,GOOG,ALPHABET INC,6640,-520,1.01M,-79.18K,-7.3%,0.5%
464287721,IYW,ISHARES TR,12055,-830,1.63M,-112.1K,-6.4%,0.8%
747525103,QCOM,QUALCOMM INC,2208,-875,373.81K,-148.14K,-28.4%,0.18%
78462F103,SPY,SPDR S&P 500 ETF TR,2251,-355,1.18M,-185.69K,-13.6%,0.58%
09062X103,BIIB,BIOGEN INC,0,-1125,0,-291.12K,CLOSE,0%
852234103,XYZ,BLOCK INC,4560,-3550,385.69K,-300.26K,-43.8%,0.19%
37045V100,GM,GENERAL MTRS CO,0,-9265,0,-332.8K,CLOSE,0%
09260D107,BX,BLACKSTONE INC,0,-7175,0,-939.35K,CLOSE,0%
67066G104,NVDA,NVIDIA CORPORATION,74804,-1443,67.59M,-1.3M,-1.9%,33.2%
Total,,,,,203.81M,37.52M,+29%,100%
