CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
57636Q104,MA,MASTERCARD INCORPORATED,31000,31000,14.93M,14.93M,NEW,6.3%
594918104,MSFT,MICROSOFT CORP,28000,28000,11.78M,11.78M,NEW,5%
037833100,AAPL,APPLE INC,45000,45000,7.72M,7.72M,NEW,3.3%
02079K305,GOOGL,ALPHABET INC,50500,50500,7.62M,7.62M,NEW,3.2%
11135F101,AVGO,BROADCOM INC,4000,4000,5.3M,5.3M,NEW,2.2%
L8681T102,SPOT,SPOTIFY TECHNOLOGY S A,20000,20000,5.28M,5.28M,NEW,2.2%
58733R102,MELI,MERCADOLIBRE INC,3400,3400,5.14M,5.14M,NEW,2.2%
565394103,CART,MAPLEBEAR INC,135000,135000,5.03M,5.03M,NEW,2.1%
871607107,SNPS,SYNOPSYS INC,8000,8000,4.57M,4.57M,NEW,1.9%
70450Y103,PYPL,PAYPAL HLDGS INC,68000,68000,4.56M,4.56M,NEW,1.9%
N6596X109,NXPI,NXP SEMICONDUCTORS N V,17500,17500,4.34M,4.34M,NEW,1.8%
15677J108,DAY,DAYFORCE INC,65000,65000,4.3M,4.3M,NEW,1.8%
25809K105,DASH,DOORDASH INC,30000,30000,4.13M,4.13M,NEW,1.8%
512807108,LRCX.MX,LAM RESEARCH CORP,13000,4000,12.63M,3.89M,+44.4%,5.4%
24703L202,DELL,DELL TECHNOLOGIES INC,34000,34000,3.88M,3.88M,NEW,1.6%
254687106,DIS,DISNEY WALT CO,30000,30000,3.67M,3.67M,NEW,1.6%
30303M102,META,META PLATFORMS INC,30900,6900,15M,3.35M,+28.7%,6.4%
958102105,WDC,WESTERN DIGITAL CORP.,115000,45000,7.85M,3.07M,+64.3%,3.3%
874054109,TTWO,TAKE-TWO INTERACTIVE SOFTWAR,20500,20500,3.04M,3.04M,NEW,1.3%
032654105,ADI,ANALOG DEVICES INC,62500,14900,12.36M,2.95M,+31.3%,5.2%
697435105,PANW,PALO ALTO NETWORKS INC,8000,8000,2.27M,2.27M,NEW,0.96%
056752108,BIDU,BAIDU INC,20000,20000,2.11M,2.11M,NEW,0.89%
722304102,PDD,PDD HOLDINGS INC,18000,18000,2.09M,2.09M,NEW,0.89%
934550203,WMG,WARNER MUSIC GROUP CORP,60000,60000,1.98M,1.98M,NEW,0.84%
466313103,JBL,JABIL INC,14000,14000,1.88M,1.88M,NEW,0.8%
72352L106,PINS,PINTEREST INC,50000,50000,1.73M,1.73M,NEW,0.73%
007903107,AMD,ADVANCED MICRO DEVICES INC,9000,9000,1.62M,1.62M,NEW,0.69%
77543R102,ROKU,ROKU INC,20000,20000,1.3M,1.3M,NEW,0.55%
595112103,MU,MICRON TECHNOLOGY INC,21000,11000,2.48M,1.3M,+110%,1%
69608A108,PLTR,PALANTIR TECHNOLOGIES INC,38000,38000,874.38K,874.38K,NEW,0.37%
89677Q107,TCOM,TRIP COM GROUP LTD,110000,10000,4.83M,438.9K,+10%,2%
683344105,ONTO,ONTO INNOVATION INC,9000,0,1.63M,0,NO CHANGE,0.69%
922280102,VRNS,VARONIS SYS INC,20000,-5868,943.4K,-276.79K,-22.7%,0.4%
N14506104,ESTC,ELASTIC N V,20000,-8000,2M,-801.92K,-28.6%,0.85%
67066G104,NVDA,NVIDIA CORPORATION,17000,-1000,15.36M,-903.56K,-5.6%,6.5%
833445109,SNOW,SNOWFLAKE INC,31000,-6000,5.01M,-969.6K,-16.2%,2.1%
23804L103,DDOG,DATADOG INC,32500,-10959,4.02M,-1.35M,-25.2%,1.7%
338307101,FIVN,FIVE9 INC,0,-18000,0,-1.42M,CLOSE,0%
M2682V108,CYBR,CYBERARK SOFTWARE LTD,8500,-6500,2.26M,-1.73M,-43.3%,0.96%
679295105,OKTA,OKTA INC,0,-19500,0,-1.77M,CLOSE,0%
18915M107,NET,CLOUDFLARE INC,54000,-18433,5.23M,-1.78M,-25.4%,2.2%
81141R100,SE,SEA LTD,0,-45000,0,-1.82M,CLOSE,0%
29786A106,ETSY,ETSY INC,0,-22500,0,-1.82M,CLOSE,0%
852234103,XYZ,BLOCK INC,67500,-22500,5.71M,-1.9M,-25%,2.4%
68389X105,ORCL,ORACLE CORP,0,-19000,0,-2M,CLOSE,0%
79466L302,CRM,SALESFORCE INC,18000,-7000,5.42M,-2.11M,-28%,2.3%
98980L101,ZM,ZOOM VIDEO COMMUNICATIONS IN,0,-30000,0,-2.16M,CLOSE,0%
81762P102,NOW,SERVICENOW INC,3500,-3000,2.67M,-2.29M,-46.2%,1.1%
337738108,FISV,FISERV INC,0,-20000,0,-2.66M,CLOSE,0%
91332U101,U,UNITY SOFTWARE INC,30000,-100000,801K,-2.67M,-76.9%,0.34%
98954M200,Z,ZILLOW GROUP INC,70000,-55000,3.41M,-2.68M,-44%,1.4%
94419L101,W,WAYFAIR INC,0,-45000,0,-2.78M,CLOSE,0%
47215P106,JD,JD.COM INC,40000,-110000,1.1M,-3.01M,-73.3%,0.46%
34959E109,FTNT,FORTINET INC,50000,-46605,3.42M,-3.18M,-48.2%,1.4%
83304A106,SNAP,SNAP INC,0,-210000,0,-3.56M,CLOSE,0%
88339J105,TTD,THE TRADE DESK INC,0,-55000,0,-3.96M,CLOSE,0%
040413106,,ARISTA NETWORKS INC,0,-17500,0,-4.12M,CLOSE,0%
17275R102,CSCO,CISCO SYS INC,0,-82500,0,-4.17M,CLOSE,0%
573874104,MRVL,MARVELL TECHNOLOGY INC,0,-70000,0,-4.22M,CLOSE,0%
42824C109,HPE,HEWLETT PACKARD ENTERPRISE C,0,-250000,0,-4.25M,CLOSE,0%
N07059210,ASML,ASML HOLDING N V,7000,-4500,6.79M,-4.37M,-39.1%,2.9%
81730H109,S,SENTINELONE INC,50000,-190000,1.17M,-4.43M,-79.2%,0.49%
803054204,SAP,SAP SE,0,-30000,0,-4.64M,CLOSE,0%
57667L107,MTCH,MATCH GROUP INC NEW,0,-130000,0,-4.75M,CLOSE,0%
40434L105,HPQ,HP INC,0,-160000,0,-4.81M,CLOSE,0%
64110L106,NFLX,NETFLIX INC,0,-10000,0,-4.87M,CLOSE,0%
30212P303,EXPE,EXPEDIA GROUP INC,10000,-38000,1.38M,-5.23M,-79.2%,0.58%
98980G102,ZS,ZSCALER INC,0,-24000,0,-5.32M,CLOSE,0%
443573100,HUBS,HUBSPOT INC,2000,-8812,1.25M,-5.52M,-81.5%,0.53%
G7997R103,STX,SEAGATE TECHNOLOGY HLDNGS PL,0,-70000,0,-5.98M,CLOSE,0%
98138H101,WDAY,WORKDAY INC,0,-24833,0,-6.86M,CLOSE,0%
83088M102,SWKS,SKYWORKS SOLUTIONS INC,0,-65000,0,-7.31M,CLOSE,0%
861012102,STM,STMICROELECTRONICS N V,0,-151000,0,-7.57M,CLOSE,0%
458140100,INTC,INTEL CORP,0,-180000,0,-9.04M,CLOSE,0%
023135106,AMZN,AMAZON COM INC,0,-61000,0,-9.27M,CLOSE,0%
Total,,,,,235.87M,-30.16M,-12.1%,100%
