CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
007903107,AMD,ADVANCED MICRO DEVICES INC,445458,83895,80.4M,15.14M,+23.2%,15.9%
573874104,MRVL,MARVELL TECHNOLOGY INC,457317,70076,32.41M,4.97M,+18.1%,6.4%
683344105,ONTO,ONTO INNOVATION INC,48667,21854,8.81M,3.96M,+81.5%,1.7%
19247G107,COHR,COHERENT CORP,137430,59851,8.33M,3.63M,+77.1%,1.6%
86800U104,SUPER,SUPER MICRO COMPUTER INC,54841,2151,55.39M,2.17M,+4.1%,10.9%
G3323L100,FN,FABRINET,13848,11169,2.62M,2.11M,+416.9%,0.52%
92537N108,VRT,VERTIV HOLDINGS CO,227956,24074,18.62M,1.97M,+11.8%,3.7%
04626A103,ALAB,ASTERA LABS INC,25426,25426,1.89M,1.89M,NEW,0.37%
M20791105,CAMT,CAMTEK LTD,28690,17861,2.4M,1.5M,+164.9%,0.47%
038222105,AMAT,APPLIED MATLS INC,257130,0,53.03M,0,NO CHANGE,10.5%
127387108,CDNS,CADENCE DESIGN SYSTEM INC,129166,0,40.21M,0,NO CHANGE,7.9%
458140100,INTC,INTEL CORP,809540,0,35.76M,0,NO CHANGE,7.1%
871607107,SNPS,SYNOPSYS INC,49072,0,28.04M,0,NO CHANGE,5.5%
595112103,MU,MICRON TECHNOLOGY INC,128501,0,15.15M,0,NO CHANGE,3%
609839105,MPWR,MONOLITHIC PWR SYS INC,14222,0,9.63M,0,NO CHANGE,1.9%
051774107,AUR,AURORA INNOVATION INC,0,-92302,0,-403.36K,CLOSE,0%
482480100,KLAC,KLA CORP,43025,-2306,30.06M,-1.61M,-5.1%,5.9%
880770102,TER,TERADYNE INC,9660,-17813,1.09M,-2.01M,-64.8%,0.21%
512807108,LRCX.MX,LAM RESEARCH CORP,54631,-4940,53.08M,-4.8M,-8.3%,10.5%
040413106,,ARISTA NETWORKS INC,103690,-93226,30.07M,-27.03M,-47.3%,5.9%
Total,,,,,506.99M,1.47M,+0.4%,100%
