CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
29269R105,EFXT,ENERFLEX ORD,4514762,451481,26.27M,2.63M,+11.1%,8.2%
25961D105,DOUG,DOUGLAS ELLIMAN ORD,1324329,1324329,2.09M,2.09M,NEW,0.66%
962879102,WPM,WHEATON PRECIOUS METALS ORD,836390,38536,39.42M,1.82M,+4.8%,12.4%
67077M108,NTR,NUTRIEN ORD,561091,32886,30.47M,1.79M,+6.2%,9.6%
05961W105,BMA,BANCO MACRO ADR REP TEN CL B ORD,28759,28759,1.39M,1.39M,NEW,0.43%
11271J107,BN,BROOKFIELD CL A ORD,185560,0,7.77M,0,NO CHANGE,2.4%
878742204,TECK,TECK RESOURCES CL B ORD,61412,0,2.81M,0,NO CHANGE,0.88%
113004105,BAM,BROOKFIELD ASSET MNGMT CL A ORD,47197,0,1.98M,0,NO CHANGE,0.62%
P31076105,CPA,COPA HOLDINGS CL A ORD,13902,0,1.45M,0,NO CHANGE,0.45%
G16250105,,BROOKFIELD REINSRNC EX VOTN CL A ORD,971,0,40.57K,0,NO CHANGE,0.01%
126402106,CSW,CSW INDUSTRIALS ORD,11188,-1040,2.62M,-243.98K,-8.5%,0.82%
140501107,CSWC,CAPITAL SOUTHWEST ORD,82097,-13633,2.05M,-340.28K,-14.2%,0.64%
399909100,GGAL,GRUPO FINANCIERO ADR REP 10 CL B ORD,149482,-36595,3.8M,-930.24K,-19.7%,1.2%
G0457F107,ARCO,ARCOS DORADOS HOLDINGS CL A ORD,2049706,-193670,22.79M,-2.15M,-8.6%,7.1%
47233W109,JEF,JEFFERIES FINANCIAL GROUP ORD,1063029,-116123,46.88M,-5.12M,-9.8%,14.7%
13321L108,CCJ,CAMECO ORD,653584,-153829,28.31M,-6.66M,-19.1%,8.9%
G27358103,DESP,DESPEGAR COM ORD,2803884,-944639,33.53M,-11.3M,-25.2%,10.5%
84790A105,SPB,SPECTRUM BRANDS HOLDINGS ORD,335500,-144814,29.86M,-12.89M,-30.1%,9.4%
88642R109,TDW,TIDEWATER ORD,385280,-142684,35.45M,-13.13M,-27%,11.1%
Total,,,,,318.99M,-43.06M,-13%,100%
